priority,status,candidate,matchedCompanyName,matchedOrgNr,mentions,sourceCount,exampleSources
HIGH,missing_company_record,Leijona Catering Oy,,,9,7,Sentralt Kilderegister: Food Systems 2026 (bibliotek/KILDEREGISTER.md); Nordisk HoReCa og Storhusholdning: Komparativ Analyse (2024-2026) (norden/verdikjede/05-horeca.md); Company extraction audit (COMPANY-EXTRACTION-AUDIT.md); HORECA som maktkonsentrasjonens andre kanal: Nordisk foodservice-kartlegging (analyse/horeca-maktkonsentrasjon-nordisk.md); research/analyse/horeca-maktkonsentrasjon-nordisk.md
HIGH,missing_company_record,Canica AS,,,9,7,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md); Selskapsdata: 14 Norske Matsystem-Aktorer (norge/selskapsdata-14-aktorer.md); Nordisk Foredlingsindustri: Komparativ Analyse (norden/verdikjede/02-foredling.md); Norsk Bedriftsdata: Granulær Kartlegging av 14 Nøkkelaktører (norden/verdikjede/09-norsk-bedriftsdata.md); research/norden/verdikjede/02-foredling.md
HIGH,missing_company_record,Alginor ASA,,,7,7,Plattform-kobling — seed ↔ arkiv (PLATTFORM-KOBLING.md); Company extraction audit (COMPANY-EXTRACTION-AUDIT.md); Norges matrevolusjon tar form langs kysten og i laben (arkiv-sortert/Food Research Process 20.04.26/00_Working_Files/compass_artifact_wf-ec2d735b-d33b-4ffa-a5ba-7877ce1d1a3c_text_markdown.md); Norges matrevolusjon tar form langs kysten og i laben (bibliotek/forskningsrunde-2026-04-20/norges-matrevolusjon-sirkular-innovasjon-2026-04-20.md); research/PLATTFORM-KOBLING.md
HIGH,missing_company_record,Alf Bjercke Eiendom AS,,,7,7,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md); Eiendomsmakt i dagligvaremarkedet i Norge og Norden (arkiv-sortert/Food Research Process 20.04.26/00_Working_Files/deep-research-report (45).md); Eiendomsmakt i dagligvaremarkedet i Norge og Norden (bibliotek/forskningsrunde-2026-04-20/deep-research-draft-45-2026-04-20.md); Eiendomsmakt i dagligvaremarkedet i Norge og Norden (bibliotek/forskningsrunde-2026-04-20/eiendomsmakt-dagligvaremarkedet-norden-2026-04-20.md); research/arkiv-sortert/Food Research Process 20.04.26/00_Working_Files/deep-research-report (45).md
HIGH,missing_company_record,Raisio Oyj,,,7,7,"Company extraction audit (COMPANY-EXTRACTION-AUDIT.md); JT nevnte ""Rolære i Finland"" i samme kontekst som framtidens fôr og sirkulær matproduksjon. Identifiser hva dette viser til. Sannsynlige kandidater: (bibliotek/forskningsrunde-2026-04-20/roal-oy-enzymer-finland-2026-04-20.md); JT nevnte ""Rolære i Finland"" i samme kontekst som framtidens fôr og sirkulær matproduksjon. Identifiser hva dette viser til. Sannsynlige kandidater: (perplexity-20-04-26/rolaere-finland-sirkulaer-for.md); docs/project/plans/RESEARCH-PLAN-FOOD-TG-SIRKULARITET-2026-04-20.md; research/bibliotek/forskningsrunde-2026-04-20/roal-oy-enzymer-finland-2026-04-20.md"
HIGH,missing_company_record,Coop Midt-Norge Eiendom AS,,,7,7,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md); Eiendomsmakt i dagligvaremarkedet i Norge og Norden (arkiv-sortert/Food Research Process 20.04.26/00_Working_Files/deep-research-report (45).md); Eiendomsmakt i dagligvaremarkedet i Norge og Norden (bibliotek/forskningsrunde-2026-04-20/deep-research-draft-45-2026-04-20.md); Eiendomsmakt i dagligvaremarkedet i Norge og Norden (bibliotek/forskningsrunde-2026-04-20/eiendomsmakt-dagligvaremarkedet-norden-2026-04-20.md); research/arkiv-sortert/Food Research Process 20.04.26/00_Working_Files/deep-research-report (45).md
HIGH,missing_company_record,Coop Raufoss Kjøpesenter AS,,,7,7,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md); Eiendomsmakt i dagligvaremarkedet i Norge og Norden (arkiv-sortert/Food Research Process 20.04.26/00_Working_Files/deep-research-report (45).md); Eiendomsmakt i dagligvaremarkedet i Norge og Norden (bibliotek/forskningsrunde-2026-04-20/deep-research-draft-45-2026-04-20.md); Eiendomsmakt i dagligvaremarkedet i Norge og Norden (bibliotek/forskningsrunde-2026-04-20/eiendomsmakt-dagligvaremarkedet-norden-2026-04-20.md); research/arkiv-sortert/Food Research Process 20.04.26/00_Working_Files/deep-research-report (45).md
HIGH,missing_company_record,I.K. Lykke Eiendom AS,,,7,7,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md); Eiendomsmakt i dagligvaremarkedet i Norge og Norden (arkiv-sortert/Food Research Process 20.04.26/00_Working_Files/deep-research-report (45).md); Eiendomsmakt i dagligvaremarkedet i Norge og Norden (bibliotek/forskningsrunde-2026-04-20/deep-research-draft-45-2026-04-20.md); Eiendomsmakt i dagligvaremarkedet i Norge og Norden (bibliotek/forskningsrunde-2026-04-20/eiendomsmakt-dagligvaremarkedet-norden-2026-04-20.md); research/arkiv-sortert/Food Research Process 20.04.26/00_Working_Files/deep-research-report (45).md
HIGH,missing_company_record,Infarm Technologies Ltd,,,7,7,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md); ja (perplexity-20-04-26/konkursanatomi-enorm-mycorena-infarm-v2.md); ja (perplexity-20-04-26/konkursanatomi-enorm-mycorena-infarm.md); research/intake/perplexity-2026-04-20/failure-cases.json; research/intake/perplexity-2026-04-20/new-actors.json
HIGH,missing_company_record,NG Eiendom Vestfold Telemark AS,,,7,7,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md); Eiendomsmakt i dagligvaremarkedet i Norge og Norden (arkiv-sortert/Food Research Process 20.04.26/00_Working_Files/deep-research-report (45).md); Eiendomsmakt i dagligvaremarkedet i Norge og Norden (bibliotek/forskningsrunde-2026-04-20/deep-research-draft-45-2026-04-20.md); Eiendomsmakt i dagligvaremarkedet i Norge og Norden (bibliotek/forskningsrunde-2026-04-20/eiendomsmakt-dagligvaremarkedet-norden-2026-04-20.md); research/arkiv-sortert/Food Research Process 20.04.26/00_Working_Files/deep-research-report (45).md
HIGH,missing_company_record,Banan II AS,,,7,7,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md); Selskapsdata: 14 Norske Matsystem-Aktorer (norge/selskapsdata-14-aktorer.md); Kryssegment Verdikjedeanalyse: Maktkonsentrasjon og Systemrisiko i Nordiske Matsystemer (norden/verdikjede/10-kryss-analyse.md); Norsk Bedriftsdata: Granulær Kartlegging av 14 Nøkkelaktører (norden/verdikjede/09-norsk-bedriftsdata.md); research/norden/verdikjede/09-norsk-bedriftsdata.md
HIGH,missing_company_record,Roll Ltd,,,14,6,"Company extraction audit (COMPANY-EXTRACTION-AUDIT.md); JT nevnte ""Rolære i Finland"" i samme kontekst som framtidens fôr og sirkulær matproduksjon. Identifiser hva dette viser til. Sannsynlige kandidater: (bibliotek/forskningsrunde-2026-04-20/roal-oy-enzymer-finland-2026-04-20.md); JT nevnte ""Rolære i Finland"" i samme kontekst som framtidens fôr og sirkulær matproduksjon. Identifiser hva dette viser til. Sannsynlige kandidater: (perplexity-20-04-26/rolaere-finland-sirkulaer-for.md); docs/project/plans/RESEARCH-PLAN-FOOD-TG-SIRKULARITET-2026-04-20.md; research/bibliotek/forskningsrunde-2026-04-20/roal-oy-enzymer-finland-2026-04-20.md"
HIGH,missing_company_record,ISS A/S,,,12,6,Nordisk HoReCa og Storhusholdning: Komparativ Analyse (2024-2026) (norden/verdikjede/05-horeca.md); Company extraction audit (COMPANY-EXTRACTION-AUDIT.md); HORECA som maktkonsentrasjonens andre kanal: Nordisk foodservice-kartlegging (analyse/horeca-maktkonsentrasjon-nordisk.md); research/analyse/horeca-maktkonsentrasjon-nordisk.md; research/norden/verdikjede/05-horeca.md
HIGH,missing_company_record,Laco AS,,,10,6,Selskapsdata: 14 Norske Matsystem-Aktorer (norge/selskapsdata-14-aktorer.md); Nordisk Sjømatverdikjede: Komparativ Analyse (norden/verdikjede/07-sjoemat.md); Norsk Bedriftsdata: Granulær Kartlegging av 14 Nøkkelaktører (norden/verdikjede/09-norsk-bedriftsdata.md); research/norden/verdikjede/07-sjoemat.md; research/norden/verdikjede/09-norsk-bedriftsdata.md
HIGH,missing_company_record,Lindahl KB,,,9,6,Arkiv-indeks — research/ (ARKIV-INDEX.md); Company extraction audit (COMPANY-EXTRACTION-AUDIT.md); Mycorena AB konkurs 10.07.2024 - trustee Magnus Loefving (Lindahl KB) (evidence-pack/sirkular-konkurser/mycorena/konkurs-bolagsverket.md); research/ARKIV-INDEX.md; research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv
MEDIUM,tracked,Kavli Holding AS,Kavli Holding AS,913344162,8,6,Sentralt Kilderegister: Food Systems 2026 (bibliotek/KILDEREGISTER.md); Selskapsdata: 14 Norske Matsystem-Aktorer (norge/selskapsdata-14-aktorer.md); Norsk Bedriftsdata: Granulær Kartlegging av 14 Nøkkelaktører (norden/verdikjede/09-norsk-bedriftsdata.md); research/bibliotek/KILDEREGISTER.md; research/norden/verdikjede/09-norsk-bedriftsdata.md
HIGH,missing_company_record,Garri ehf,,,8,6,"Grossist, distribusjon og logistikkinfrastruktur i Norden (norden/verdikjede/03-distribusjon-logistikk.md); Nordisk HoReCa og Storhusholdning: Komparativ Analyse (2024-2026) (norden/verdikjede/05-horeca.md); Company extraction audit (COMPANY-EXTRACTION-AUDIT.md); research/norden/verdikjede/03-distribusjon-logistikk.md; research/norden/verdikjede/05-horeca.md"
HIGH,missing_company_record,Danmark A/S,,,8,6,"Company extraction audit (COMPANY-EXTRACTION-AUDIT.md); Sammendrag: Jensen (Aalborg Universitet, 2022) - Strategisk analyse og verdsettelse av Rema 1000 Danmark (bibliotek/akademia/masteroppgaver/jensen-2022.md); Nordisk avhandlingsregister (bibliotek/akademia/nordisk-avhandlingsregister.md); research/bibliotek/akademia/masteroppgaver/jensen-2022.md; research/bibliotek/akademia/nordisk-avhandlingsregister.md"
HIGH,missing_company_record,Motiva Oy,,,6,6,Plattform-kobling — seed ↔ arkiv (PLATTFORM-KOBLING.md); Company extraction audit (COMPANY-EXTRACTION-AUDIT.md); Nordic Food Systems: Regulatory & Policy Landscape (2024-2026) (norden/regulatory-policy-landscape-nordic.md); research/PLATTFORM-KOBLING.md; research/download-queue.csv
MEDIUM,tracked,Lerøy Seafood Group ASA,Lerøy Seafood Group ASA,975350940,6,6,Sentralt Kilderegister: Food Systems 2026 (bibliotek/KILDEREGISTER.md); Selskapsdata: 14 Norske Matsystem-Aktorer (norge/selskapsdata-14-aktorer.md); Norsk Bedriftsdata: Granulær Kartlegging av 14 Nøkkelaktører (norden/verdikjede/09-norsk-bedriftsdata.md); research/bibliotek/KILDEREGISTER.md; research/norden/verdikjede/09-norsk-bedriftsdata.md
MEDIUM,tracked,Skretting AS,Skretting AS,988044113,6,6,Sentralt Kilderegister: Food Systems 2026 (bibliotek/KILDEREGISTER.md); Selskapsdata: 14 Norske Matsystem-Aktorer (norge/selskapsdata-14-aktorer.md); Norsk Bedriftsdata: Granulær Kartlegging av 14 Nøkkelaktører (norden/verdikjede/09-norsk-bedriftsdata.md); research/bibliotek/KILDEREGISTER.md; research/norden/verdikjede/09-norsk-bedriftsdata.md
MEDIUM,tracked,HOLDBART AS,Holdbart AS,815664582,6,6,BRREG-VALIDERTE SIRKULÆRE MATAKTØRER — NORGE (norge/circular-actors/brreg-validated.md); Sirkulaere selskaper i norsk matsystem (bibliotek/sirkularitet/sirkulaer-selskaper-norge.md); Nordisk sirkularitet — komparativ analyse (analyse/nordisk-sirkularitet-komparativ.md); research/analyse/nordisk-sirkularitet-komparativ.md; research/bibliotek/sirkularitet/sirkulaer-selskaper-norge.md
HIGH,missing_company_record,B Corp,,,11,5,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md); OCR Output — 2021 Impact Report ENG.pdf (ocr-output/arkiv-sortert__Food Research Process 20.04.26__06_Company_And_Annual_Reports__2021 Impact Report ENG.md); Aarsrapport 2024-2025 (evidence-pack/selskap/aarstiderne-2024.md); research/evidence-pack/selskap/aarstiderne-2024.md; research/ocr-output/arkiv-sortert__Food Research Process 20.04.26__06_Company_And_Annual_Reports__2021 Impact Report ENG.md
HIGH,missing_company_record,Axel Johnson AB,,,11,5,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md); Kartlegg Axel Johnson-gruppen som matsystem-aktør i Sverige: (bibliotek/forskningsrunde-2026-04-20-r2/p15-axel-johnson-systemet-2026-04-20.md); HORECA som maktkonsentrasjonens andre kanal: Nordisk foodservice-kartlegging (analyse/horeca-maktkonsentrasjon-nordisk.md); research/analyse/horeca-maktkonsentrasjon-nordisk.md; research/bibliotek/forskningsrunde-2026-04-20-r2/p15-axel-johnson-systemet-2026-04-20.md
HIGH,missing_company_record,Drangar hf,,,9,5,"Company extraction audit (COMPANY-EXTRACTION-AUDIT.md); Nordisk Dagligvaremarked: Markedsstruktur og Validering 2024–2026 (perpl-17-03/Nordisk Dagligvaremarked  Markedsstruktur og Validering 2024–2026.md); Nordisk komparativ analyse: Matsystemer i Danmark, Sverige og Finland (norden/nordisk-komparativ-analyse.md); research/norden/nordisk-komparativ-analyse.md; research/perpl-17-03/Nordisk Dagligvaremarked  Markedsstruktur og Validering 2024–2026.md"
HIGH,missing_company_record,AB Enzymes Finland Oy,,,9,5,"Company extraction audit (COMPANY-EXTRACTION-AUDIT.md); JT nevnte ""Rolære i Finland"" i samme kontekst som framtidens fôr og sirkulær matproduksjon. Identifiser hva dette viser til. Sannsynlige kandidater: (bibliotek/forskningsrunde-2026-04-20/roal-oy-enzymer-finland-2026-04-20.md); JT nevnte ""Rolære i Finland"" i samme kontekst som framtidens fôr og sirkulær matproduksjon. Identifiser hva dette viser til. Sannsynlige kandidater: (perplexity-20-04-26/rolaere-finland-sirkulaer-for.md); research/bibliotek/forskningsrunde-2026-04-20/roal-oy-enzymer-finland-2026-04-20.md; research/perplexity-20-04-26/rolaere-finland-sirkulaer-for.md"
MEDIUM,tracked,Coop Sverige AB,Coop Sverige AB,SE-702001-3469,8,5,Eiendomsmodellen i norsk dagligvare: Finansiell analyse (analyse/eiendomsmodell-finansiell-analyse.md); Nordisk Dagligvaremarked: Markedsstruktur og Validering 2024–2026 (perpl-17-03/Nordisk Dagligvaremarked  Markedsstruktur og Validering 2024–2026.md); docs/superpowers/plans/2026-05-19-data-quality-hardening.md; research/analyse/eiendomsmodell-finansiell-analyse.md; research/perpl-17-03/Nordisk Dagligvaremarked  Markedsstruktur og Validering 2024–2026.md
HIGH,missing_company_record,Fiskå Mølle AS,,,7,5,"PDF-gjennomgang: Offentlig + tilsyn (tillegg, 2024–2025) (analyse/pdf-gjennomgang-offentlig-2.md); Company extraction audit (COMPANY-EXTRACTION-AUDIT.md); Milep&#xE6;l for norsk beredskap - regjeringen.no (evidence-pack/offentlig/press-id3046671-2024.md); research/analyse/pdf-gjennomgang-offentlig-2.md; research/evidence-pack/offentlig/press-id3046671-2024.md"
HIGH,missing_company_record,Samherji hf,,,7,5,Sentralt Kilderegister: Food Systems 2026 (bibliotek/KILDEREGISTER.md); Company extraction audit (COMPANY-EXTRACTION-AUDIT.md); Nordisk Sjømatverdikjede: Komparativ Analyse (norden/verdikjede/07-sjoemat.md); research/bibliotek/KILDEREGISTER.md; research/norden/verdikjede/07-sjoemat.md
HIGH,missing_company_record,Volare Oy,,,7,5,Sentralt Kilderegister: Food Systems 2026 (bibliotek/KILDEREGISTER.md); Company extraction audit (COMPANY-EXTRACTION-AUDIT.md); [Deep Research] Lag en detaljert selskapsprofil for Volare / Finnprotein Oy (Finland): (bibliotek/forskningsrunde-2026-04-20-r2/p17-volare-selskapsdossier-2026-04-20.md); research/bibliotek/KILDEREGISTER.md; research/bibliotek/forskningsrunde-2026-04-20-r2/p17-volare-selskapsdossier-2026-04-20.md
HIGH,missing_company_record,Wihuri Oy,,,7,5,Nordisk HoReCa og Storhusholdning: Komparativ Analyse (2024-2026) (norden/verdikjede/05-horeca.md); Company extraction audit (COMPANY-EXTRACTION-AUDIT.md); HORECA som maktkonsentrasjonens andre kanal: Nordisk foodservice-kartlegging (analyse/horeca-maktkonsentrasjon-nordisk.md); research/analyse/horeca-maktkonsentrasjon-nordisk.md; research/norden/verdikjede/05-horeca.md
HIGH,missing_company_record,Lidl NUF,,,7,5,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md); Nordisk Dagligvaremarked: Markedsstruktur og Validering 2024–2026 (perpl-17-03/Nordisk Dagligvaremarked  Markedsstruktur og Validering 2024–2026.md); PDF-gjennomgang: Akademia batch 3 (analyse/pdf-gjennomgang-akademia-3.md); research/analyse/pdf-gjennomgang-akademia-3.md; research/perpl-17-03/Nordisk Dagligvaremarked  Markedsstruktur og Validering 2024–2026.md
HIGH,missing_company_record,ENORM BioFactory A/S,,,6,5,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md); Lag en fullstendig aktøroversikt for selskaper og forskningsprosjekter som utvikler alternative fôringredienser til nordisk akvakultur. Inkluder: (bibliotek/forskningsrunde-2026-04-20-r2/p07-alt-fiskefor-aktorkart-2026-04-20.md); research/bibliotek/forskningsrunde-2026-04-20-r2/p07-alt-fiskefor-aktorkart-2026-04-20.md; research/evidence-pack/download-backlog-exa-2026-04-21.csv; research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv
MEDIUM,tracked,City Gross Sverige AB,City Gross Sverige AB,SE-556597-2451,6,5,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md); Axfood acquires City Gross (bibliotek/media/snapshots/se-axfood-citygross-acquires-2024.md); Nordic Food System M&A Activity 2020-2025 (external/nordic-food-ma-2020-2025.md); research/bibliotek/media/snapshots/se-axfood-citygross-acquires-2024.md; research/external/nordic-food-ma-2020-2025.md
HIGH,missing_company_record,Hoff SA,,,5,5,Sentralt Kilderegister: Food Systems 2026 (bibliotek/KILDEREGISTER.md); artlegg innovasjonen JT nevnte med potetlefser uten skall fra Sørlandet: (bibliotek/forskningsrunde-2026-04-20-r2/p37-potetlefser-innovasjon-2026-04-20.md); research/bibliotek/KILDEREGISTER.md; research/bibliotek/forskningsrunde-2026-04-20-r2/p37-potetlefser-innovasjon-2026-04-20.md; research/intake/perplexity-2026-04-20/new-actors.json
HIGH,missing_company_record,Advokatfirman Lindahl KB,,,5,5,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md); Mycorena bankruptcy setback or fresh start (evidence-pack/sirkular-konkurser/mycorena/analysis-mycostories.md); Mycorena Files for Bankruptcy Seeks New Ownership (evidence-pack/sirkular-konkurser/mycorena/media-vegconomist-2024.md); research/evidence-pack/sirkular-konkurser/mycorena/analysis-mycostories.md; research/evidence-pack/sirkular-konkurser/mycorena/media-vegconomist-2024.md
HIGH,missing_company_record,AgFunder Inc,,,5,5,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md); Infarm closes Copenhagen operations - strategy shift (evidence-pack/sirkular-konkurser/infarm-dk/media-agfundernews.md); Danish insect ag firm ENORM declared bankrupt after failed reconstruction (evidence-pack/sirkular-konkurser/enorm-biofactory/media-agfundernews-2025.md); research/evidence-pack/sirkular-konkurser/enorm-biofactory/media-agfundernews-2025.md; research/evidence-pack/sirkular-konkurser/infarm-dk/media-agfundernews.md
HIGH,missing_company_record,Cargill Inc,,,5,5,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md); Sjømatfôr — Råvareopprinnelse og globale sårbarheter (norden/verdikjede/07b-sjomatfor-saarbarhet.md); Nordisk Sjømatverdikjede: Komparativ Analyse (norden/verdikjede/07-sjoemat.md); research/norden/verdikjede/07-sjoemat.md; research/norden/verdikjede/07b-sjomatfor-saarbarhet.md
HIGH,missing_company_record,Finnfjord AS,,,5,5,"Company extraction audit (COMPANY-EXTRACTION-AUDIT.md); Nordisk sjømatfôr: Råvareopprinnelse, importavhengighet og globale sårbarheter (perpl-17-03/Råvareopprinnelse og globale sårbarheter i nordisk sjømatfôr.md); Sjømatfôr — Råvareopprinnelse og globale sårbarheter (norden/verdikjede/07b-sjomatfor-saarbarhet.md); research/norden/verdikjede/07b-sjomatfor-saarbarhet.md; research/perpl-17-03/Råvareopprinnelse og globale sårbarheter i nordisk sjømatfôr.md"
HIGH,missing_company_record,Kverva Industrier AS,,,5,5,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md); Selskapsdata: 14 Norske Matsystem-Aktorer (norge/selskapsdata-14-aktorer.md); Norsk Bedriftsdata: Granulær Kartlegging av 14 Nøkkelaktører (norden/verdikjede/09-norsk-bedriftsdata.md); research/norden/verdikjede/09-norsk-bedriftsdata.md; research/norge/selskapsdata-14-aktorer.md
HIGH,missing_company_record,Retail Insitute Scandinavia A/S,,,5,5,Markedskonsentrasjon i Skandinavia (evidence-pack/akademia/drager-vagene-2017.pdf); OCR Output — drager-vagene-2017.pdf (ocr-output/evidence-pack__akademia__drager-vagene-2017.md); OCR Output — drager-og-vagene.pdf (ocr-output/arkiv-sortert__Food Research Process 20.04.26__07_Academic_Research_And_Theses__drager-og-vagene.md); research/ocr-output/arkiv-sortert__Food Research Process 20.04.26__07_Academic_Research_And_Theses__drager-og-vagene.md; research/ocr-output/evidence-pack__akademia__drager-vagene-2017.md
HIGH,missing_company_record,ICA Norge AS,,,5,5,Markedskonsentrasjon i Skandinavia (evidence-pack/akademia/drager-vagene-2017.pdf); OCR Output — drager-vagene-2017.pdf (ocr-output/evidence-pack__akademia__drager-vagene-2017.md); OCR Output — drager-og-vagene.pdf (ocr-output/arkiv-sortert__Food Research Process 20.04.26__07_Academic_Research_And_Theses__drager-og-vagene.md); research/ocr-output/arkiv-sortert__Food Research Process 20.04.26__07_Academic_Research_And_Theses__drager-og-vagene.md; research/ocr-output/evidence-pack__akademia__drager-vagene-2017.md
HIGH,missing_company_record,R.I.S. A/S,,,5,5,Markedskonsentrasjon i Skandinavia (evidence-pack/akademia/drager-vagene-2017.pdf); OCR Output — drager-vagene-2017.pdf (ocr-output/evidence-pack__akademia__drager-vagene-2017.md); OCR Output — drager-og-vagene.pdf (ocr-output/arkiv-sortert__Food Research Process 20.04.26__07_Academic_Research_And_Theses__drager-og-vagene.md); research/ocr-output/arkiv-sortert__Food Research Process 20.04.26__07_Academic_Research_And_Theses__drager-og-vagene.md; research/ocr-output/evidence-pack__akademia__drager-vagene-2017.md
MEDIUM,tracked,TOO GOOD TO GO NORGE AS,Too Good To Go Norge AS,917203261,5,5,BRREG-VALIDERTE SIRKULÆRE MATAKTØRER — NORGE (norge/circular-actors/brreg-validated.md); Sirkulaere selskaper i norsk matsystem (bibliotek/sirkularitet/sirkulaer-selskaper-norge.md); docs/superpowers/plans/2026-05-19-data-quality-hardening.md; research/bibliotek/sirkularitet/sirkulaer-selskaper-norge.md; research/norge/circular-actors/brreg-validated.md
MEDIUM,tracked,GARTNERHALLEN SA,Gartnerhallen SA,945958405,5,5,BRREG-VALIDERTE SIRKULÆRE MATAKTØRER — NORGE (norge/circular-actors/brreg-validated.md); Selskapsdata: 14 Norske Matsystem-Aktorer (norge/selskapsdata-14-aktorer.md); docs/superpowers/plans/2026-05-19-data-quality-hardening.md; research/norge/circular-actors/brreg-validated.md; research/norge/selskapsdata-14-aktorer.md
HIGH,missing_company_record,Strand Unikorn AS,,,8,4,"PDF-gjennomgang: Offentlig + tilsyn (tillegg, 2024–2025) (analyse/pdf-gjennomgang-offentlig-2.md); Milep&#xE6;l for norsk beredskap - regjeringen.no (evidence-pack/offentlig/press-id3046671-2024.md); research/analyse/pdf-gjennomgang-offentlig-2.md; research/evidence-pack/offentlig/press-id3046671-2024.md"
MEDIUM,tracked,REMA Distribusjon Norge AS,REMA Distribusjon Norge AS,894759372,8,4,Sammendrag: REMA Distribusjon — Logistikkinfrastruktur og Distribusjonsnettverk (bibliotek/verdikjede/rema-distribusjon-logistikk.md); Sammendrag: Lagerarbeidere og logistikkvilkår i norsk dagligvaredistribusjon (bibliotek/arbeidsliv/lagerarbeidere-logistikk-vilkaar.md); research/bibliotek/arbeidsliv/lagerarbeidere-logistikk-vilkaar.md; research/bibliotek/verdikjede/rema-distribusjon-logistikk.md
MEDIUM,tracked,ASKO Norge AS,ASKO Norge AS,929228723,6,4,Plattform-kobling — seed ↔ arkiv (PLATTFORM-KOBLING.md); Plattform-kobling — seed ↔ arkiv (_status/PLATTFORM-KOBLING.md); docs/project/plans/DATAVISUALISERING-MASTERPLAN-2026-04-29.md; research/PLATTFORM-KOBLING.md
HIGH,missing_company_record,Norgesmøllene AS,,,6,4,"PDF-gjennomgang: Offentlig + tilsyn (tillegg, 2024–2025) (analyse/pdf-gjennomgang-offentlig-2.md); Milep&#xE6;l for norsk beredskap - regjeringen.no (evidence-pack/offentlig/press-id3046671-2024.md); research/analyse/pdf-gjennomgang-offentlig-2.md; research/evidence-pack/offentlig/press-id3046671-2024.md"
HIGH,missing_company_record,Ecoprot AS,,,6,4,"Company extraction audit (COMPANY-EXTRACTION-AUDIT.md); Jeg leter etter de ledende nordiske biorest-/kompost-innovatørene som jobber utenfor de store avfallskonsernene (Renova, Lindum, ROAF, Fosen, BIR). Spesielt interessant er små aktører som har utviklet unike teknologier/løsninger. (perplexity-20-04-26/biorest-innovatoerer-nordisk-smaa-aktoerer.md); research/intake/perplexity-2026-04-20/new-actors.json; research/perplexity-20-04-26/biorest-innovatoerer-nordisk-smaa-aktoerer.md"
HIGH,missing_company_record,Kampusravintolat Oy,,,4,4,"Akademia PDF-gjennomgang 2 -- Strukturert analyse (analyse/pdf-gjennomgang-akademia-2.md); Sammendrag: Mattila (LUT University, 2025) — Ettersporselsprognoser mot matsvinn (bibliotek/akademia/masteroppgaver/mattila-2025.md); research/analyse/pdf-gjennomgang-akademia-2.md; research/bibliotek/akademia/masteroppgaver/mattila-2025.md"
HIGH,missing_company_record,Royal Greenland A/S,,,4,4,Sentralt Kilderegister: Food Systems 2026 (bibliotek/KILDEREGISTER.md); Nordisk Sjømatverdikjede: Komparativ Analyse (norden/verdikjede/07-sjoemat.md); research/bibliotek/KILDEREGISTER.md; research/norden/verdikjede/07-sjoemat.md
HIGH,missing_company_record,Graminor AS,,,4,4,Sentralt Kilderegister: Food Systems 2026 (bibliotek/KILDEREGISTER.md); Innsatsvarer og oppstrøms verdikjeder i nordisk landbruk (norden/verdikjede/04-innsatsvarer.md); research/bibliotek/KILDEREGISTER.md; research/norden/verdikjede/04-innsatsvarer.md
HIGH,missing_company_record,SOK Corporation,,,4,4,"Grossist, distribusjon og logistikkinfrastruktur i Norden (norden/verdikjede/03-distribusjon-logistikk.md); Sammendrag: S Group og osuuskauppa-modellen — Finlands kooperative dagligvaregigant (bibliotek/nordisk/finland-s-group-osuuskauppa.md); research/bibliotek/nordisk/finland-s-group-osuuskauppa.md; research/norden/verdikjede/03-distribusjon-logistikk.md"
HIGH,missing_company_record,Krónan ehf,,,4,4,Company extraction audit (COMPANY-EXTRACTION-AUDIT.md); research/evidence-pack/okologisk-norden-2026-04-29/downloads/is-traces-organic-operator-issued-2026.json; research/evidence-pack/okologisk-norden-2026-04-29/downloads/is-traces-organic-operator-public-statuses-2026.json; research/evidence-pack/okologisk-norden-2026-04-29/exports/is_traces_organic_operator_issued_2026.csv
HIGH,missing_company_record,Konsernstruktur: Axel Johnson AB,,,4,4,Kartlegg Axel Johnson-gruppen som matsystem-aktør i Sverige: (bibliotek/forskningsrunde-2026-04-20-r2/p15-axel-johnson-systemet-2026-04-20.md); Perplexity Promptpack — Møte 7 (20.04.2026) (rammeverk/perplexity-promptpack-møte7-2026-04-20.md); research/bibliotek/forskningsrunde-2026-04-20-r2/p15-axel-johnson-systemet-2026-04-20.md; research/rammeverk/perplexity-promptpack-møte7-2026-04-20.md
