entityType,entityId,fieldPath,companyId,companyName,personName,personKey,role,shareholderName,ownershipPct,country,orgNr,registrySource,recommendedSourcePath,reason
BoardMember,cmp8xyt2c001uxrvmavzqs9yq,,cmp8xyt25001nxrvm5fopu1xb,Orkla ASA,Stein Erik Hagen,stein-erik-hagen,styreleder,,,NO,910747711,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmp8xyt32002hxrvm6lgvgtvd,,cmp8xyt2l0025xrvmxuh0939x,Nortura SA,Erlend Rønning,erlend-rnning,styremedlem,,,NO,938752648,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmp8xyt3w003jxrvmwkzim3or,,cmp8xyt3l0037xrvmpzlb3lbw,TINE SA,Anne Berit Løset,anne-berit-lset,styremedlem,,,NO,947942638,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmp8xyt560057xrvmu1hljr8g,,cmp8xyt4t004sxrvm7b86awqx,BAMA Gruppen AS,Rune Dalsaune,rune-dalsaune,styremedlem,,,NO,914224314,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmp8xyt9n0086xrvmzzh5nj26,,cmp8xyt9k0081xrvmnmdi03r5,Too Good To Go Norge AS,Lucie Basch,lucie-basch,styremedlem,,,NO,917203261,,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmp8xyt9n0085xrvm65o053qa,,cmp8xyt9k0081xrvmnmdi03r5,Too Good To Go Norge AS,Sigve Skattebo,sigve-skattebo,styremedlem,,,NO,917203261,,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmp8xyt9n0087xrvmruzt8jsx,,cmp8xyt9k0081xrvmnmdi03r5,Too Good To Go Norge AS,Thomas Damsgaard,thomas-damsgaard,styremedlem,,,NO,917203261,,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmp8xyt9q008bxrvmf7qem1k9,,cmp8xyt9o0088xrvmoop48ij7,Oda,Karl Munthe-Kaas,karl-munthekaas,CEO,,,NO,932256134,,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmp8xyta2008exrvmpcizz9ih,,cmp8xyt9o0088xrvmoop48ij7,Oda,Kristoffer Eide Hoen,kristoffer-eide-hoen,styremedlem,,,NO,932256134,,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmp8xyta2008fxrvm8f5bdukw,,cmp8xyt9o0088xrvmoop48ij7,Oda,Lars Boilesen,lars-boilesen,styremedlem,,,NO,932256134,,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmp8xyta3008gxrvm3vawkunx,,cmp8xyt9o0088xrvmoop48ij7,Oda,Nils Petter Hollekim,nils-petter-hollekim,styremedlem,,,NO,932256134,,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmp8xytaa008pxrvmvchoqhj0,,cmp8xyta3008hxrvmhpcstihu,Holdbart AS,Solveig Fauske,solveig-fauske,styremedlem,,,NO,815664582,,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmp8xytbg009uxrvmfalj9y9k,,cmp8xytb8009pxrvmjdg1chp6,Austevoll Seafood ASA,Helge Møgster,helge-mgster,styreleder,,,NO,929975200,,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmp8xytbi009zxrvm3tadlzcr,,cmp8xytbh009xxrvmwf5gnlcp,Kavli Holding AS,Erik Volden,erik-volden,styreleder,,,NO,913344162,,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmp8xytbj00a0xrvmlmq2tbvb,,cmp8xytbh009xxrvmwf5gnlcp,Kavli Holding AS,Inger Elise Mey,inger-elise-mey,CEO,,,NO,913344162,,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmp8xytbj00a1xrvm0nch5zuu,,cmp8xytbh009xxrvmwf5gnlcp,Kavli Holding AS,Trond Mohn,trond-mohn,styremedlem,,,NO,913344162,,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmp8xytbu00a5xrvmtvancx7s,,cmp8xytbp00a2xrvmgp9lh2h2,Unil AS,Anne Catrine Tøftum,anne-catrine-tftum,CEO,,,NO,885316522,,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmp8xytbu00a4xrvm8sfurivp,,cmp8xytbp00a2xrvmgp9lh2h2,Unil AS,Runar Hollevik,runar-hollevik,styreleder,,,NO,885316522,,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmp8xytbx00a9xrvmvc48emb6,,cmp8xytbv00a6xrvmi8ugubkz,REMA 1000 Norge AS,Trond Bentestuen,trond-bentestuen,CEO,,,NO,982254604,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_board_member_field_citation
BoardMember,cmp8xytcl00azxrvmby5i34sc,,cmp8xytca00alxrvm4atlmz8s,ICA Gruppen AB,Anette Rosengren,anette-rosengren,styremedlem,,,SE,SE-556048-2837,,bolagsverket_manual_or_api,missing_board_member_field_citation
BoardMember,cmp8xytcl00axxrvmt13txenk,,cmp8xytca00alxrvm4atlmz8s,ICA Gruppen AB,Bengt Kjell,bengt-kjell,styremedlem,,,SE,SE-556048-2837,,bolagsverket_manual_or_api,missing_board_member_field_citation
BoardMember,cmp8xytcl00ayxrvm6keh0mka,,cmp8xytca00alxrvm4atlmz8s,ICA Gruppen AB,Cecilia Horne,cecilia-horne,styremedlem,,,SE,SE-556048-2837,,bolagsverket_manual_or_api,missing_board_member_field_citation
BoardMember,cmp8xytcn00b2xrvm7haw4pxm,,cmp8xytca00alxrvm4atlmz8s,ICA Gruppen AB,Fredrik Hägglund,fredrik-hagglund,CFO,,,SE,SE-556048-2837,,bolagsverket_manual_or_api,missing_board_member_field_citation
BoardMember,cmp8xytck00awxrvmdq037vat,,cmp8xytca00alxrvm4atlmz8s,ICA Gruppen AB,Göran Blomberg,goran-blomberg,styremedlem,,,SE,SE-556048-2837,,bolagsverket_manual_or_api,missing_board_member_field_citation
BoardMember,cmp8xytck00avxrvmn4gm1lci,,cmp8xytca00alxrvm4atlmz8s,ICA Gruppen AB,Jan Amethier,jan-amethier,styremedlem,,,SE,SE-556048-2837,,bolagsverket_manual_or_api,missing_board_member_field_citation
BoardMember,cmp8xytcm00b1xrvmtsxb6fe5,,cmp8xytca00alxrvm4atlmz8s,ICA Gruppen AB,Lars Idermark,lars-idermark,styremedlem,,,SE,SE-556048-2837,,bolagsverket_manual_or_api,missing_board_member_field_citation
BoardMember,cmp8xytcj00atxrvmin1up3fw,,cmp8xytca00alxrvm4atlmz8s,ICA Gruppen AB,Magnus Moberg,magnus-moberg,styrelseordförande,,,SE,SE-556048-2837,,bolagsverket_manual_or_api,missing_board_member_field_citation
BoardMember,cmp8xytcj00auxrvm8ez1i9p2,,cmp8xytca00alxrvm4atlmz8s,ICA Gruppen AB,Nina Jönsson,nina-jonsson,CEO,,,SE,SE-556048-2837,,bolagsverket_manual_or_api,missing_board_member_field_citation
BoardMember,cmp8xytcm00b0xrvma5e5pwqa,,cmp8xytca00alxrvm4atlmz8s,ICA Gruppen AB,Petra Hesser,petra-hesser,styremedlem,,,SE,SE-556048-2837,,bolagsverket_manual_or_api,missing_board_member_field_citation
BoardMember,cmp8xytcy00bhxrvmt1kdzeik,,cmp8xytcn00b3xrvm9e2orzrs,Axfood AB,Ann Carlsson,ann-carlsson,styremedlem,,,SE,SE-556542-5353,,bolagsverket_manual_or_api,missing_board_member_field_citation
BoardMember,cmp8xytcx00bexrvm5rauzbj7,,cmp8xytcn00b3xrvm9e2orzrs,Axfood AB,Björn Annwall,bjorn-annwall,styremedlem,,,SE,SE-556542-5353,,bolagsverket_manual_or_api,missing_board_member_field_citation
BoardMember,cmp8xytcw00bcxrvmjsnuldx7,,cmp8xytcn00b3xrvm9e2orzrs,Axfood AB,Caroline Berg,caroline-berg,styrelseordförande,,,SE,SE-556542-5353,,bolagsverket_manual_or_api,missing_board_member_field_citation
BoardMember,cmp8xytcy00bjxrvmvnzbjf8y,,cmp8xytcn00b3xrvm9e2orzrs,Axfood AB,Caroline Sundewall,caroline-sundewall,styremedlem,,,SE,SE-556542-5353,,bolagsverket_manual_or_api,missing_board_member_field_citation
BoardMember,cmp8xytcy00bgxrvmiuxl34rj,,cmp8xytcn00b3xrvm9e2orzrs,Axfood AB,Christian Luiga,christian-luiga,styremedlem,,,SE,SE-556542-5353,,bolagsverket_manual_or_api,missing_board_member_field_citation
BoardMember,cmp8xytcy00bixrvm6p4ispom,,cmp8xytcn00b3xrvm9e2orzrs,Axfood AB,Erik Selin,erik-selin,styremedlem,,,SE,SE-556542-5353,,bolagsverket_manual_or_api,missing_board_member_field_citation
BoardMember,cmp8xytcz00bkxrvmddpkd1vy,,cmp8xytcn00b3xrvm9e2orzrs,Axfood AB,Lars Olofsson,lars-olofsson,styremedlem,,,SE,SE-556542-5353,,bolagsverket_manual_or_api,missing_board_member_field_citation
BoardMember,cmp8xytcx00bfxrvmvd30z6iw,,cmp8xytcn00b3xrvm9e2orzrs,Axfood AB,Mia Brunell Livfors,mia-brunell-livfors,styremedlem,,,SE,SE-556542-5353,,bolagsverket_manual_or_api,missing_board_member_field_citation
BoardMember,cmp8xytcz00blxrvm2ep5yznv,,cmp8xytcn00b3xrvm9e2orzrs,Axfood AB,Nicholas Högberg,nicholas-hogberg,CFO,,,SE,SE-556542-5353,,bolagsverket_manual_or_api,missing_board_member_field_citation
BoardMember,cmp8xytcx00bdxrvmypgo6qn3,,cmp8xytcn00b3xrvm9e2orzrs,Axfood AB,Simone Margulies,simone-margulies,CEO,,,SE,SE-556542-5353,,bolagsverket_manual_or_api,missing_board_member_field_citation
BoardMember,cmp8xytdc00byxrvmeolstkts,,cmp8xytcz00bmxrvmeajnuf9t,Coop Sverige AB,Eva Karlsson,eva-karlsson,styremedlem,,,SE,SE-702001-3469,,bolagsverket_manual_or_api,missing_board_member_field_citation
BoardMember,cmp8xytd900buxrvm8g012epw,,cmp8xytcz00bmxrvmeajnuf9t,Coop Sverige AB,Karl Anders Torell,karl-anders-torell,CEO,,,SE,SE-702001-3469,,bolagsverket_manual_or_api,missing_board_member_field_citation
BoardMember,cmp8xytd900btxrvmj4w4fkvd,,cmp8xytcz00bmxrvmeajnuf9t,Coop Sverige AB,Kerstin Wallentin,kerstin-wallentin,styrelseordförande,,,SE,SE-702001-3469,,bolagsverket_manual_or_api,missing_board_member_field_citation
BoardMember,cmp8xytdc00bxxrvmrjdlpevx,,cmp8xytcz00bmxrvmeajnuf9t,Coop Sverige AB,Lena Rökaas,lena-rokaas,styremedlem,,,SE,SE-702001-3469,,bolagsverket_manual_or_api,missing_board_member_field_citation
BoardMember,cmp8xytdd00c0xrvm3rgqf043,,cmp8xytcz00bmxrvmeajnuf9t,Coop Sverige AB,Malin Sundström,malin-sundstrom,styremedlem,,,SE,SE-702001-3469,,bolagsverket_manual_or_api,missing_board_member_field_citation
BoardMember,cmp8xytdb00bvxrvm42rw9cjf,,cmp8xytcz00bmxrvmeajnuf9t,Coop Sverige AB,Meta Persdotter,meta-persdotter,styremedlem,,,SE,SE-702001-3469,,bolagsverket_manual_or_api,missing_board_member_field_citation
BoardMember,cmp8xytdd00c1xrvmcw6e9k04,,cmp8xytcz00bmxrvmeajnuf9t,Coop Sverige AB,Michael Olander,michael-olander,styremedlem,,,SE,SE-702001-3469,,bolagsverket_manual_or_api,missing_board_member_field_citation
BoardMember,cmp8xytdb00bwxrvm5jefn64g,,cmp8xytcz00bmxrvmeajnuf9t,Coop Sverige AB,Ronnie Wångdahl,ronnie-wangdahl,vice ordförande,,,SE,SE-702001-3469,,bolagsverket_manual_or_api,missing_board_member_field_citation
BoardMember,cmp8xytdc00bzxrvmgdl8d45e,,cmp8xytcz00bmxrvmeajnuf9t,Coop Sverige AB,Tobias Svensson,tobias-svensson,styremedlem,,,SE,SE-702001-3469,,bolagsverket_manual_or_api,missing_board_member_field_citation
BoardMember,cmp8xytdp00ccxrvm5appya1s,,cmp8xytdd00c2xrvmg4yblf40,Lidl Sverige KB,Anna Lund,anna-lund,styremedlem,,,SE,SE-969697-6594,,bolagsverket_manual_or_api,missing_board_member_field_citation
BoardMember,cmp8xytdp00cdxrvmg55vbjpc,,cmp8xytdd00c2xrvmg4yblf40,Lidl Sverige KB,Erik Peters,erik-peters,styremedlem,,,SE,SE-969697-6594,,bolagsverket_manual_or_api,missing_board_member_field_citation
BoardMember,cmp8xytdm00caxrvm931qvfc8,,cmp8xytdd00c2xrvmg4yblf40,Lidl Sverige KB,Johan Augustsson,johan-augustsson,CFO,,,SE,SE-969697-6594,,bolagsverket_manual_or_api,missing_board_member_field_citation
BoardMember,cmp8xytdl00c9xrvmgtddtu3d,,cmp8xytdd00c2xrvmg4yblf40,Lidl Sverige KB,Juan Aranols,juan-aranols,CEO Lidl Sverige,,,SE,SE-969697-6594,,bolagsverket_manual_or_api,missing_board_member_field_citation
BoardMember,cmp8xytdo00cbxrvmm9p8g8fc,,cmp8xytdd00c2xrvmg4yblf40,Lidl Sverige KB,Magnus Edlund,magnus-edlund,styremedlem,,,SE,SE-969697-6594,,bolagsverket_manual_or_api,missing_board_member_field_citation
BoardMember,cmp8xytdx00cmxrvmwpmo96dk,,cmp8xytdq00cexrvmnyah62ph,Salling Group A/S,Anders Hagh,anders-hagh,CEO,,,DK,DK-35954716,,cvr_credentials_or_browser,missing_board_member_field_citation
BoardMember,cmp8xytdy00cnxrvm9qkaqa1h,,cmp8xytdq00cexrvmnyah62ph,Salling Group A/S,Bjørn Gulden,bjrn-gulden,bestyrelsesmedlem,,,DK,DK-35954716,,cvr_credentials_or_browser,missing_board_member_field_citation
BoardMember,cmp8xytdy00coxrvmpj2mjy7m,,cmp8xytdq00cexrvmnyah62ph,Salling Group A/S,Jens Bjerg Sørensen,jens-bjerg-srensen,næstformand,,,DK,DK-35954716,,cvr_credentials_or_browser,missing_board_member_field_citation
BoardMember,cmp8xyte500csxrvmtunnqo25,,cmp8xytdq00cexrvmnyah62ph,Salling Group A/S,Lars Olsen,lars-olsen,bestyrelsesmedlem,,,DK,DK-35954716,,cvr_credentials_or_browser,missing_board_member_field_citation
BoardMember,cmp8xytdz00cpxrvmk7f40qxj,,cmp8xytdq00cexrvmnyah62ph,Salling Group A/S,Marianne Kirkegaard,marianne-kirkegaard,bestyrelsesmedlem,,,DK,DK-35954716,,cvr_credentials_or_browser,missing_board_member_field_citation
BoardMember,cmp8xyte500ctxrvm54aio557,,cmp8xytdq00cexrvmnyah62ph,Salling Group A/S,Martin Bruun,martin-bruun,bestyrelsesmedlem,,,DK,DK-35954716,,cvr_credentials_or_browser,missing_board_member_field_citation
BoardMember,cmp8xytdx00clxrvmo52n3152,,cmp8xytdq00cexrvmnyah62ph,Salling Group A/S,Nils Smedegaard Andersen,nils-smedegaard-andersen,bestyrelsesformand,,,DK,DK-35954716,,cvr_credentials_or_browser,missing_board_member_field_citation
BoardMember,cmp8xytdz00cqxrvm5elw9nys,,cmp8xytdq00cexrvmnyah62ph,Salling Group A/S,Per Bank,per-bank,bestyrelsesmedlem,,,DK,DK-35954716,,cvr_credentials_or_browser,missing_board_member_field_citation
BoardMember,cmp8xyte400crxrvm2595n5eh,,cmp8xytdq00cexrvmnyah62ph,Salling Group A/S,Susanne Mørch Koch,susanne-mrch-koch,bestyrelsesmedlem,,,DK,DK-35954716,,cvr_credentials_or_browser,missing_board_member_field_citation
BoardMember,cmp8xytef00d9xrvmxq1p4zv3,,cmp8xyte600cuxrvmlygb8gba,Coop Danmark A/S,Brian Falsig,brian-falsig,bestyrelsesmedlem,,,DK,DK-26259495,,cvr_credentials_or_browser,missing_board_member_field_citation
BoardMember,cmp8xytec00d1xrvm50y71trv,,cmp8xyte600cuxrvmlygb8gba,Coop Danmark A/S,Jeff Gravenhorst,jeff-gravenhorst,bestyrelsesformand,,,DK,DK-26259495,,cvr_credentials_or_browser,missing_board_member_field_citation
BoardMember,cmp8xyted00d6xrvmm99cfoae,,cmp8xyte600cuxrvmlygb8gba,Coop Danmark A/S,Jette Aaen,jette-aaen,bestyrelsesmedlem,,,DK,DK-26259495,,cvr_credentials_or_browser,missing_board_member_field_citation
BoardMember,cmp8xyted00d5xrvmat89652v,,cmp8xyte600cuxrvmlygb8gba,Coop Danmark A/S,Kræn Østergård Nielsen,krn-stergard-nielsen,bestyrelsesmedlem,,,DK,DK-26259495,,cvr_credentials_or_browser,missing_board_member_field_citation
BoardMember,cmp8xytee00d7xrvm3yqqplyw,,cmp8xyte600cuxrvmlygb8gba,Coop Danmark A/S,Lars Nielsen,lars-nielsen,bestyrelsesmedlem,,,DK,DK-26259495,,cvr_credentials_or_browser,missing_board_member_field_citation
BoardMember,cmp8xytee00d8xrvm14v5n21g,,cmp8xyte600cuxrvmlygb8gba,Coop Danmark A/S,Lasse Bolander,lasse-bolander,bestyrelsesmedlem,,,DK,DK-26259495,,cvr_credentials_or_browser,missing_board_member_field_citation
BoardMember,cmp8xyted00d4xrvmzlh5lb7a,,cmp8xyte600cuxrvmlygb8gba,Coop Danmark A/S,Morten Mosegaard,morten-mosegaard,bestyrelsesmedlem,,,DK,DK-26259495,,cvr_credentials_or_browser,missing_board_member_field_citation
BoardMember,cmp8xyted00d3xrvmrjxlb52f,,cmp8xyte600cuxrvmlygb8gba,Coop Danmark A/S,Rasmus Willig,rasmus-willig,bestyrelsesmedlem,,,DK,DK-26259495,,cvr_credentials_or_browser,missing_board_member_field_citation
BoardMember,cmp8xytec00d2xrvmvuw81wp6,,cmp8xyte600cuxrvmlygb8gba,Coop Danmark A/S,Thor Skov Jørgensen,thor-skov-jrgensen,CEO,,,DK,DK-26259495,,cvr_credentials_or_browser,missing_board_member_field_citation
BoardMember,cmp8xytep00dlxrvmxr9r5zd5,,cmp8xytef00daxrvm80gdkpkl,REMA 1000 A/S,Frank Hansen,frank-hansen,bestyrelsesmedlem,,,DK,DK-14705627,,cvr_credentials_or_browser,missing_board_member_field_citation
BoardMember,cmp8xyteo00dixrvmivfu3ufa,,cmp8xytef00daxrvm80gdkpkl,REMA 1000 A/S,Henrik Burkal,henrik-burkal,CEO,,,DK,DK-14705627,,cvr_credentials_or_browser,missing_board_member_field_citation
BoardMember,cmp8xytep00dkxrvmrx7q0em5,,cmp8xytef00daxrvm80gdkpkl,REMA 1000 A/S,Jesper Lauridsen,jesper-lauridsen,bestyrelsesmedlem,,,DK,DK-14705627,,cvr_credentials_or_browser,missing_board_member_field_citation
BoardMember,cmp8xyteq00dmxrvmtto2wog4,,cmp8xytef00daxrvm80gdkpkl,REMA 1000 A/S,Kristina Olsson,kristina-olsson,bestyrelsesmedlem,,,DK,DK-14705627,,cvr_credentials_or_browser,missing_board_member_field_citation
BoardMember,cmp8xyteq00dnxrvmxyc61fya,,cmp8xytef00daxrvm80gdkpkl,REMA 1000 A/S,Magnus Reitan,magnus-reitan,bestyrelsesmedlem,,,DK,DK-14705627,,cvr_credentials_or_browser,missing_board_member_field_citation
BoardMember,cmp8xyteo00dhxrvmozjrsxqn,,cmp8xytef00daxrvm80gdkpkl,REMA 1000 A/S,Ole Robert Reitan,ole-robert-reitan,bestyrelsesformand,,,DK,DK-14705627,,cvr_credentials_or_browser,missing_board_member_field_citation
BoardMember,cmp8xyteo00djxrvm1jgkl4ap,,cmp8xytef00daxrvm80gdkpkl,REMA 1000 A/S,Thomas Axen,thomas-axen,bestyrelsesmedlem,,,DK,DK-14705627,,cvr_credentials_or_browser,missing_board_member_field_citation
BoardMember,cmp8xytf300dzxrvmfxxmdpqc,,cmp8xyter00doxrvm206trvnu,Dagrofa A/S,Anders Jensen,anders-jensen,bestyrelsesmedlem,,,DK,DK-38714295,,cvr_credentials_or_browser,missing_board_member_field_citation
BoardMember,cmp8xytf400e1xrvmllhl923v,,cmp8xyter00doxrvm206trvnu,Dagrofa A/S,Christian Bilde,christian-bilde,bestyrelsesmedlem,,,DK,DK-38714295,,cvr_credentials_or_browser,missing_board_member_field_citation
BoardMember,cmp8xytf400e2xrvmokhnq2pi,,cmp8xyter00doxrvm206trvnu,Dagrofa A/S,Knut Haakon Hollevik,knut-haakon-hollevik,bestyrelsesmedlem,,,DK,DK-38714295,,cvr_credentials_or_browser,missing_board_member_field_citation
BoardMember,cmp8xytf400e0xrvmh1crfga6,,cmp8xyter00doxrvm206trvnu,Dagrofa A/S,Lise Kaae,lise-kaae,bestyrelsesmedlem,,,DK,DK-38714295,,cvr_credentials_or_browser,missing_board_member_field_citation
BoardMember,cmp8xytf300dyxrvm8wjje6df,,cmp8xyter00doxrvm206trvnu,Dagrofa A/S,Martin Bruun,martin-bruun,bestyrelsesformand,,,DK,DK-38714295,,cvr_credentials_or_browser,missing_board_member_field_citation
BoardMember,cmp8xytez00dxxrvmsabmqfs5,,cmp8xyter00doxrvm206trvnu,Dagrofa A/S,Tomas Pietrangeli,tomas-pietrangeli,CEO,,,DK,DK-38714295,,cvr_credentials_or_browser,missing_board_member_field_citation
BoardMember,cmp8xytfd00efxrvmbv2c7h6a,,cmp8xytf500e3xrvm5038rtz6,SOK (S Group),Arttu Laine,arttu-laine,hallituksen jäsen,,,FI,FI-0116323-9,,prh_virre_interactive_or_paid,missing_board_member_field_citation
BoardMember,cmp8xytfb00eaxrvmqfmr7gqx,,cmp8xytf500e3xrvm5038rtz6,SOK (S Group),Hannu Krook,hannu-krook,hallituksen puheenjohtaja,,,FI,FI-0116323-9,,prh_virre_interactive_or_paid,missing_board_member_field_citation
BoardMember,cmp8xytfb00ebxrvm83jb6wee,,cmp8xytf500e3xrvm5038rtz6,SOK (S Group),Harri Miettinen,harri-miettinen,varapuheenjohtaja,,,FI,FI-0116323-9,,prh_virre_interactive_or_paid,missing_board_member_field_citation
BoardMember,cmp8xytfd00eexrvmr3aowlsk,,cmp8xytf500e3xrvm5038rtz6,SOK (S Group),Matti Niemi,matti-niemi,hallituksen jäsen,,,FI,FI-0116323-9,,prh_virre_interactive_or_paid,missing_board_member_field_citation
BoardMember,cmp8xytfe00ehxrvmnx0n6cih,,cmp8xytf500e3xrvm5038rtz6,SOK (S Group),Minna Alitalo,minna-alitalo,hallituksen jäsen,,,FI,FI-0116323-9,,prh_virre_interactive_or_paid,missing_board_member_field_citation
