entityType,entityId,fieldPath,companyId,companyName,personName,personKey,role,shareholderName,ownershipPct,country,orgNr,registrySource,recommendedSourcePath,reason
PersonProfileRole,cmp8xyuff0009ybvm5xdrehil,roles[companyNameKey=kims-norge-as;roleKey=CEO;fromYear=2010;toYear=2013],,KiMs Norge AS,Ann-Beth Freuchen,annbeth-freuchen,adm. dir.,,,,,,manual_source_review,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyuff0009ybvm5xdrehil,,,Nidar AS,Ann-Beth Freuchen,annbeth-freuchen,markedsdirektor,,,,,,manual_source_review,uncitable_person_profile_role
PersonProfileRole,cmp8xyuh4000oybvmghbzghzy,roles[companyNameKey=norsk-landbrukssamvirke;roleKey=styreleder;fromYear=2019;toYear=null],,Norsk Landbrukssamvirke,Anne Jødahl Skuterud,anne-jdahl-skuterud,styreleder,,,,,,manual_source_review,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyuh4000oybvmghbzghzy,roles[companyId=cmp8xyt4b0048xrvm0b9hbwbs;roleKey=styreleder;fromYear=2016;toYear=2025],cmp8xyt4b0048xrvm0b9hbwbs,Felleskjøpet Agri SA,Anne Jødahl Skuterud,anne-jdahl-skuterud,styreleder,,,NO,911608103,,bronnoysund_role_or_entity_snapshot,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyugy000mybvmlr7u40e4,,,Virke,Bendik Solum Whist,bendik-solum-whist,bransjedirektør dagligvare,,,,,,manual_source_review,uncitable_person_profile_role
PersonProfileRole,cmp8xyugw000lybvm75zxhlfh,roles[companyNameKey=virke;roleKey=CEO;fromYear=2023;toYear=null],,Virke,Bernt Gudmund Apeland,bernt-gudmund-apeland,administrerende direktør,,,,,,manual_source_review,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyuhc000sybvmwqhp97i7,,,Norges Bondelag,Bjørn Gimming,bjrn-gimming,leder,,,,,,manual_source_review,uncitable_person_profile_role
PersonProfileRole,cmp8xyuha000rybvm3e1p2kzi,,,Landbruksdirektoratet,Eli Reistad,eli-reistad,direktør,,,,,,manual_source_review,uncitable_person_profile_role
PersonProfileRole,cmp8xyufx000eybvmvfcp5kn4,,cmp8xyt5p005rxrvmj9vo32fb,SalMar ASA,Frode Arntsen,frode-arntsen,COO Industry and Sales,,,NO,960514718,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,uncitable_person_profile_role
PersonProfileRole,cmp8xyufx000eybvmvfcp5kn4,,cmp8xyt620066xrvmjffvu35l,Lerøy Seafood Group ASA,Frode Arntsen,frode-arntsen,produksjonsdirektor,,,NO,975350940,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,uncitable_person_profile_role
PersonProfileRole,cmp8xyufx000eybvmvfcp5kn4,,cmp8xyt620066xrvmjffvu35l,Lerøy Seafood Group ASA,Frode Arntsen,frode-arntsen,fabrikksjef,,,NO,975350940,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,uncitable_person_profile_role
PersonProfileRole,cmp8xyufx000eybvmvfcp5kn4,,,HitraMat AS,Frode Arntsen,frode-arntsen,produksjonssjef,,,,,,manual_source_review,uncitable_person_profile_role
PersonProfileRole,cmp8xyuh2000nybvm2njxjidw,roles[companyNameKey=norsk-landbrukssamvirke;roleKey=CEO;fromYear=2021;toYear=null],,Norsk Landbrukssamvirke,Gaute Homb Lenvik,gaute-homb-lenvik,administrerende direktør,,,,,,manual_source_review,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyue20003ybvmtaf19wzs,roles[companyId=cmp8xyt0w000jxrvm0iavgyro;roleKey=CEO;fromYear=2015;toYear=2022],cmp8xyt0w000jxrvm0iavgyro,Coop Norge SA,Geir Inge Stokke,geir-inge-stokke,CEO,,,NO,936560288,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyue20003ybvmtaf19wzs,roles[companyNameKey=vy-gruppen-as;roleKey=nestleder;fromYear=null;toYear=null],,Vy Gruppen AS,Geir Inge Stokke,geir-inge-stokke,nestleder styret,,,,,,manual_source_review,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyufz000fybvm3detu4f2,roles[companyNameKey=eat-foundation;roleKey=styreleder;fromYear=2014;toYear=null],,EAT Foundation,Gunhild Stordalen,gunhild-stordalen,grunder og styreleder,,,,,,manual_source_review,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyufz000fybvm3detu4f2,roles[companyNameKey=greenudge;roleKey=styreleder;fromYear=null;toYear=null],,GreeNudge,Gunhild Stordalen,gunhild-stordalen,grunder og styreleder,,,,,,manual_source_review,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyufz000fybvm3detu4f2,,,Stordalen Foundation,Gunhild Stordalen,gunhild-stordalen,medgrunder,,,,,,manual_source_review,uncitable_person_profile_role
PersonProfileRole,cmp8xyufu000dybvm97gdhx4e,,cmp8xyt5p005rxrvmj9vo32fb,SalMar ASA,Gustav Magnar Witzøe,gustav-magnar-witze,hovedaksjonaer (41.3%),,,NO,960514718,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,uncitable_person_profile_role
PersonProfileRole,cmp8xyufu000dybvm97gdhx4e,roles[companyNameKey=kverva-as;roleKey=styremedlem;fromYear=null;toYear=null],,Kverva AS,Gustav Magnar Witzøe,gustav-magnar-witze,styremedlem,,,,,,manual_source_review,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyufs000cybvm3ebl6nr8,,cmp8xyt5p005rxrvmj9vo32fb,SalMar ASA,Gustav Witzøe,gustav-witze,grunder,,,NO,960514718,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,uncitable_person_profile_role
PersonProfileRole,cmp8xyufs000cybvm3ebl6nr8,roles[companyNameKey=kverva-as;roleKey=styreleder;fromYear=null;toYear=null],,Kverva AS,Gustav Witzøe,gustav-witze,styreleder,,,,,,manual_source_review,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyufs000cybvm3ebl6nr8,roles[companyNameKey=bewi-as;roleKey=CEO;fromYear=1983;toYear=1990],,BEWI AS,Gustav Witzøe,gustav-witze,medgrunder og adm. dir.,,,,,,manual_source_review,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyugu000kybvmot7m4zs8,roles[companyNameKey=nho-mat-og-drikke;roleKey=styreleder;fromYear=2019;toYear=null],,NHO Mat og Drikke,Håkon Mageli,hakon-mageli,styreleder,,,,,,manual_source_review,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyugu000kybvmot7m4zs8,,cmp8xyt25001nxrvm5fopu1xb,Orkla ASA,Håkon Mageli,hakon-mageli,konserndirektør kommunikasjon og Corporate Affairs,,,NO,910747711,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,uncitable_person_profile_role
PersonProfileRole,cmp8xyugm000gybvm9og4903m,roles[companyId=cmp8xyt620066xrvmjffvu35l;roleKey=CEO;fromYear=2010;toYear=null],cmp8xyt620066xrvmjffvu35l,Lerøy Seafood Group ASA,Henning Beltestad,henning-beltestad,CEO,,,NO,975350940,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyugm000gybvm9og4903m,roles[companyId=cmp8xyt620066xrvmjffvu35l;roleKey=CEO;fromYear=2007;toYear=2010],cmp8xyt620066xrvmjffvu35l,Lerøy Seafood Group ASA,Henning Beltestad,henning-beltestad,adm. dir.,,,NO,975350940,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyugm000gybvm9og4903m,,cmp8xyt620066xrvmjffvu35l,Lerøy Seafood Group ASA,Henning Beltestad,henning-beltestad,diverse stillinger,,,NO,975350940,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,uncitable_person_profile_role
PersonProfileRole,cmp8xyuh8000qybvmzx33qzym,roles[companyNameKey=mattilsynet;roleKey=CEO;fromYear=2019;toYear=null],,Mattilsynet,Ingunn Midttun Godal,ingunn-midttun-godal,administrerende direktør,,,,,,manual_source_review,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyuf90007ybvmrftib5dc,,cmp8xyt58005axrvmq4uvylny,Mowi ASA,Ivan Vindheim,ivan-vindheim,CFO,,,NO,964118191,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,uncitable_person_profile_role
PersonProfileRole,cmp8xyuf90007ybvmrftib5dc,roles[companyNameKey=arctic-fish-holding-as;roleKey=styremedlem;fromYear=2023;toYear=null],,Arctic Fish Holding AS,Ivan Vindheim,ivan-vindheim,styremedlem,,,,,,manual_source_review,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyuf90007ybvmrftib5dc,,cmp8xyt620066xrvmjffvu35l,Lerøy Seafood Group ASA,Ivan Vindheim,ivan-vindheim,CFO,,,NO,975350940,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,uncitable_person_profile_role
PersonProfileRole,cmp8xyuf90007ybvmrftib5dc,,,Rolls-Royce,Ivan Vindheim,ivan-vindheim,VP Finance,,,,,,manual_source_review,uncitable_person_profile_role
PersonProfileRole,cmp8xyui3000uybvmf7ia1e3v,,cmp8xytef00daxrvm80gdkpkl,REMA 1000 A/S,Magnus Reitan,magnus-reitan,bestyrelsesmedlem,,,DK,DK-14705627,,cvr_credentials_or_browser,uncitable_person_profile_role
PersonProfileRole,cmp8xyugo000hybvm6a6sk7jb,roles[companyId=cmp8xyt3l0037xrvmpzlb3lbw;roleKey=styreleder;fromYear=2019;toYear=2025],cmp8xyt3l0037xrvmpzlb3lbw,TINE SA,Marit Haugen,marit-haugen,styreleder,,,NO,947942638,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyugo000hybvm6a6sk7jb,roles[companyId=cmp8xyt3l0037xrvmpzlb3lbw;roleKey=styremedlem;fromYear=2015;toYear=2019],cmp8xyt3l0037xrvmpzlb3lbw,TINE SA,Marit Haugen,marit-haugen,styremedlem,,,NO,947942638,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyugo000hybvm6a6sk7jb,roles[companyNameKey=international-dairy-federation;roleKey=styremedlem;fromYear=null;toYear=null],,International Dairy Federation,Marit Haugen,marit-haugen,styremedlem,,,,,,manual_source_review,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyuia000yybvmq9s15a66,,cmp8xytdq00cexrvmnyah62ph,Salling Group A/S,Martin Bruun,martin-bruun,bestyrelsesmedlem,,,DK,DK-35954716,,cvr_credentials_or_browser,uncitable_person_profile_role
PersonProfileRole,cmp8xyuia000yybvmq9s15a66,,cmp8xyter00doxrvm206trvnu,Dagrofa A/S,Martin Bruun,martin-bruun,bestyrelsesformand,,,DK,DK-38714295,,cvr_credentials_or_browser,uncitable_person_profile_role
PersonProfileRole,cmp8xyuh6000pybvm49r5oucf,,,Forbrukerrådet,Mette Fossum,mette-fossum,direktør,,,,,,manual_source_review,uncitable_person_profile_role
PersonProfileRole,cmp8xyufp000bybvmnj67cseo,roles[companyNameKey=mainstream-renewable-power;roleKey=CEO;fromYear=2025;toYear=2026],,Mainstream Renewable Power,Morten Henriksen,morten-henriksen,CEO,,,,,,manual_source_review,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyufp000bybvmnj67cseo,roles[companyNameKey=gassnova-sf;roleKey=CEO;fromYear=2023;toYear=2025],,Gassnova SF,Morten Henriksen,morten-henriksen,CEO,,,,,,manual_source_review,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyufp000bybvmnj67cseo,,,Arendals Fossekompani ASA,Morten Henriksen,morten-henriksen,EVP,,,,,,manual_source_review,uncitable_person_profile_role
PersonProfileRole,cmp8xyufp000bybvmnj67cseo,,,Statkraft AS,Morten Henriksen,morten-henriksen,lederroller,,,,,,manual_source_review,uncitable_person_profile_role
PersonProfileRole,cmp8xyuf00005ybvmov30b74c,roles[companyId=cmp8xyt25001nxrvm5fopu1xb;roleKey=CEO;fromYear=2022;toYear=null],cmp8xyt25001nxrvm5fopu1xb,Orkla ASA,Nils K. Selte,nils-k-selte,CEO,,,NO,910747711,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyuf00005ybvmov30b74c,roles[companyId=cmp8xyt25001nxrvm5fopu1xb;roleKey=styremedlem;fromYear=2014;toYear=2022],cmp8xyt25001nxrvm5fopu1xb,Orkla ASA,Nils K. Selte,nils-k-selte,styremedlem,,,NO,910747711,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyuf00005ybvmov30b74c,roles[companyNameKey=canica-as;roleKey=CEO;fromYear=2001;toYear=2022],,Canica AS,Nils K. Selte,nils-k-selte,CEO,,,,,,manual_source_review,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyuf00005ybvmov30b74c,roles[companyNameKey=komplett-as;roleKey=styreleder;fromYear=null;toYear=null],,Komplett AS,Nils K. Selte,nils-k-selte,styreleder,,,,,,manual_source_review,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyuf00005ybvmov30b74c,roles[companyNameKey=jotun-as;roleKey=styremedlem;fromYear=null;toYear=null],,Jotun AS,Nils K. Selte,nils-k-selte,styremedlem,,,,,,manual_source_review,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyuf00005ybvmov30b74c,roles[companyNameKey=arcus-as;roleKey=styremedlem;fromYear=null;toYear=null],,Arcus AS,Nils K. Selte,nils-k-selte,styremedlem,,,,,,manual_source_review,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyuf00005ybvmov30b74c,,,ICA Ahold AB,Nils K. Selte,nils-k-selte,SVP Finance,,,,,,manual_source_review,uncitable_person_profile_role
PersonProfileRole,cmp8xyuf00005ybvmov30b74c,,,Hakon Gruppen AS,Nils K. Selte,nils-k-selte,SVP Finance,,,,,,manual_source_review,uncitable_person_profile_role
PersonProfileRole,cmp8xyue60004ybvmkh80mm7o,,cmp8xytbv00a6xrvmi8ugubkz,REMA 1000 Norge AS,Ole Robert Reitan,ole-robert-reitan,CEO og styremedlem,,,NO,982254604,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,uncitable_person_profile_role
PersonProfileRole,cmp8xyue60004ybvmkh80mm7o,roles[companyId=cmp8xyt1k0019xrvmq0qfsj0z;roleKey=styremedlem;fromYear=null;toYear=null],cmp8xyt1k0019xrvmq0qfsj0z,Reitan Retail AS,Ole Robert Reitan,ole-robert-reitan,styremedlem,,,NO,914526647,,bronnoysund_role_or_entity_snapshot,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyue60004ybvmkh80mm7o,roles[companyNameKey=britannia-hotel-as;roleKey=styremedlem;fromYear=null;toYear=null],,Britannia Hotel AS,Ole Robert Reitan,ole-robert-reitan,styremedlem,,,,,,manual_source_review,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyue60004ybvmkh80mm7o,roles[companyNameKey=treschowfritzo-as;roleKey=styremedlem;fromYear=null;toYear=null],,Treschow-Fritzøe AS,Ole Robert Reitan,ole-robert-reitan,styremedlem,,,,,,manual_source_review,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyugs000jybvmrn2qvdw4,roles[companyNameKey=nho-mat-og-drikke;roleKey=CEO;fromYear=null;toYear=null],,NHO Mat og Drikke,Petter Haas Brubakk,petter-haas-brubakk,administrerende direktør,,,,,,manual_source_review,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyudz0002ybvmbn5ub6dz,roles[companyId=cmp8xyt0w000jxrvm0iavgyro;roleKey=CEO;fromYear=2023;toYear=null],cmp8xyt0w000jxrvm0iavgyro,Coop Norge SA,Philipp Engedal,philipp-engedal,CEO,,,NO,936560288,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyudz0002ybvmbn5ub6dz,roles[companyNameKey=flytoget-as;roleKey=CEO;fromYear=2017;toYear=2023],,Flytoget AS,Philipp Engedal,philipp-engedal,CEO,,,,,,manual_source_review,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyudz0002ybvmbn5ub6dz,roles[companyNameKey=nobina-as;roleKey=CEO;fromYear=2012;toYear=2016],,Nobina AS,Philipp Engedal,philipp-engedal,CEO,,,,,,manual_source_review,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyugq000iybvmdpmadgep,roles[companyId=cmp8xyt3l0037xrvmpzlb3lbw;roleKey=nestleder;fromYear=2020;toYear=2025],cmp8xyt3l0037xrvmpzlb3lbw,TINE SA,Rolf Øyvind Thune,rolf-yvind-thune,nestleder styret,,,NO,947942638,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyugq000iybvmdpmadgep,roles[companyId=cmp8xyt3l0037xrvmpzlb3lbw;roleKey=styremedlem;fromYear=2015;toYear=2020],cmp8xyt3l0037xrvmpzlb3lbw,TINE SA,Rolf Øyvind Thune,rolf-yvind-thune,styremedlem,,,NO,947942638,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyudo0000ybvmaohjfyuy,roles[companyId=cmp8xyt95007mxrvmlptkx5cl;roleKey=CEO;fromYear=2008;toYear=2016],cmp8xyt95007mxrvmlptkx5cl,ASKO Norge AS,Runar Hollevik,runar-hollevik,CEO,,,NO,929228723,,bronnoysund_role_or_entity_snapshot,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyudo0000ybvmaohjfyuy,roles[companyId=cmp8xysz20000xrvmbm4d5nat;roleKey=styreleder;fromYear=null;toYear=null],cmp8xysz20000xrvmbm4d5nat,NorgesGruppen ASA,Runar Hollevik,runar-hollevik,styreleder,,,NO,819731322,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyuf30006ybvmf1zsvu06,roles[companyId=cmp8xyt25001nxrvm5fopu1xb;roleKey=styreleder;fromYear=null;toYear=null],cmp8xyt25001nxrvm5fopu1xb,Orkla ASA,Stein Erik Hagen,stein-erik-hagen,styreleder,,,NO,910747711,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyuf30006ybvmf1zsvu06,,,Canica AS,Stein Erik Hagen,stein-erik-hagen,eier og grunder,,,,,,manual_source_review,uncitable_person_profile_role
PersonProfileRole,cmp8xyufc0008ybvm7farlny9,roles[companyNameKey=sapa-as;roleKey=CEO;fromYear=2011;toYear=2015],,Sapa AS,Svein Tore Holsether,svein-tore-holsether,CEO,,,,,,manual_source_review,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyufc0008ybvm7farlny9,,cmp8xyt25001nxrvm5fopu1xb,Orkla ASA,Svein Tore Holsether,svein-tore-holsether,EVP M&A,,,NO,910747711,data.brreg.no/enhetsregisteret,bronnoysund_role_or_entity_snapshot,uncitable_person_profile_role
PersonProfileRole,cmp8xyufc0008ybvm7farlny9,,,Sapa AB,Svein Tore Holsether,svein-tore-holsether,CFO,,,,,,manual_source_review,uncitable_person_profile_role
PersonProfileRole,cmp8xyufc0008ybvm7farlny9,,,Elkem ASA,Svein Tore Holsether,svein-tore-holsether,CFO,,,,,,manual_source_review,uncitable_person_profile_role
PersonProfileRole,cmp8xyufc0008ybvm7farlny9,roles[companyNameKey=seb-ab;roleKey=styremedlem;fromYear=null;toYear=null],,SEB AB,Svein Tore Holsether,svein-tore-holsether,styremedlem,,,,,,manual_source_review,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyufj000aybvmtbus84pf,roles[companyNameKey=norsun-as;roleKey=CEO;fromYear=2017;toYear=2021],,NorSun AS,Svenn Ivar Fure,svenn-ivar-fure,CEO,,,,,,manual_source_review,missing_person_profile_role_field_citation
PersonProfileRole,cmp8xyufj000aybvmtbus84pf,,,Aker Solutions ASA,Svenn Ivar Fure,svenn-ivar-fure,konsernledelse,,,,,,manual_source_review,uncitable_person_profile_role
PersonProfileRole,cmp8xyufj000aybvmtbus84pf,,,Aker Solutions ASA,Svenn Ivar Fure,svenn-ivar-fure,diverse lederstillinger,,,,,,manual_source_review,uncitable_person_profile_role
PersonProfileRole,cmp8xyuhz000tybvmpxwmxx6f,,,Norsk Bonde- og Småbrukarlag,Tor Jacob Solberg,tor-jacob-solberg,leder,,,,,,manual_source_review,uncitable_person_profile_role
