"kilde","materialtype","år","statistikkvariabel","10514: Avfallsregnskap for Norge (1 000 tonn),"
"Annen eller uspesifisert næring","Farlig avfall","2021","Avfallsmengde",0
"Annen eller uspesifisert næring","Farlig avfall","2022","Avfallsmengde",0
"Annen eller uspesifisert næring","Farlig avfall","2023","Avfallsmengde",0
"Annen eller uspesifisert næring","Farlig avfall","2024","Avfallsmengde",27
"Annen eller uspesifisert næring","Blandet avfall","2012","Avfallsmengde",80
"Annen eller uspesifisert næring","Blandet avfall","2013","Avfallsmengde",77
"Annen eller uspesifisert næring","Blandet avfall","2014","Avfallsmengde",86
"Annen eller uspesifisert næring","Blandet avfall","2015","Avfallsmengde",103
"Annen eller uspesifisert næring","Blandet avfall","2016","Avfallsmengde",238
"Annen eller uspesifisert næring","Blandet avfall","2017","Avfallsmengde",130
"Annen eller uspesifisert næring","Blandet avfall","2018","Avfallsmengde",152
"Annen eller uspesifisert næring","Blandet avfall","2019","Avfallsmengde",139
"Annen eller uspesifisert næring","Blandet avfall","2020","Avfallsmengde",187
"Annen eller uspesifisert næring","Blandet avfall","2021","Avfallsmengde",210
"Annen eller uspesifisert næring","Blandet avfall","2022","Avfallsmengde",146
"Annen eller uspesifisert næring","Blandet avfall","2023","Avfallsmengde",251
"Annen eller uspesifisert næring","Blandet avfall","2024","Avfallsmengde",158
"Annen eller uspesifisert næring","Andre materialer","2012","Avfallsmengde",13
"Annen eller uspesifisert næring","Andre materialer","2013","Avfallsmengde",12
"Annen eller uspesifisert næring","Andre materialer","2014","Avfallsmengde",9
"Annen eller uspesifisert næring","Andre materialer","2015","Avfallsmengde",19
"Annen eller uspesifisert næring","Andre materialer","2016","Avfallsmengde",88
"Annen eller uspesifisert næring","Andre materialer","2017","Avfallsmengde",41
"Annen eller uspesifisert næring","Andre materialer","2018","Avfallsmengde",36
"Annen eller uspesifisert næring","Andre materialer","2019","Avfallsmengde",36
"Annen eller uspesifisert næring","Andre materialer","2020","Avfallsmengde",25
"Annen eller uspesifisert næring","Andre materialer","2021","Avfallsmengde",34
"Annen eller uspesifisert næring","Andre materialer","2022","Avfallsmengde",28
"Annen eller uspesifisert næring","Andre materialer","2023","Avfallsmengde",33
"Annen eller uspesifisert næring","Andre materialer","2024","Avfallsmengde",16
"Annen eller uspesifisert næring","Lett forurensede masser","2012","Avfallsmengde",1990
"Annen eller uspesifisert næring","Lett forurensede masser","2013","Avfallsmengde",1326
"Annen eller uspesifisert næring","Lett forurensede masser","2014","Avfallsmengde",1445
"Annen eller uspesifisert næring","Lett forurensede masser","2015","Avfallsmengde",1850
"Annen eller uspesifisert næring","Lett forurensede masser","2016","Avfallsmengde",2220
"Annen eller uspesifisert næring","Lett forurensede masser","2017","Avfallsmengde",2804
"Annen eller uspesifisert næring","Lett forurensede masser","2018","Avfallsmengde",2563
"Annen eller uspesifisert næring","Lett forurensede masser","2019","Avfallsmengde",2629
"Annen eller uspesifisert næring","Lett forurensede masser","2020","Avfallsmengde",2638
"Annen eller uspesifisert næring","Lett forurensede masser","2021","Avfallsmengde",3022
"Annen eller uspesifisert næring","Lett forurensede masser","2022","Avfallsmengde",2253
"Annen eller uspesifisert næring","Lett forurensede masser","2023","Avfallsmengde",2160
"Annen eller uspesifisert næring","Lett forurensede masser","2024","Avfallsmengde",2456
"Private husholdninger","I alt, uten lett forurensede masser","2012","Avfallsmengde",2315
"Private husholdninger","I alt, uten lett forurensede masser","2013","Avfallsmengde",2441
"Private husholdninger","I alt, uten lett forurensede masser","2014","Avfallsmengde",2443
"Private husholdninger","I alt, uten lett forurensede masser","2015","Avfallsmengde",2457
"Private husholdninger","I alt, uten lett forurensede masser","2016","Avfallsmengde",2444
"Private husholdninger","I alt, uten lett forurensede masser","2017","Avfallsmengde",2422
"Private husholdninger","I alt, uten lett forurensede masser","2018","Avfallsmengde",2419
"Private husholdninger","I alt, uten lett forurensede masser","2019","Avfallsmengde",2455
"Private husholdninger","I alt, uten lett forurensede masser","2020","Avfallsmengde",2546
"Private husholdninger","I alt, uten lett forurensede masser","2021","Avfallsmengde",2488
"Private husholdninger","I alt, uten lett forurensede masser","2022","Avfallsmengde",2219
"Private husholdninger","I alt, uten lett forurensede masser","2023","Avfallsmengde",2167
"Private husholdninger","I alt, uten lett forurensede masser","2024","Avfallsmengde",2188
"Private husholdninger","Våtorganisk avfall","2012","Avfallsmengde",174
"Private husholdninger","Våtorganisk avfall","2013","Avfallsmengde",174
"Private husholdninger","Våtorganisk avfall","2014","Avfallsmengde",182
"Private husholdninger","Våtorganisk avfall","2015","Avfallsmengde",181
"Private husholdninger","Våtorganisk avfall","2016","Avfallsmengde",189
"Private husholdninger","Våtorganisk avfall","2017","Avfallsmengde",192
"Private husholdninger","Våtorganisk avfall","2018","Avfallsmengde",201
"Private husholdninger","Våtorganisk avfall","2019","Avfallsmengde",209
"Private husholdninger","Våtorganisk avfall","2020","Avfallsmengde",210
"Private husholdninger","Våtorganisk avfall","2021","Avfallsmengde",212
"Private husholdninger","Våtorganisk avfall","2022","Avfallsmengde",202
"Private husholdninger","Våtorganisk avfall","2023","Avfallsmengde",219
"Private husholdninger","Våtorganisk avfall","2024","Avfallsmengde",227
"Private husholdninger","Park- og hageavfall","2012","Avfallsmengde",173
"Private husholdninger","Park- og hageavfall","2013","Avfallsmengde",194
"Private husholdninger","Park- og hageavfall","2014","Avfallsmengde",159
"Private husholdninger","Park- og hageavfall","2015","Avfallsmengde",164
"Private husholdninger","Park- og hageavfall","2016","Avfallsmengde",153
"Private husholdninger","Park- og hageavfall","2017","Avfallsmengde",149
"Private husholdninger","Park- og hageavfall","2018","Avfallsmengde",148
"Private husholdninger","Park- og hageavfall","2019","Avfallsmengde",161
"Private husholdninger","Park- og hageavfall","2020","Avfallsmengde",175
"Private husholdninger","Park- og hageavfall","2021","Avfallsmengde",181
"Private husholdninger","Park- og hageavfall","2022","Avfallsmengde",153
"Private husholdninger","Park- og hageavfall","2023","Avfallsmengde",150
"Private husholdninger","Park- og hageavfall","2024","Avfallsmengde",170
"Private husholdninger","Treavfall","2012","Avfallsmengde",235
"Private husholdninger","Treavfall","2013","Avfallsmengde",255
"Private husholdninger","Treavfall","2014","Avfallsmengde",274
"Private husholdninger","Treavfall","2015","Avfallsmengde",283
"Private husholdninger","Treavfall","2016","Avfallsmengde",284
"Private husholdninger","Treavfall","2017","Avfallsmengde",283
"Private husholdninger","Treavfall","2018","Avfallsmengde",275
"Private husholdninger","Treavfall","2019","Avfallsmengde",291
"Private husholdninger","Treavfall","2020","Avfallsmengde",312
"Private husholdninger","Treavfall","2021","Avfallsmengde",281
"Private husholdninger","Treavfall","2022","Avfallsmengde",227
"Private husholdninger","Treavfall","2023","Avfallsmengde",233
"Private husholdninger","Treavfall","2024","Avfallsmengde",233
"Private husholdninger","Slam","2012","Avfallsmengde",0
"Private husholdninger","Slam","2013","Avfallsmengde",0
"Private husholdninger","Slam","2014","Avfallsmengde",0
"Private husholdninger","Slam","2015","Avfallsmengde",0
"Private husholdninger","Slam","2016","Avfallsmengde",0
"Private husholdninger","Slam","2017","Avfallsmengde",0
"Private husholdninger","Slam","2018","Avfallsmengde",0
"Private husholdninger","Slam","2019","Avfallsmengde",0
"Private husholdninger","Slam","2020","Avfallsmengde",0
"Private husholdninger","Slam","2021","Avfallsmengde",0
"Private husholdninger","Slam","2022","Avfallsmengde",0
"Private husholdninger","Slam","2023","Avfallsmengde",0
"Private husholdninger","Slam","2024","Avfallsmengde",0
"Private husholdninger","Papir, papp og kartong","2012","Avfallsmengde",302
"Private husholdninger","Papir, papp og kartong","2013","Avfallsmengde",293
"Private husholdninger","Papir, papp og kartong","2014","Avfallsmengde",277
"Private husholdninger","Papir, papp og kartong","2015","Avfallsmengde",270
"Private husholdninger","Papir, papp og kartong","2016","Avfallsmengde",260
"Private husholdninger","Papir, papp og kartong","2017","Avfallsmengde",251
"Private husholdninger","Papir, papp og kartong","2018","Avfallsmengde",239
"Private husholdninger","Papir, papp og kartong","2019","Avfallsmengde",232
"Private husholdninger","Papir, papp og kartong","2020","Avfallsmengde",232
"Private husholdninger","Papir, papp og kartong","2021","Avfallsmengde",222
"Private husholdninger","Papir, papp og kartong","2022","Avfallsmengde",204
"Private husholdninger","Papir, papp og kartong","2023","Avfallsmengde",191
"Private husholdninger","Papir, papp og kartong","2024","Avfallsmengde",185
"Private husholdninger","Glass","2012","Avfallsmengde",53
"Private husholdninger","Glass","2013","Avfallsmengde",55
"Private husholdninger","Glass","2014","Avfallsmengde",57
"Private husholdninger","Glass","2015","Avfallsmengde",60
"Private husholdninger","Glass","2016","Avfallsmengde",63
"Private husholdninger","Glass","2017","Avfallsmengde",66
"Private husholdninger","Glass","2018","Avfallsmengde",70
"Private husholdninger","Glass","2019","Avfallsmengde",74
"Private husholdninger","Glass","2020","Avfallsmengde",72
"Private husholdninger","Glass","2021","Avfallsmengde",82
"Private husholdninger","Glass","2022","Avfallsmengde",79
"Private husholdninger","Glass","2023","Avfallsmengde",76
"Private husholdninger","Glass","2024","Avfallsmengde",79
"Private husholdninger","Metall","2012","Avfallsmengde",79
"Private husholdninger","Metall","2013","Avfallsmengde",78
"Private husholdninger","Metall","2014","Avfallsmengde",83
"Private husholdninger","Metall","2015","Avfallsmengde",84
"Private husholdninger","Metall","2016","Avfallsmengde",90
"Private husholdninger","Metall","2017","Avfallsmengde",91
"Private husholdninger","Metall","2018","Avfallsmengde",96
"Private husholdninger","Metall","2019","Avfallsmengde",100
"Private husholdninger","Metall","2020","Avfallsmengde",110
"Private husholdninger","Metall","2021","Avfallsmengde",101
"Private husholdninger","Metall","2022","Avfallsmengde",89
"Private husholdninger","Metall","2023","Avfallsmengde",86
"Private husholdninger","Metall","2024","Avfallsmengde",93
"Private husholdninger","EE-avfall","2012","Avfallsmengde",43
"Private husholdninger","EE-avfall","2013","Avfallsmengde",46
"Private husholdninger","EE-avfall","2014","Avfallsmengde",47
"Private husholdninger","EE-avfall","2015","Avfallsmengde",48
"Private husholdninger","EE-avfall","2016","Avfallsmengde",50
"Private husholdninger","EE-avfall","2017","Avfallsmengde",50
"Private husholdninger","EE-avfall","2018","Avfallsmengde",50
"Private husholdninger","EE-avfall","2019","Avfallsmengde",49
"Private husholdninger","EE-avfall","2020","Avfallsmengde",51
"Private husholdninger","EE-avfall","2021","Avfallsmengde",49
"Private husholdninger","EE-avfall","2022","Avfallsmengde",48
"Private husholdninger","EE-avfall","2023","Avfallsmengde",47
"Private husholdninger","EE-avfall","2024","Avfallsmengde",48
"Private husholdninger","Betong og tegl","2012","Avfallsmengde",0
"Private husholdninger","Betong og tegl","2013","Avfallsmengde",0
"Private husholdninger","Betong og tegl","2014","Avfallsmengde",0
"Private husholdninger","Betong og tegl","2015","Avfallsmengde",0
"Private husholdninger","Betong og tegl","2016","Avfallsmengde",0
"Private husholdninger","Betong og tegl","2017","Avfallsmengde",0
"Private husholdninger","Betong og tegl","2018","Avfallsmengde",57
"Private husholdninger","Betong og tegl","2019","Avfallsmengde",69
"Private husholdninger","Betong og tegl","2020","Avfallsmengde",66
"Private husholdninger","Betong og tegl","2021","Avfallsmengde",46
"Private husholdninger","Betong og tegl","2022","Avfallsmengde",50
"Private husholdninger","Betong og tegl","2023","Avfallsmengde",44
"Private husholdninger","Betong og tegl","2024","Avfallsmengde",49
"Private husholdninger","Slagg, støv, bunnaske, flygeaske","2012","Avfallsmengde",0
"Private husholdninger","Slagg, støv, bunnaske, flygeaske","2013","Avfallsmengde",0
"Private husholdninger","Slagg, støv, bunnaske, flygeaske","2014","Avfallsmengde",0
"Private husholdninger","Slagg, støv, bunnaske, flygeaske","2015","Avfallsmengde",0
"Private husholdninger","Slagg, støv, bunnaske, flygeaske","2016","Avfallsmengde",0
"Private husholdninger","Slagg, støv, bunnaske, flygeaske","2017","Avfallsmengde",0
"Private husholdninger","Slagg, støv, bunnaske, flygeaske","2018","Avfallsmengde",0
"Private husholdninger","Slagg, støv, bunnaske, flygeaske","2019","Avfallsmengde",0
"Private husholdninger","Slagg, støv, bunnaske, flygeaske","2020","Avfallsmengde",0
"Private husholdninger","Slagg, støv, bunnaske, flygeaske","2021","Avfallsmengde",0
"Private husholdninger","Slagg, støv, bunnaske, flygeaske","2022","Avfallsmengde",0
"Private husholdninger","Slagg, støv, bunnaske, flygeaske","2023","Avfallsmengde",0
"Private husholdninger","Slagg, støv, bunnaske, flygeaske","2024","Avfallsmengde",0
"Private husholdninger","Plast","2012","Avfallsmengde",33
"Private husholdninger","Plast","2013","Avfallsmengde",34
"Private husholdninger","Plast","2014","Avfallsmengde",36
"Private husholdninger","Plast","2015","Avfallsmengde",37
"Private husholdninger","Plast","2016","Avfallsmengde",40
"Private husholdninger","Plast","2017","Avfallsmengde",44
"Private husholdninger","Plast","2018","Avfallsmengde",46
"Private husholdninger","Plast","2019","Avfallsmengde",51
"Private husholdninger","Plast","2020","Avfallsmengde",57
"Private husholdninger","Plast","2021","Avfallsmengde",61
"Private husholdninger","Plast","2022","Avfallsmengde",52
"Private husholdninger","Plast","2023","Avfallsmengde",50
"Private husholdninger","Plast","2024","Avfallsmengde",52
"Private husholdninger","Gummi","2012","Avfallsmengde",0
"Private husholdninger","Gummi","2013","Avfallsmengde",0
"Private husholdninger","Gummi","2014","Avfallsmengde",0
"Private husholdninger","Gummi","2015","Avfallsmengde",0
"Private husholdninger","Gummi","2016","Avfallsmengde",0
"Private husholdninger","Gummi","2017","Avfallsmengde",0
"Private husholdninger","Gummi","2018","Avfallsmengde",0
"Private husholdninger","Gummi","2019","Avfallsmengde",0
"Private husholdninger","Gummi","2020","Avfallsmengde",4
"Private husholdninger","Gummi","2021","Avfallsmengde",4
"Private husholdninger","Gummi","2022","Avfallsmengde",4
"Private husholdninger","Gummi","2023","Avfallsmengde",4
"Private husholdninger","Gummi","2024","Avfallsmengde",4
"Private husholdninger","Tekstiler","2012","Avfallsmengde",2
"Private husholdninger","Tekstiler","2013","Avfallsmengde",1
"Private husholdninger","Tekstiler","2014","Avfallsmengde",0
"Private husholdninger","Tekstiler","2015","Avfallsmengde",0
"Private husholdninger","Tekstiler","2016","Avfallsmengde",0
"Private husholdninger","Tekstiler","2017","Avfallsmengde",2
"Private husholdninger","Tekstiler","2018","Avfallsmengde",0
"Private husholdninger","Tekstiler","2019","Avfallsmengde",1
"Private husholdninger","Tekstiler","2020","Avfallsmengde",0
"Private husholdninger","Tekstiler","2021","Avfallsmengde",1
"Private husholdninger","Tekstiler","2022","Avfallsmengde",0
"Private husholdninger","Tekstiler","2023","Avfallsmengde",0
"Private husholdninger","Tekstiler","2024","Avfallsmengde",1
"Private husholdninger","Kasserte kjøretøy","2012","Avfallsmengde",145
"Private husholdninger","Kasserte kjøretøy","2013","Avfallsmengde",186
"Private husholdninger","Kasserte kjøretøy","2014","Avfallsmengde",180
"Private husholdninger","Kasserte kjøretøy","2015","Avfallsmengde",168
"Private husholdninger","Kasserte kjøretøy","2016","Avfallsmengde",166
"Private husholdninger","Kasserte kjøretøy","2017","Avfallsmengde",170
