"behandlingsmåte","materialtype","år","statistikkvariabel","10513: Avfallsregnskap for Norge (1 000 tonn),"
"Annen behandling","Gummi","2012","Avfallsmengde",0
"Annen behandling","Gummi","2013","Avfallsmengde",0
"Annen behandling","Gummi","2014","Avfallsmengde",1
"Annen behandling","Gummi","2015","Avfallsmengde",14
"Annen behandling","Gummi","2016","Avfallsmengde",21
"Annen behandling","Gummi","2017","Avfallsmengde",0
"Annen behandling","Gummi","2018","Avfallsmengde",0
"Annen behandling","Gummi","2019","Avfallsmengde",0
"Annen behandling","Gummi","2020","Avfallsmengde",0
"Annen behandling","Gummi","2021","Avfallsmengde",22
"Annen behandling","Gummi","2022","Avfallsmengde",16
"Annen behandling","Gummi","2023","Avfallsmengde",7
"Annen behandling","Gummi","2024","Avfallsmengde",14
"Annen behandling","Tekstiler","2012","Avfallsmengde",0
"Annen behandling","Tekstiler","2013","Avfallsmengde",1
"Annen behandling","Tekstiler","2014","Avfallsmengde",0
"Annen behandling","Tekstiler","2015","Avfallsmengde",1
"Annen behandling","Tekstiler","2016","Avfallsmengde",0
"Annen behandling","Tekstiler","2017","Avfallsmengde",0
"Annen behandling","Tekstiler","2018","Avfallsmengde",0
"Annen behandling","Tekstiler","2019","Avfallsmengde",0
"Annen behandling","Tekstiler","2020","Avfallsmengde",0
"Annen behandling","Tekstiler","2021","Avfallsmengde",0
"Annen behandling","Tekstiler","2022","Avfallsmengde",2
"Annen behandling","Tekstiler","2023","Avfallsmengde",0
"Annen behandling","Tekstiler","2024","Avfallsmengde",1
"Annen behandling","Kasserte kjøretøy","2012","Avfallsmengde",0
"Annen behandling","Kasserte kjøretøy","2013","Avfallsmengde",0
"Annen behandling","Kasserte kjøretøy","2014","Avfallsmengde",0
"Annen behandling","Kasserte kjøretøy","2015","Avfallsmengde",0
"Annen behandling","Kasserte kjøretøy","2016","Avfallsmengde",0
"Annen behandling","Kasserte kjøretøy","2017","Avfallsmengde",0
"Annen behandling","Kasserte kjøretøy","2018","Avfallsmengde",0
"Annen behandling","Kasserte kjøretøy","2019","Avfallsmengde",0
"Annen behandling","Kasserte kjøretøy","2020","Avfallsmengde",0
"Annen behandling","Kasserte kjøretøy","2021","Avfallsmengde",0
"Annen behandling","Kasserte kjøretøy","2022","Avfallsmengde",0
"Annen behandling","Kasserte kjøretøy","2023","Avfallsmengde",0
"Annen behandling","Kasserte kjøretøy","2024","Avfallsmengde",0
"Annen behandling","Radioaktivt avfall","2012","Avfallsmengde",0
"Annen behandling","Radioaktivt avfall","2013","Avfallsmengde",0
"Annen behandling","Radioaktivt avfall","2014","Avfallsmengde",0
"Annen behandling","Radioaktivt avfall","2015","Avfallsmengde",0
"Annen behandling","Radioaktivt avfall","2016","Avfallsmengde",0
"Annen behandling","Radioaktivt avfall","2017","Avfallsmengde",0
"Annen behandling","Radioaktivt avfall","2018","Avfallsmengde",0
"Annen behandling","Radioaktivt avfall","2019","Avfallsmengde",0
"Annen behandling","Radioaktivt avfall","2020","Avfallsmengde",0
"Annen behandling","Radioaktivt avfall","2021","Avfallsmengde",0
"Annen behandling","Radioaktivt avfall","2022","Avfallsmengde",0
"Annen behandling","Radioaktivt avfall","2023","Avfallsmengde",0
"Annen behandling","Radioaktivt avfall","2024","Avfallsmengde",0
"Annen behandling","Farlig avfall","2012","Avfallsmengde",309
"Annen behandling","Farlig avfall","2013","Avfallsmengde",381
"Annen behandling","Farlig avfall","2014","Avfallsmengde",319
"Annen behandling","Farlig avfall","2015","Avfallsmengde",430
"Annen behandling","Farlig avfall","2016","Avfallsmengde",358
"Annen behandling","Farlig avfall","2017","Avfallsmengde",420
"Annen behandling","Farlig avfall","2018","Avfallsmengde",337
"Annen behandling","Farlig avfall","2019","Avfallsmengde",366
"Annen behandling","Farlig avfall","2020","Avfallsmengde",435
"Annen behandling","Farlig avfall","2021","Avfallsmengde",467
"Annen behandling","Farlig avfall","2022","Avfallsmengde",502
"Annen behandling","Farlig avfall","2023","Avfallsmengde",511
"Annen behandling","Farlig avfall","2024","Avfallsmengde",490
"Annen behandling","Blandet avfall","2012","Avfallsmengde",42
"Annen behandling","Blandet avfall","2013","Avfallsmengde",46
"Annen behandling","Blandet avfall","2014","Avfallsmengde",37
"Annen behandling","Blandet avfall","2015","Avfallsmengde",65
"Annen behandling","Blandet avfall","2016","Avfallsmengde",12
"Annen behandling","Blandet avfall","2017","Avfallsmengde",36
"Annen behandling","Blandet avfall","2018","Avfallsmengde",31
"Annen behandling","Blandet avfall","2019","Avfallsmengde",269
"Annen behandling","Blandet avfall","2020","Avfallsmengde",277
"Annen behandling","Blandet avfall","2021","Avfallsmengde",220
"Annen behandling","Blandet avfall","2022","Avfallsmengde",33
"Annen behandling","Blandet avfall","2023","Avfallsmengde",16
"Annen behandling","Blandet avfall","2024","Avfallsmengde",5
"Annen behandling","Andre materialer","2012","Avfallsmengde",2
"Annen behandling","Andre materialer","2013","Avfallsmengde",6
"Annen behandling","Andre materialer","2014","Avfallsmengde",13
"Annen behandling","Andre materialer","2015","Avfallsmengde",17
"Annen behandling","Andre materialer","2016","Avfallsmengde",14
"Annen behandling","Andre materialer","2017","Avfallsmengde",7
"Annen behandling","Andre materialer","2018","Avfallsmengde",4
"Annen behandling","Andre materialer","2019","Avfallsmengde",13
"Annen behandling","Andre materialer","2020","Avfallsmengde",42
"Annen behandling","Andre materialer","2021","Avfallsmengde",19
"Annen behandling","Andre materialer","2022","Avfallsmengde",38
"Annen behandling","Andre materialer","2023","Avfallsmengde",12
"Annen behandling","Andre materialer","2024","Avfallsmengde",7
"Annen behandling","Lett forurensede masser","2012","Avfallsmengde",0
"Annen behandling","Lett forurensede masser","2013","Avfallsmengde",0
"Annen behandling","Lett forurensede masser","2014","Avfallsmengde",0
"Annen behandling","Lett forurensede masser","2015","Avfallsmengde",0
"Annen behandling","Lett forurensede masser","2016","Avfallsmengde",0
"Annen behandling","Lett forurensede masser","2017","Avfallsmengde",0
"Annen behandling","Lett forurensede masser","2018","Avfallsmengde",0
"Annen behandling","Lett forurensede masser","2019","Avfallsmengde",0
"Annen behandling","Lett forurensede masser","2020","Avfallsmengde",0
"Annen behandling","Lett forurensede masser","2021","Avfallsmengde",0
"Annen behandling","Lett forurensede masser","2022","Avfallsmengde",0
"Annen behandling","Lett forurensede masser","2023","Avfallsmengde",0
"Annen behandling","Lett forurensede masser","2024","Avfallsmengde",0
"Levert til ukjent behandling","I alt, uten lett forurensede masser","2012","Avfallsmengde",132
"Levert til ukjent behandling","I alt, uten lett forurensede masser","2013","Avfallsmengde",120
"Levert til ukjent behandling","I alt, uten lett forurensede masser","2014","Avfallsmengde",551
"Levert til ukjent behandling","I alt, uten lett forurensede masser","2015","Avfallsmengde",27
"Levert til ukjent behandling","I alt, uten lett forurensede masser","2016","Avfallsmengde",72
"Levert til ukjent behandling","I alt, uten lett forurensede masser","2017","Avfallsmengde",10
"Levert til ukjent behandling","I alt, uten lett forurensede masser","2018","Avfallsmengde",18
"Levert til ukjent behandling","I alt, uten lett forurensede masser","2019","Avfallsmengde",7
"Levert til ukjent behandling","I alt, uten lett forurensede masser","2020","Avfallsmengde",68
"Levert til ukjent behandling","I alt, uten lett forurensede masser","2021","Avfallsmengde",39
"Levert til ukjent behandling","I alt, uten lett forurensede masser","2022","Avfallsmengde",25
"Levert til ukjent behandling","I alt, uten lett forurensede masser","2023","Avfallsmengde",13
"Levert til ukjent behandling","I alt, uten lett forurensede masser","2024","Avfallsmengde",20
"Levert til ukjent behandling","Våtorganisk avfall","2012","Avfallsmengde",2
"Levert til ukjent behandling","Våtorganisk avfall","2013","Avfallsmengde",5
"Levert til ukjent behandling","Våtorganisk avfall","2014","Avfallsmengde",4
"Levert til ukjent behandling","Våtorganisk avfall","2015","Avfallsmengde",1
"Levert til ukjent behandling","Våtorganisk avfall","2016","Avfallsmengde",0
"Levert til ukjent behandling","Våtorganisk avfall","2017","Avfallsmengde",0
"Levert til ukjent behandling","Våtorganisk avfall","2018","Avfallsmengde",0
"Levert til ukjent behandling","Våtorganisk avfall","2019","Avfallsmengde",0
"Levert til ukjent behandling","Våtorganisk avfall","2020","Avfallsmengde",0
"Levert til ukjent behandling","Våtorganisk avfall","2021","Avfallsmengde",0
"Levert til ukjent behandling","Våtorganisk avfall","2022","Avfallsmengde",4
"Levert til ukjent behandling","Våtorganisk avfall","2023","Avfallsmengde",0
"Levert til ukjent behandling","Våtorganisk avfall","2024","Avfallsmengde",0
"Levert til ukjent behandling","Park- og hageavfall","2012","Avfallsmengde",0
"Levert til ukjent behandling","Park- og hageavfall","2013","Avfallsmengde",0
"Levert til ukjent behandling","Park- og hageavfall","2014","Avfallsmengde",0
"Levert til ukjent behandling","Park- og hageavfall","2015","Avfallsmengde",1
"Levert til ukjent behandling","Park- og hageavfall","2016","Avfallsmengde",0
"Levert til ukjent behandling","Park- og hageavfall","2017","Avfallsmengde",0
"Levert til ukjent behandling","Park- og hageavfall","2018","Avfallsmengde",0
"Levert til ukjent behandling","Park- og hageavfall","2019","Avfallsmengde",0
"Levert til ukjent behandling","Park- og hageavfall","2020","Avfallsmengde",0
"Levert til ukjent behandling","Park- og hageavfall","2021","Avfallsmengde",0
"Levert til ukjent behandling","Park- og hageavfall","2022","Avfallsmengde",0
"Levert til ukjent behandling","Park- og hageavfall","2023","Avfallsmengde",0
"Levert til ukjent behandling","Park- og hageavfall","2024","Avfallsmengde",0
"Levert til ukjent behandling","Treavfall","2012","Avfallsmengde",7
"Levert til ukjent behandling","Treavfall","2013","Avfallsmengde",5
"Levert til ukjent behandling","Treavfall","2014","Avfallsmengde",2
"Levert til ukjent behandling","Treavfall","2015","Avfallsmengde",2
"Levert til ukjent behandling","Treavfall","2016","Avfallsmengde",0
"Levert til ukjent behandling","Treavfall","2017","Avfallsmengde",0
"Levert til ukjent behandling","Treavfall","2018","Avfallsmengde",0
"Levert til ukjent behandling","Treavfall","2019","Avfallsmengde",0
"Levert til ukjent behandling","Treavfall","2020","Avfallsmengde",0
"Levert til ukjent behandling","Treavfall","2021","Avfallsmengde",0
"Levert til ukjent behandling","Treavfall","2022","Avfallsmengde",0
"Levert til ukjent behandling","Treavfall","2023","Avfallsmengde",0
"Levert til ukjent behandling","Treavfall","2024","Avfallsmengde",0
"Levert til ukjent behandling","Slam","2012","Avfallsmengde",0
"Levert til ukjent behandling","Slam","2013","Avfallsmengde",73
"Levert til ukjent behandling","Slam","2014","Avfallsmengde",33
"Levert til ukjent behandling","Slam","2015","Avfallsmengde",17
"Levert til ukjent behandling","Slam","2016","Avfallsmengde",0
"Levert til ukjent behandling","Slam","2017","Avfallsmengde",0
"Levert til ukjent behandling","Slam","2018","Avfallsmengde",0
"Levert til ukjent behandling","Slam","2019","Avfallsmengde",0
"Levert til ukjent behandling","Slam","2020","Avfallsmengde",53
"Levert til ukjent behandling","Slam","2021","Avfallsmengde",0
"Levert til ukjent behandling","Slam","2022","Avfallsmengde",0
"Levert til ukjent behandling","Slam","2023","Avfallsmengde",0
"Levert til ukjent behandling","Slam","2024","Avfallsmengde",6
"Levert til ukjent behandling","Papir, papp og kartong","2012","Avfallsmengde",0
"Levert til ukjent behandling","Papir, papp og kartong","2013","Avfallsmengde",0
"Levert til ukjent behandling","Papir, papp og kartong","2014","Avfallsmengde",0
"Levert til ukjent behandling","Papir, papp og kartong","2015","Avfallsmengde",0
"Levert til ukjent behandling","Papir, papp og kartong","2016","Avfallsmengde",1
"Levert til ukjent behandling","Papir, papp og kartong","2017","Avfallsmengde",0
"Levert til ukjent behandling","Papir, papp og kartong","2018","Avfallsmengde",0
"Levert til ukjent behandling","Papir, papp og kartong","2019","Avfallsmengde",0
"Levert til ukjent behandling","Papir, papp og kartong","2020","Avfallsmengde",0
"Levert til ukjent behandling","Papir, papp og kartong","2021","Avfallsmengde",0
"Levert til ukjent behandling","Papir, papp og kartong","2022","Avfallsmengde",0
"Levert til ukjent behandling","Papir, papp og kartong","2023","Avfallsmengde",0
"Levert til ukjent behandling","Papir, papp og kartong","2024","Avfallsmengde",0
"Levert til ukjent behandling","Glass","2012","Avfallsmengde",1
"Levert til ukjent behandling","Glass","2013","Avfallsmengde",9
"Levert til ukjent behandling","Glass","2014","Avfallsmengde",19
"Levert til ukjent behandling","Glass","2015","Avfallsmengde",0
"Levert til ukjent behandling","Glass","2016","Avfallsmengde",0
"Levert til ukjent behandling","Glass","2017","Avfallsmengde",1
"Levert til ukjent behandling","Glass","2018","Avfallsmengde",8
"Levert til ukjent behandling","Glass","2019","Avfallsmengde",0
"Levert til ukjent behandling","Glass","2020","Avfallsmengde",2
"Levert til ukjent behandling","Glass","2021","Avfallsmengde",27
"Levert til ukjent behandling","Glass","2022","Avfallsmengde",8
"Levert til ukjent behandling","Glass","2023","Avfallsmengde",0
"Levert til ukjent behandling","Glass","2024","Avfallsmengde",1
"Levert til ukjent behandling","Metall","2012","Avfallsmengde",4
"Levert til ukjent behandling","Metall","2013","Avfallsmengde",0
"Levert til ukjent behandling","Metall","2014","Avfallsmengde",9
"Levert til ukjent behandling","Metall","2015","Avfallsmengde",0
"Levert til ukjent behandling","Metall","2016","Avfallsmengde",0
"Levert til ukjent behandling","Metall","2017","Avfallsmengde",0
"Levert til ukjent behandling","Metall","2018","Avfallsmengde",0
"Levert til ukjent behandling","Metall","2019","Avfallsmengde",0
"Levert til ukjent behandling","Metall","2020","Avfallsmengde",0
"Levert til ukjent behandling","Metall","2021","Avfallsmengde",2
"Levert til ukjent behandling","Metall","2022","Avfallsmengde",0
"Levert til ukjent behandling","Metall","2023","Avfallsmengde",0
"Levert til ukjent behandling","Metall","2024","Avfallsmengde",0
"Levert til ukjent behandling","EE-avfall","2012","Avfallsmengde",0
"Levert til ukjent behandling","EE-avfall","2013","Avfallsmengde",0
"Levert til ukjent behandling","EE-avfall","2014","Avfallsmengde",0
"Levert til ukjent behandling","EE-avfall","2015","Avfallsmengde",3
"Levert til ukjent behandling","EE-avfall","2016","Avfallsmengde",3
"Levert til ukjent behandling","EE-avfall","2017","Avfallsmengde",7
"Levert til ukjent behandling","EE-avfall","2018","Avfallsmengde",7
"Levert til ukjent behandling","EE-avfall","2019","Avfallsmengde",7
"Levert til ukjent behandling","EE-avfall","2020","Avfallsmengde",12
"Levert til ukjent behandling","EE-avfall","2021","Avfallsmengde",10
"Levert til ukjent behandling","EE-avfall","2022","Avfallsmengde",13
"Levert til ukjent behandling","EE-avfall","2023","Avfallsmengde",12
"Levert til ukjent behandling","EE-avfall","2024","Avfallsmengde",12
"Levert til ukjent behandling","Betong og tegl","2012","Avfallsmengde",0
"Levert til ukjent behandling","Betong og tegl","2013","Avfallsmengde",0
"Levert til ukjent behandling","Betong og tegl","2014","Avfallsmengde",0
"Levert til ukjent behandling","Betong og tegl","2015","Avfallsmengde",0
"Levert til ukjent behandling","Betong og tegl","2016","Avfallsmengde",0
"Levert til ukjent behandling","Betong og tegl","2017","Avfallsmengde",0
"Levert til ukjent behandling","Betong og tegl","2018","Avfallsmengde",0
"Levert til ukjent behandling","Betong og tegl","2019","Avfallsmengde",0
"Levert til ukjent behandling","Betong og tegl","2020","Avfallsmengde",0
"Levert til ukjent behandling","Betong og tegl","2021","Avfallsmengde",0
"Levert til ukjent behandling","Betong og tegl","2022","Avfallsmengde",0
"Levert til ukjent behandling","Betong og tegl","2023","Avfallsmengde",0
"Levert til ukjent behandling","Betong og tegl","2024","Avfallsmengde",0
"Levert til ukjent behandling","Slagg, støv, bunnaske, flygeaske","2012","Avfallsmengde",0
"Levert til ukjent behandling","Slagg, støv, bunnaske, flygeaske","2013","Avfallsmengde",0
"Levert til ukjent behandling","Slagg, støv, bunnaske, flygeaske","2014","Avfallsmengde",0
"Levert til ukjent behandling","Slagg, støv, bunnaske, flygeaske","2015","Avfallsmengde",0
"Levert til ukjent behandling","Slagg, støv, bunnaske, flygeaske","2016","Avfallsmengde",0
"Levert til ukjent behandling","Slagg, støv, bunnaske, flygeaske","2017","Avfallsmengde",0
"Levert til ukjent behandling","Slagg, støv, bunnaske, flygeaske","2018","Avfallsmengde",0
"Levert til ukjent behandling","Slagg, støv, bunnaske, flygeaske","2019","Avfallsmengde",0
"Levert til ukjent behandling","Slagg, støv, bunnaske, flygeaske","2020","Avfallsmengde",0
"Levert til ukjent behandling","Slagg, støv, bunnaske, flygeaske","2021","Avfallsmengde",0
"Levert til ukjent behandling","Slagg, støv, bunnaske, flygeaske","2022","Avfallsmengde",0
"Levert til ukjent behandling","Slagg, støv, bunnaske, flygeaske","2023","Avfallsmengde",0
"Levert til ukjent behandling","Slagg, støv, bunnaske, flygeaske","2024","Avfallsmengde",0
"Levert til ukjent behandling","Plast","2012","Avfallsmengde",4
"Levert til ukjent behandling","Plast","2013","Avfallsmengde",5
"Levert til ukjent behandling","Plast","2014","Avfallsmengde",8
"Levert til ukjent behandling","Plast","2015","Avfallsmengde",0
"Levert til ukjent behandling","Plast","2016","Avfallsmengde",0
"Levert til ukjent behandling","Plast","2017","Avfallsmengde",0
"Levert til ukjent behandling","Plast","2018","Avfallsmengde",0
"Levert til ukjent behandling","Plast","2019","Avfallsmengde",0
"Levert til ukjent behandling","Plast","2020","Avfallsmengde",0
"Levert til ukjent behandling","Plast","2021","Avfallsmengde",0
"Levert til ukjent behandling","Plast","2022","Avfallsmengde",0
"Levert til ukjent behandling","Plast","2023","Avfallsmengde",0
"Levert til ukjent behandling","Plast","2024","Avfallsmengde",0
"Levert til ukjent behandling","Gummi","2012","Avfallsmengde",0
"Levert til ukjent behandling","Gummi","2013","Avfallsmengde",0
"Levert til ukjent behandling","Gummi","2014","Avfallsmengde",2
"Levert til ukjent behandling","Gummi","2015","Avfallsmengde",1
"Levert til ukjent behandling","Gummi","2016","Avfallsmengde",1
"Levert til ukjent behandling","Gummi","2017","Avfallsmengde",2
"Levert til ukjent behandling","Gummi","2018","Avfallsmengde",3
"Levert til ukjent behandling","Gummi","2019","Avfallsmengde",0
"Levert til ukjent behandling","Gummi","2020","Avfallsmengde",0
"Levert til ukjent behandling","Gummi","2021","Avfallsmengde",1
"Levert til ukjent behandling","Gummi","2022","Avfallsmengde",0
"Levert til ukjent behandling","Gummi","2023","Avfallsmengde",1
"Levert til ukjent behandling","Gummi","2024","Avfallsmengde",0
"Levert til ukjent behandling","Tekstiler","2012","Avfallsmengde",0
"Levert til ukjent behandling","Tekstiler","2013","Avfallsmengde",0
"Levert til ukjent behandling","Tekstiler","2014","Avfallsmengde",0
"Levert til ukjent behandling","Tekstiler","2015","Avfallsmengde",0
"Levert til ukjent behandling","Tekstiler","2016","Avfallsmengde",0
"Levert til ukjent behandling","Tekstiler","2017","Avfallsmengde",0
"Levert til ukjent behandling","Tekstiler","2018","Avfallsmengde",0
"Levert til ukjent behandling","Tekstiler","2019","Avfallsmengde",0
"Levert til ukjent behandling","Tekstiler","2020","Avfallsmengde",0
"Levert til ukjent behandling","Tekstiler","2021","Avfallsmengde",0
"Levert til ukjent behandling","Tekstiler","2022","Avfallsmengde",0
"Levert til ukjent behandling","Tekstiler","2023","Avfallsmengde",0
"Levert til ukjent behandling","Tekstiler","2024","Avfallsmengde",0
"Levert til ukjent behandling","Kasserte kjøretøy","2012","Avfallsmengde",0
"Levert til ukjent behandling","Kasserte kjøretøy","2013","Avfallsmengde",0
"Levert til ukjent behandling","Kasserte kjøretøy","2014","Avfallsmengde",0
"Levert til ukjent behandling","Kasserte kjøretøy","2015","Avfallsmengde",0
"Levert til ukjent behandling","Kasserte kjøretøy","2016","Avfallsmengde",0
"Levert til ukjent behandling","Kasserte kjøretøy","2017","Avfallsmengde",0
"Levert til ukjent behandling","Kasserte kjøretøy","2018","Avfallsmengde",0
"Levert til ukjent behandling","Kasserte kjøretøy","2019","Avfallsmengde",0
"Levert til ukjent behandling","Kasserte kjøretøy","2020","Avfallsmengde",0
"Levert til ukjent behandling","Kasserte kjøretøy","2021","Avfallsmengde",0
"Levert til ukjent behandling","Kasserte kjøretøy","2022","Avfallsmengde",0
"Levert til ukjent behandling","Kasserte kjøretøy","2023","Avfallsmengde",0
"Levert til ukjent behandling","Kasserte kjøretøy","2024","Avfallsmengde",0
"Levert til ukjent behandling","Radioaktivt avfall","2012","Avfallsmengde",0
"Levert til ukjent behandling","Radioaktivt avfall","2013","Avfallsmengde",0
"Levert til ukjent behandling","Radioaktivt avfall","2014","Avfallsmengde",0
"Levert til ukjent behandling","Radioaktivt avfall","2015","Avfallsmengde",0
"Levert til ukjent behandling","Radioaktivt avfall","2016","Avfallsmengde",0
"Levert til ukjent behandling","Radioaktivt avfall","2017","Avfallsmengde",0
"Levert til ukjent behandling","Radioaktivt avfall","2018","Avfallsmengde",0
"Levert til ukjent behandling","Radioaktivt avfall","2019","Avfallsmengde",0
"Levert til ukjent behandling","Radioaktivt avfall","2020","Avfallsmengde",0
"Levert til ukjent behandling","Radioaktivt avfall","2021","Avfallsmengde",0
"Levert til ukjent behandling","Radioaktivt avfall","2022","Avfallsmengde",0
"Levert til ukjent behandling","Radioaktivt avfall","2023","Avfallsmengde",0
"Levert til ukjent behandling","Radioaktivt avfall","2024","Avfallsmengde",0
"Levert til ukjent behandling","Farlig avfall","2012","Avfallsmengde",0
"Levert til ukjent behandling","Farlig avfall","2013","Avfallsmengde",0
"Levert til ukjent behandling","Farlig avfall","2014","Avfallsmengde",0
"Levert til ukjent behandling","Farlig avfall","2015","Avfallsmengde",0
"Levert til ukjent behandling","Farlig avfall","2016","Avfallsmengde",0
"Levert til ukjent behandling","Farlig avfall","2017","Avfallsmengde",0
"Levert til ukjent behandling","Farlig avfall","2018","Avfallsmengde",0
"Levert til ukjent behandling","Farlig avfall","2019","Avfallsmengde",0
"Levert til ukjent behandling","Farlig avfall","2020","Avfallsmengde",0
"Levert til ukjent behandling","Farlig avfall","2021","Avfallsmengde",0
"Levert til ukjent behandling","Farlig avfall","2022","Avfallsmengde",0
"Levert til ukjent behandling","Farlig avfall","2023","Avfallsmengde",0
"Levert til ukjent behandling","Farlig avfall","2024","Avfallsmengde",0
"Levert til ukjent behandling","Blandet avfall","2012","Avfallsmengde",0
"Levert til ukjent behandling","Blandet avfall","2013","Avfallsmengde",3
"Levert til ukjent behandling","Blandet avfall","2014","Avfallsmengde",388
"Levert til ukjent behandling","Blandet avfall","2015","Avfallsmengde",0
"Levert til ukjent behandling","Blandet avfall","2016","Avfallsmengde",2
"Levert til ukjent behandling","Blandet avfall","2017","Avfallsmengde",0
"Levert til ukjent behandling","Blandet avfall","2018","Avfallsmengde",0
"Levert til ukjent behandling","Blandet avfall","2019","Avfallsmengde",0
"Levert til ukjent behandling","Blandet avfall","2020","Avfallsmengde",0
"Levert til ukjent behandling","Blandet avfall","2021","Avfallsmengde",0
"Levert til ukjent behandling","Blandet avfall","2022","Avfallsmengde",0
"Levert til ukjent behandling","Blandet avfall","2023","Avfallsmengde",0
"Levert til ukjent behandling","Blandet avfall","2024","Avfallsmengde",0
"Levert til ukjent behandling","Andre materialer","2012","Avfallsmengde",114
"Levert til ukjent behandling","Andre materialer","2013","Avfallsmengde",20
"Levert til ukjent behandling","Andre materialer","2014","Avfallsmengde",86
"Levert til ukjent behandling","Andre materialer","2015","Avfallsmengde",3
"Levert til ukjent behandling","Andre materialer","2016","Avfallsmengde",66
"Levert til ukjent behandling","Andre materialer","2017","Avfallsmengde",0
"Levert til ukjent behandling","Andre materialer","2018","Avfallsmengde",0
"Levert til ukjent behandling","Andre materialer","2019","Avfallsmengde",0
"Levert til ukjent behandling","Andre materialer","2020","Avfallsmengde",0
"Levert til ukjent behandling","Andre materialer","2021","Avfallsmengde",0
"Levert til ukjent behandling","Andre materialer","2022","Avfallsmengde",0
"Levert til ukjent behandling","Andre materialer","2023","Avfallsmengde",0
"Levert til ukjent behandling","Andre materialer","2024","Avfallsmengde",0
"Levert til ukjent behandling","Lett forurensede masser","2012","Avfallsmengde",0
"Levert til ukjent behandling","Lett forurensede masser","2013","Avfallsmengde",0
"Levert til ukjent behandling","Lett forurensede masser","2014","Avfallsmengde",0
"Levert til ukjent behandling","Lett forurensede masser","2015","Avfallsmengde",0
"Levert til ukjent behandling","Lett forurensede masser","2016","Avfallsmengde",0
"Levert til ukjent behandling","Lett forurensede masser","2017","Avfallsmengde",0
"Levert til ukjent behandling","Lett forurensede masser","2018","Avfallsmengde",0
"Levert til ukjent behandling","Lett forurensede masser","2019","Avfallsmengde",0
"Levert til ukjent behandling","Lett forurensede masser","2020","Avfallsmengde",0
"Levert til ukjent behandling","Lett forurensede masser","2021","Avfallsmengde",0
"Levert til ukjent behandling","Lett forurensede masser","2022","Avfallsmengde",0
"Levert til ukjent behandling","Lett forurensede masser","2023","Avfallsmengde",0
"Levert til ukjent behandling","Lett forurensede masser","2024","Avfallsmengde",0
