"region","materiale","behandling","nedstrømsløsning","år","statistikkvariabel","13136: Avfall frå hushalda,"
"EAK Landet","0 I alt","Ialt","I alt","2015","Mengd (tonn)",2288135.5
"EAK Landet","0 I alt","Ialt","I alt","2016","Mengd (tonn)",2276919.6
"EAK Landet","0 I alt","Ialt","I alt","2017","Mengd (tonn)",2254846.6
"EAK Landet","0 I alt","Ialt","I alt","2018","Mengd (tonn)",2240096.0
"EAK Landet","0 I alt","Ialt","I alt","2019","Mengd (tonn)",2274906.3
"EAK Landet","0 I alt","Ialt","I alt","2020","Mengd (tonn)",2418459.0
"EAK Landet","0 I alt","Ialt","I alt","2021","Mengd (tonn)",2335812.0
"EAK Landet","0 I alt","Ialt","I alt","2022","Mengd (tonn)",2123818.0
"EAK Landet","0 I alt","Ialt","I alt","2023","Mengd (tonn)",2090294.0
"EAK Landet","0 I alt","Ialt","I alt","2024","Mengd (tonn)",2122764.0
"EAK Landet","0 I alt","Ialt","I alt","2025","Mengd (tonn)",1963540.0
"EAK Landet","0 I alt","Ialt","Henteordning","2015","Mengd (tonn)",.
"EAK Landet","0 I alt","Ialt","Henteordning","2016","Mengd (tonn)",.
"EAK Landet","0 I alt","Ialt","Henteordning","2017","Mengd (tonn)",.
"EAK Landet","0 I alt","Ialt","Henteordning","2018","Mengd (tonn)",.
"EAK Landet","0 I alt","Ialt","Henteordning","2019","Mengd (tonn)",.
"EAK Landet","0 I alt","Ialt","Henteordning","2020","Mengd (tonn)",1266228.0
"EAK Landet","0 I alt","Ialt","Henteordning","2021","Mengd (tonn)",1266309.0
"EAK Landet","0 I alt","Ialt","Henteordning","2022","Mengd (tonn)",1198904.0
"EAK Landet","0 I alt","Ialt","Henteordning","2023","Mengd (tonn)",1155028.0
"EAK Landet","0 I alt","Ialt","Henteordning","2024","Mengd (tonn)",1152074.0
"EAK Landet","0 I alt","Ialt","Henteordning","2025","Mengd (tonn)",1039823.0
"EAK Landet","0 I alt","Ialt","Gjenvinningsstasjon","2015","Mengd (tonn)",.
"EAK Landet","0 I alt","Ialt","Gjenvinningsstasjon","2016","Mengd (tonn)",.
"EAK Landet","0 I alt","Ialt","Gjenvinningsstasjon","2017","Mengd (tonn)",.
"EAK Landet","0 I alt","Ialt","Gjenvinningsstasjon","2018","Mengd (tonn)",.
"EAK Landet","0 I alt","Ialt","Gjenvinningsstasjon","2019","Mengd (tonn)",.
"EAK Landet","0 I alt","Ialt","Gjenvinningsstasjon","2020","Mengd (tonn)",1152231.0
"EAK Landet","0 I alt","Ialt","Gjenvinningsstasjon","2021","Mengd (tonn)",1069503.0
"EAK Landet","0 I alt","Ialt","Gjenvinningsstasjon","2022","Mengd (tonn)",924914.0
"EAK Landet","0 I alt","Ialt","Gjenvinningsstasjon","2023","Mengd (tonn)",935266.0
"EAK Landet","0 I alt","Ialt","Gjenvinningsstasjon","2024","Mengd (tonn)",970690.0
"EAK Landet","0 I alt","Ialt","Gjenvinningsstasjon","2025","Mengd (tonn)",923717.0
"EAK Landet","0 I alt","Materialgjenvinning","I alt","2015","Mengd (tonn)",527411.3
"EAK Landet","0 I alt","Materialgjenvinning","I alt","2016","Mengd (tonn)",535704.4
"EAK Landet","0 I alt","Materialgjenvinning","I alt","2017","Mengd (tonn)",547123.2
"EAK Landet","0 I alt","Materialgjenvinning","I alt","2018","Mengd (tonn)",545616.8
"EAK Landet","0 I alt","Materialgjenvinning","I alt","2019","Mengd (tonn)",561718.4
"EAK Landet","0 I alt","Materialgjenvinning","I alt","2020","Mengd (tonn)",631840.0
"EAK Landet","0 I alt","Materialgjenvinning","I alt","2021","Mengd (tonn)",634584.0
"EAK Landet","0 I alt","Materialgjenvinning","I alt","2022","Mengd (tonn)",586187.0
"EAK Landet","0 I alt","Materialgjenvinning","I alt","2023","Mengd (tonn)",569553.0
"EAK Landet","0 I alt","Materialgjenvinning","I alt","2024","Mengd (tonn)",588369.0
"EAK Landet","0 I alt","Materialgjenvinning","I alt","2025","Mengd (tonn)",600552.0
"EAK Landet","0 I alt","Materialgjenvinning","Henteordning","2015","Mengd (tonn)",.
"EAK Landet","0 I alt","Materialgjenvinning","Henteordning","2016","Mengd (tonn)",.
"EAK Landet","0 I alt","Materialgjenvinning","Henteordning","2017","Mengd (tonn)",.
"EAK Landet","0 I alt","Materialgjenvinning","Henteordning","2018","Mengd (tonn)",.
"EAK Landet","0 I alt","Materialgjenvinning","Henteordning","2019","Mengd (tonn)",.
"EAK Landet","0 I alt","Materialgjenvinning","Henteordning","2020","Mengd (tonn)",316528.0
"EAK Landet","0 I alt","Materialgjenvinning","Henteordning","2021","Mengd (tonn)",324945.0
"EAK Landet","0 I alt","Materialgjenvinning","Henteordning","2022","Mengd (tonn)",298590.0
"EAK Landet","0 I alt","Materialgjenvinning","Henteordning","2023","Mengd (tonn)",277979.0
"EAK Landet","0 I alt","Materialgjenvinning","Henteordning","2024","Mengd (tonn)",274193.0
"EAK Landet","0 I alt","Materialgjenvinning","Henteordning","2025","Mengd (tonn)",260425.0
"EAK Landet","0 I alt","Materialgjenvinning","Gjenvinningsstasjon","2015","Mengd (tonn)",.
"EAK Landet","0 I alt","Materialgjenvinning","Gjenvinningsstasjon","2016","Mengd (tonn)",.
"EAK Landet","0 I alt","Materialgjenvinning","Gjenvinningsstasjon","2017","Mengd (tonn)",.
"EAK Landet","0 I alt","Materialgjenvinning","Gjenvinningsstasjon","2018","Mengd (tonn)",.
"EAK Landet","0 I alt","Materialgjenvinning","Gjenvinningsstasjon","2019","Mengd (tonn)",.
"EAK Landet","0 I alt","Materialgjenvinning","Gjenvinningsstasjon","2020","Mengd (tonn)",315312.0
"EAK Landet","0 I alt","Materialgjenvinning","Gjenvinningsstasjon","2021","Mengd (tonn)",309639.0
"EAK Landet","0 I alt","Materialgjenvinning","Gjenvinningsstasjon","2022","Mengd (tonn)",287597.0
"EAK Landet","0 I alt","Materialgjenvinning","Gjenvinningsstasjon","2023","Mengd (tonn)",291574.0
"EAK Landet","0 I alt","Materialgjenvinning","Gjenvinningsstasjon","2024","Mengd (tonn)",314176.0
"EAK Landet","0 I alt","Materialgjenvinning","Gjenvinningsstasjon","2025","Mengd (tonn)",340127.0
"EAK Landet","0 I alt","Forbrenning","I alt","2015","Mengd (tonn)",1322783.6
"EAK Landet","0 I alt","Forbrenning","I alt","2016","Mengd (tonn)",1322482.2
"EAK Landet","0 I alt","Forbrenning","I alt","2017","Mengd (tonn)",1282927.9
"EAK Landet","0 I alt","Forbrenning","I alt","2018","Mengd (tonn)",1245144.3
"EAK Landet","0 I alt","Forbrenning","I alt","2019","Mengd (tonn)",1233566.3
"EAK Landet","0 I alt","Forbrenning","I alt","2020","Mengd (tonn)",1278844.0
"EAK Landet","0 I alt","Forbrenning","I alt","2021","Mengd (tonn)",1225980.0
"EAK Landet","0 I alt","Forbrenning","I alt","2022","Mengd (tonn)",1095301.0
"EAK Landet","0 I alt","Forbrenning","I alt","2023","Mengd (tonn)",1059184.0
"EAK Landet","0 I alt","Forbrenning","I alt","2024","Mengd (tonn)",1050466.0
"EAK Landet","0 I alt","Forbrenning","I alt","2025","Mengd (tonn)",914756.0
"EAK Landet","0 I alt","Forbrenning","Henteordning","2015","Mengd (tonn)",.
"EAK Landet","0 I alt","Forbrenning","Henteordning","2016","Mengd (tonn)",.
"EAK Landet","0 I alt","Forbrenning","Henteordning","2017","Mengd (tonn)",.
"EAK Landet","0 I alt","Forbrenning","Henteordning","2018","Mengd (tonn)",.
"EAK Landet","0 I alt","Forbrenning","Henteordning","2019","Mengd (tonn)",.
"EAK Landet","0 I alt","Forbrenning","Henteordning","2020","Mengd (tonn)",730702.0
"EAK Landet","0 I alt","Forbrenning","Henteordning","2021","Mengd (tonn)",712310.0
"EAK Landet","0 I alt","Forbrenning","Henteordning","2022","Mengd (tonn)",673384.0
"EAK Landet","0 I alt","Forbrenning","Henteordning","2023","Mengd (tonn)",642044.0
"EAK Landet","0 I alt","Forbrenning","Henteordning","2024","Mengd (tonn)",629528.0
"EAK Landet","0 I alt","Forbrenning","Henteordning","2025","Mengd (tonn)",542736.0
"EAK Landet","0 I alt","Forbrenning","Gjenvinningsstasjon","2015","Mengd (tonn)",.
"EAK Landet","0 I alt","Forbrenning","Gjenvinningsstasjon","2016","Mengd (tonn)",.
"EAK Landet","0 I alt","Forbrenning","Gjenvinningsstasjon","2017","Mengd (tonn)",.
"EAK Landet","0 I alt","Forbrenning","Gjenvinningsstasjon","2018","Mengd (tonn)",.
"EAK Landet","0 I alt","Forbrenning","Gjenvinningsstasjon","2019","Mengd (tonn)",.
"EAK Landet","0 I alt","Forbrenning","Gjenvinningsstasjon","2020","Mengd (tonn)",548142.0
"EAK Landet","0 I alt","Forbrenning","Gjenvinningsstasjon","2021","Mengd (tonn)",513670.0
"EAK Landet","0 I alt","Forbrenning","Gjenvinningsstasjon","2022","Mengd (tonn)",421917.0
"EAK Landet","0 I alt","Forbrenning","Gjenvinningsstasjon","2023","Mengd (tonn)",417140.0
"EAK Landet","0 I alt","Forbrenning","Gjenvinningsstasjon","2024","Mengd (tonn)",420938.0
"EAK Landet","0 I alt","Forbrenning","Gjenvinningsstasjon","2025","Mengd (tonn)",372020.0
"EAK Landet","0 I alt","Deponi","I alt","2015","Mengd (tonn)",67891.0
"EAK Landet","0 I alt","Deponi","I alt","2016","Mengd (tonn)",64578.9
"EAK Landet","0 I alt","Deponi","I alt","2017","Mengd (tonn)",71617.5
"EAK Landet","0 I alt","Deponi","I alt","2018","Mengd (tonn)",88539.3
"EAK Landet","0 I alt","Deponi","I alt","2019","Mengd (tonn)",99448.7
"EAK Landet","0 I alt","Deponi","I alt","2020","Mengd (tonn)",126055.0
"EAK Landet","0 I alt","Deponi","I alt","2021","Mengd (tonn)",85100.0
"EAK Landet","0 I alt","Deponi","I alt","2022","Mengd (tonn)",72972.0
"EAK Landet","0 I alt","Deponi","I alt","2023","Mengd (tonn)",71900.0
"EAK Landet","0 I alt","Deponi","I alt","2024","Mengd (tonn)",74477.0
"EAK Landet","0 I alt","Deponi","I alt","2025","Mengd (tonn)",65500.0
"EAK Landet","0 I alt","Deponi","Henteordning","2015","Mengd (tonn)",.
"EAK Landet","0 I alt","Deponi","Henteordning","2016","Mengd (tonn)",.
"EAK Landet","0 I alt","Deponi","Henteordning","2017","Mengd (tonn)",.
"EAK Landet","0 I alt","Deponi","Henteordning","2018","Mengd (tonn)",.
"EAK Landet","0 I alt","Deponi","Henteordning","2019","Mengd (tonn)",.
"EAK Landet","0 I alt","Deponi","Henteordning","2020","Mengd (tonn)",2062.0
"EAK Landet","0 I alt","Deponi","Henteordning","2021","Mengd (tonn)",6827.0
"EAK Landet","0 I alt","Deponi","Henteordning","2022","Mengd (tonn)",1430.0
"EAK Landet","0 I alt","Deponi","Henteordning","2023","Mengd (tonn)",4.0
"EAK Landet","0 I alt","Deponi","Henteordning","2024","Mengd (tonn)",0.0
"EAK Landet","0 I alt","Deponi","Henteordning","2025","Mengd (tonn)",318.0
"EAK Landet","0 I alt","Deponi","Gjenvinningsstasjon","2015","Mengd (tonn)",.
"EAK Landet","0 I alt","Deponi","Gjenvinningsstasjon","2016","Mengd (tonn)",.
"EAK Landet","0 I alt","Deponi","Gjenvinningsstasjon","2017","Mengd (tonn)",.
"EAK Landet","0 I alt","Deponi","Gjenvinningsstasjon","2018","Mengd (tonn)",.
"EAK Landet","0 I alt","Deponi","Gjenvinningsstasjon","2019","Mengd (tonn)",.
"EAK Landet","0 I alt","Deponi","Gjenvinningsstasjon","2020","Mengd (tonn)",123993.0
"EAK Landet","0 I alt","Deponi","Gjenvinningsstasjon","2021","Mengd (tonn)",78273.0
"EAK Landet","0 I alt","Deponi","Gjenvinningsstasjon","2022","Mengd (tonn)",71542.0
"EAK Landet","0 I alt","Deponi","Gjenvinningsstasjon","2023","Mengd (tonn)",71896.0
"EAK Landet","0 I alt","Deponi","Gjenvinningsstasjon","2024","Mengd (tonn)",74477.0
"EAK Landet","0 I alt","Deponi","Gjenvinningsstasjon","2025","Mengd (tonn)",65182.0
"EAK Landet","0 I alt","Biogassproduksjon","I alt","2015","Mengd (tonn)",93538.3
"EAK Landet","0 I alt","Biogassproduksjon","I alt","2016","Mengd (tonn)",104580.9
"EAK Landet","0 I alt","Biogassproduksjon","I alt","2017","Mengd (tonn)",108028.7
"EAK Landet","0 I alt","Biogassproduksjon","I alt","2018","Mengd (tonn)",120089.5
"EAK Landet","0 I alt","Biogassproduksjon","I alt","2019","Mengd (tonn)",160785.8
"EAK Landet","0 I alt","Biogassproduksjon","I alt","2020","Mengd (tonn)",157460.0
"EAK Landet","0 I alt","Biogassproduksjon","I alt","2021","Mengd (tonn)",163792.0
"EAK Landet","0 I alt","Biogassproduksjon","I alt","2022","Mengd (tonn)",157247.0
"EAK Landet","0 I alt","Biogassproduksjon","I alt","2023","Mengd (tonn)",171669.0
"EAK Landet","0 I alt","Biogassproduksjon","I alt","2024","Mengd (tonn)",183711.0
"EAK Landet","0 I alt","Biogassproduksjon","I alt","2025","Mengd (tonn)",185178.0
"EAK Landet","0 I alt","Biogassproduksjon","Henteordning","2015","Mengd (tonn)",.
"EAK Landet","0 I alt","Biogassproduksjon","Henteordning","2016","Mengd (tonn)",.
"EAK Landet","0 I alt","Biogassproduksjon","Henteordning","2017","Mengd (tonn)",.
"EAK Landet","0 I alt","Biogassproduksjon","Henteordning","2018","Mengd (tonn)",.
"EAK Landet","0 I alt","Biogassproduksjon","Henteordning","2019","Mengd (tonn)",.
"EAK Landet","0 I alt","Biogassproduksjon","Henteordning","2020","Mengd (tonn)",157396.0
"EAK Landet","0 I alt","Biogassproduksjon","Henteordning","2021","Mengd (tonn)",163767.0
"EAK Landet","0 I alt","Biogassproduksjon","Henteordning","2022","Mengd (tonn)",157224.0
"EAK Landet","0 I alt","Biogassproduksjon","Henteordning","2023","Mengd (tonn)",170512.0
"EAK Landet","0 I alt","Biogassproduksjon","Henteordning","2024","Mengd (tonn)",183690.0
"EAK Landet","0 I alt","Biogassproduksjon","Henteordning","2025","Mengd (tonn)",184170.0
"EAK Landet","0 I alt","Biogassproduksjon","Gjenvinningsstasjon","2015","Mengd (tonn)",.
"EAK Landet","0 I alt","Biogassproduksjon","Gjenvinningsstasjon","2016","Mengd (tonn)",.
"EAK Landet","0 I alt","Biogassproduksjon","Gjenvinningsstasjon","2017","Mengd (tonn)",.
"EAK Landet","0 I alt","Biogassproduksjon","Gjenvinningsstasjon","2018","Mengd (tonn)",.
"EAK Landet","0 I alt","Biogassproduksjon","Gjenvinningsstasjon","2019","Mengd (tonn)",.
"EAK Landet","0 I alt","Biogassproduksjon","Gjenvinningsstasjon","2020","Mengd (tonn)",64.0
"EAK Landet","0 I alt","Biogassproduksjon","Gjenvinningsstasjon","2021","Mengd (tonn)",25.0
"EAK Landet","0 I alt","Biogassproduksjon","Gjenvinningsstasjon","2022","Mengd (tonn)",23.0
"EAK Landet","0 I alt","Biogassproduksjon","Gjenvinningsstasjon","2023","Mengd (tonn)",1157.0
"EAK Landet","0 I alt","Biogassproduksjon","Gjenvinningsstasjon","2024","Mengd (tonn)",21.0
"EAK Landet","0 I alt","Biogassproduksjon","Gjenvinningsstasjon","2025","Mengd (tonn)",1008.0
"EAK Landet","0 I alt","Kompostering","I alt","2015","Mengd (tonn)",245745.0
"EAK Landet","0 I alt","Kompostering","I alt","2016","Mengd (tonn)",227495.4
"EAK Landet","0 I alt","Kompostering","I alt","2017","Mengd (tonn)",224428.4
"EAK Landet","0 I alt","Kompostering","I alt","2018","Mengd (tonn)",225738.6
"EAK Landet","0 I alt","Kompostering","I alt","2019","Mengd (tonn)",203892.7
"EAK Landet","0 I alt","Kompostering","I alt","2020","Mengd (tonn)",204786.0
"EAK Landet","0 I alt","Kompostering","I alt","2021","Mengd (tonn)",211766.0
"EAK Landet","0 I alt","Kompostering","I alt","2022","Mengd (tonn)",184764.0
"EAK Landet","0 I alt","Kompostering","I alt","2023","Mengd (tonn)",201606.0
"EAK Landet","0 I alt","Kompostering","I alt","2024","Mengd (tonn)",211233.0
"EAK Landet","0 I alt","Kompostering","I alt","2025","Mengd (tonn)",183440.0
"EAK Landet","0 I alt","Kompostering","Henteordning","2015","Mengd (tonn)",.
"EAK Landet","0 I alt","Kompostering","Henteordning","2016","Mengd (tonn)",.
"EAK Landet","0 I alt","Kompostering","Henteordning","2017","Mengd (tonn)",.
"EAK Landet","0 I alt","Kompostering","Henteordning","2018","Mengd (tonn)",.
"EAK Landet","0 I alt","Kompostering","Henteordning","2019","Mengd (tonn)",.
"EAK Landet","0 I alt","Kompostering","Henteordning","2020","Mengd (tonn)",49701.0
"EAK Landet","0 I alt","Kompostering","Henteordning","2021","Mengd (tonn)",50107.0
"EAK Landet","0 I alt","Kompostering","Henteordning","2022","Mengd (tonn)",48062.0
"EAK Landet","0 I alt","Kompostering","Henteordning","2023","Mengd (tonn)",54557.0
"EAK Landet","0 I alt","Kompostering","Henteordning","2024","Mengd (tonn)",54502.0
"EAK Landet","0 I alt","Kompostering","Henteordning","2025","Mengd (tonn)",42146.0
"EAK Landet","0 I alt","Kompostering","Gjenvinningsstasjon","2015","Mengd (tonn)",.
"EAK Landet","0 I alt","Kompostering","Gjenvinningsstasjon","2016","Mengd (tonn)",.
"EAK Landet","0 I alt","Kompostering","Gjenvinningsstasjon","2017","Mengd (tonn)",.
"EAK Landet","0 I alt","Kompostering","Gjenvinningsstasjon","2018","Mengd (tonn)",.
"EAK Landet","0 I alt","Kompostering","Gjenvinningsstasjon","2019","Mengd (tonn)",.
"EAK Landet","0 I alt","Kompostering","Gjenvinningsstasjon","2020","Mengd (tonn)",155085.0
"EAK Landet","0 I alt","Kompostering","Gjenvinningsstasjon","2021","Mengd (tonn)",161659.0
"EAK Landet","0 I alt","Kompostering","Gjenvinningsstasjon","2022","Mengd (tonn)",136702.0
"EAK Landet","0 I alt","Kompostering","Gjenvinningsstasjon","2023","Mengd (tonn)",147049.0
"EAK Landet","0 I alt","Kompostering","Gjenvinningsstasjon","2024","Mengd (tonn)",156731.0
"EAK Landet","0 I alt","Kompostering","Gjenvinningsstasjon","2025","Mengd (tonn)",141294.0
"EAK Landet","0 I alt","Annet","I alt","2015","Mengd (tonn)",30766.3
"EAK Landet","0 I alt","Annet","I alt","2016","Mengd (tonn)",22077.8
"EAK Landet","0 I alt","Annet","I alt","2017","Mengd (tonn)",20720.8
"EAK Landet","0 I alt","Annet","I alt","2018","Mengd (tonn)",14967.4
"EAK Landet","0 I alt","Annet","I alt","2019","Mengd (tonn)",15494.4
"EAK Landet","0 I alt","Annet","I alt","2020","Mengd (tonn)",19474.0
"EAK Landet","0 I alt","Annet","I alt","2021","Mengd (tonn)",14590.0
"EAK Landet","0 I alt","Annet","I alt","2022","Mengd (tonn)",27347.0
"EAK Landet","0 I alt","Annet","I alt","2023","Mengd (tonn)",16382.0
"EAK Landet","0 I alt","Annet","I alt","2024","Mengd (tonn)",14508.0
"EAK Landet","0 I alt","Annet","I alt","2025","Mengd (tonn)",14114.0
"EAK Landet","0 I alt","Annet","Henteordning","2015","Mengd (tonn)",.
"EAK Landet","0 I alt","Annet","Henteordning","2016","Mengd (tonn)",.
"EAK Landet","0 I alt","Annet","Henteordning","2017","Mengd (tonn)",.
"EAK Landet","0 I alt","Annet","Henteordning","2018","Mengd (tonn)",.
"EAK Landet","0 I alt","Annet","Henteordning","2019","Mengd (tonn)",.
"EAK Landet","0 I alt","Annet","Henteordning","2020","Mengd (tonn)",9839.0
"EAK Landet","0 I alt","Annet","Henteordning","2021","Mengd (tonn)",8353.0
"EAK Landet","0 I alt","Annet","Henteordning","2022","Mengd (tonn)",20214.0
"EAK Landet","0 I alt","Annet","Henteordning","2023","Mengd (tonn)",9932.0
"EAK Landet","0 I alt","Annet","Henteordning","2024","Mengd (tonn)",10161.0
"EAK Landet","0 I alt","Annet","Henteordning","2025","Mengd (tonn)",10028.0
"EAK Landet","0 I alt","Annet","Gjenvinningsstasjon","2015","Mengd (tonn)",.
"EAK Landet","0 I alt","Annet","Gjenvinningsstasjon","2016","Mengd (tonn)",.
"EAK Landet","0 I alt","Annet","Gjenvinningsstasjon","2017","Mengd (tonn)",.
"EAK Landet","0 I alt","Annet","Gjenvinningsstasjon","2018","Mengd (tonn)",.
"EAK Landet","0 I alt","Annet","Gjenvinningsstasjon","2019","Mengd (tonn)",.
"EAK Landet","0 I alt","Annet","Gjenvinningsstasjon","2020","Mengd (tonn)",9635.0
"EAK Landet","0 I alt","Annet","Gjenvinningsstasjon","2021","Mengd (tonn)",6237.0
"EAK Landet","0 I alt","Annet","Gjenvinningsstasjon","2022","Mengd (tonn)",7133.0
"EAK Landet","0 I alt","Annet","Gjenvinningsstasjon","2023","Mengd (tonn)",6450.0
"EAK Landet","0 I alt","Annet","Gjenvinningsstasjon","2024","Mengd (tonn)",4347.0
"EAK Landet","0 I alt","Annet","Gjenvinningsstasjon","2025","Mengd (tonn)",4086.0
"EAK Landet","1 Restavfall","Ialt","I alt","2015","Mengd (tonn)",985822.5
"EAK Landet","1 Restavfall","Ialt","I alt","2016","Mengd (tonn)",977103.8
"EAK Landet","1 Restavfall","Ialt","I alt","2017","Mengd (tonn)",943061.2
"EAK Landet","1 Restavfall","Ialt","I alt","2018","Mengd (tonn)",926351.3
"EAK Landet","1 Restavfall","Ialt","I alt","2019","Mengd (tonn)",901263.1
"EAK Landet","1 Restavfall","Ialt","I alt","2020","Mengd (tonn)",958339.0
"EAK Landet","1 Restavfall","Ialt","I alt","2021","Mengd (tonn)",918937.0
"EAK Landet","1 Restavfall","Ialt","I alt","2022","Mengd (tonn)",876707.0
"EAK Landet","1 Restavfall","Ialt","I alt","2023","Mengd (tonn)",851826.0
"EAK Landet","1 Restavfall","Ialt","I alt","2024","Mengd (tonn)",841004.0
"EAK Landet","1 Restavfall","Ialt","I alt","2025","Mengd (tonn)",744146.0
"EAK Landet","1 Restavfall","Ialt","Henteordning","2015","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Ialt","Henteordning","2016","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Ialt","Henteordning","2017","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Ialt","Henteordning","2018","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Ialt","Henteordning","2019","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Ialt","Henteordning","2020","Mengd (tonn)",732198.0
"EAK Landet","1 Restavfall","Ialt","Henteordning","2021","Mengd (tonn)",704084.0
"EAK Landet","1 Restavfall","Ialt","Henteordning","2022","Mengd (tonn)",674565.0
"EAK Landet","1 Restavfall","Ialt","Henteordning","2023","Mengd (tonn)",650132.0
"EAK Landet","1 Restavfall","Ialt","Henteordning","2024","Mengd (tonn)",633987.0
"EAK Landet","1 Restavfall","Ialt","Henteordning","2025","Mengd (tonn)",552409.0
"EAK Landet","1 Restavfall","Ialt","Gjenvinningsstasjon","2015","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Ialt","Gjenvinningsstasjon","2016","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Ialt","Gjenvinningsstasjon","2017","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Ialt","Gjenvinningsstasjon","2018","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Ialt","Gjenvinningsstasjon","2019","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Ialt","Gjenvinningsstasjon","2020","Mengd (tonn)",226141.0
"EAK Landet","1 Restavfall","Ialt","Gjenvinningsstasjon","2021","Mengd (tonn)",214853.0
"EAK Landet","1 Restavfall","Ialt","Gjenvinningsstasjon","2022","Mengd (tonn)",202142.0
"EAK Landet","1 Restavfall","Ialt","Gjenvinningsstasjon","2023","Mengd (tonn)",201694.0
"EAK Landet","1 Restavfall","Ialt","Gjenvinningsstasjon","2024","Mengd (tonn)",207017.0
"EAK Landet","1 Restavfall","Ialt","Gjenvinningsstasjon","2025","Mengd (tonn)",191737.0
"EAK Landet","1 Restavfall","Materialgjenvinning","I alt","2015","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Materialgjenvinning","I alt","2016","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Materialgjenvinning","I alt","2017","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Materialgjenvinning","I alt","2018","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Materialgjenvinning","I alt","2019","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Materialgjenvinning","I alt","2020","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Materialgjenvinning","I alt","2021","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Materialgjenvinning","I alt","2022","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Materialgjenvinning","I alt","2023","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Materialgjenvinning","I alt","2024","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Materialgjenvinning","I alt","2025","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Materialgjenvinning","Henteordning","2015","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Materialgjenvinning","Henteordning","2016","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Materialgjenvinning","Henteordning","2017","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Materialgjenvinning","Henteordning","2018","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Materialgjenvinning","Henteordning","2019","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Materialgjenvinning","Henteordning","2020","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Materialgjenvinning","Henteordning","2021","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Materialgjenvinning","Henteordning","2022","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Materialgjenvinning","Henteordning","2023","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Materialgjenvinning","Henteordning","2024","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Materialgjenvinning","Henteordning","2025","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Materialgjenvinning","Gjenvinningsstasjon","2015","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Materialgjenvinning","Gjenvinningsstasjon","2016","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Materialgjenvinning","Gjenvinningsstasjon","2017","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Materialgjenvinning","Gjenvinningsstasjon","2018","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Materialgjenvinning","Gjenvinningsstasjon","2019","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Materialgjenvinning","Gjenvinningsstasjon","2020","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Materialgjenvinning","Gjenvinningsstasjon","2021","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Materialgjenvinning","Gjenvinningsstasjon","2022","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Materialgjenvinning","Gjenvinningsstasjon","2023","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Materialgjenvinning","Gjenvinningsstasjon","2024","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Materialgjenvinning","Gjenvinningsstasjon","2025","Mengd (tonn)",.
"EAK Landet","1 Restavfall","Forbrenning","I alt","2015","Mengd (tonn)",958731.3
"EAK Landet","1 Restavfall","Forbrenning","I alt","2016","Mengd (tonn)",956287.9
"EAK Landet","1 Restavfall","Forbrenning","I alt","2017","Mengd (tonn)",916666.9
"EAK Landet","1 Restavfall","Forbrenning","I alt","2018","Mengd (tonn)",904845.2
"EAK Landet","1 Restavfall","Forbrenning","I alt","2019","Mengd (tonn)",879968.6
"EAK Landet","1 Restavfall","Forbrenning","I alt","2020","Mengd (tonn)",920672.0
