"region","materiale","behandling","nedstrømsløsning","år","statistikkvariabel","13136: Avfall frå hushalda,"
"EAKUO Landet uten Oslo","2.03 Plast","Materialgjenvinning","I alt","2019","Mengd (tonn)",42910.6
"EAKUO Landet uten Oslo","2.03 Plast","Materialgjenvinning","I alt","2020","Mengd (tonn)",48908.0
"EAKUO Landet uten Oslo","2.03 Plast","Materialgjenvinning","I alt","2021","Mengd (tonn)",51829.0
"EAKUO Landet uten Oslo","2.03 Plast","Materialgjenvinning","I alt","2022","Mengd (tonn)",44614.0
"EAKUO Landet uten Oslo","2.03 Plast","Materialgjenvinning","I alt","2023","Mengd (tonn)",46101.0
"EAKUO Landet uten Oslo","2.03 Plast","Materialgjenvinning","I alt","2024","Mengd (tonn)",46831.0
"EAKUO Landet uten Oslo","2.03 Plast","Materialgjenvinning","I alt","2025","Mengd (tonn)",46211.0
"EAKUO Landet uten Oslo","2.03 Plast","Materialgjenvinning","Henteordning","2015","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Materialgjenvinning","Henteordning","2016","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Materialgjenvinning","Henteordning","2017","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Materialgjenvinning","Henteordning","2018","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Materialgjenvinning","Henteordning","2019","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Materialgjenvinning","Henteordning","2020","Mengd (tonn)",40582.0
"EAKUO Landet uten Oslo","2.03 Plast","Materialgjenvinning","Henteordning","2021","Mengd (tonn)",40969.0
"EAKUO Landet uten Oslo","2.03 Plast","Materialgjenvinning","Henteordning","2022","Mengd (tonn)",36299.0
"EAKUO Landet uten Oslo","2.03 Plast","Materialgjenvinning","Henteordning","2023","Mengd (tonn)",35140.0
"EAKUO Landet uten Oslo","2.03 Plast","Materialgjenvinning","Henteordning","2024","Mengd (tonn)",35388.0
"EAKUO Landet uten Oslo","2.03 Plast","Materialgjenvinning","Henteordning","2025","Mengd (tonn)",34311.0
"EAKUO Landet uten Oslo","2.03 Plast","Materialgjenvinning","Gjenvinningsstasjon","2015","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Materialgjenvinning","Gjenvinningsstasjon","2016","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Materialgjenvinning","Gjenvinningsstasjon","2017","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Materialgjenvinning","Gjenvinningsstasjon","2018","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Materialgjenvinning","Gjenvinningsstasjon","2019","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Materialgjenvinning","Gjenvinningsstasjon","2020","Mengd (tonn)",8326.0
"EAKUO Landet uten Oslo","2.03 Plast","Materialgjenvinning","Gjenvinningsstasjon","2021","Mengd (tonn)",10860.0
"EAKUO Landet uten Oslo","2.03 Plast","Materialgjenvinning","Gjenvinningsstasjon","2022","Mengd (tonn)",8315.0
"EAKUO Landet uten Oslo","2.03 Plast","Materialgjenvinning","Gjenvinningsstasjon","2023","Mengd (tonn)",10961.0
"EAKUO Landet uten Oslo","2.03 Plast","Materialgjenvinning","Gjenvinningsstasjon","2024","Mengd (tonn)",11443.0
"EAKUO Landet uten Oslo","2.03 Plast","Materialgjenvinning","Gjenvinningsstasjon","2025","Mengd (tonn)",11900.0
"EAKUO Landet uten Oslo","2.03 Plast","Forbrenning","I alt","2015","Mengd (tonn)",1562.0
"EAKUO Landet uten Oslo","2.03 Plast","Forbrenning","I alt","2016","Mengd (tonn)",1374.9
"EAKUO Landet uten Oslo","2.03 Plast","Forbrenning","I alt","2017","Mengd (tonn)",1310.9
"EAKUO Landet uten Oslo","2.03 Plast","Forbrenning","I alt","2018","Mengd (tonn)",1052.5
"EAKUO Landet uten Oslo","2.03 Plast","Forbrenning","I alt","2019","Mengd (tonn)",4064.0
"EAKUO Landet uten Oslo","2.03 Plast","Forbrenning","I alt","2020","Mengd (tonn)",4639.0
"EAKUO Landet uten Oslo","2.03 Plast","Forbrenning","I alt","2021","Mengd (tonn)",5882.0
"EAKUO Landet uten Oslo","2.03 Plast","Forbrenning","I alt","2022","Mengd (tonn)",3416.0
"EAKUO Landet uten Oslo","2.03 Plast","Forbrenning","I alt","2023","Mengd (tonn)",847.0
"EAKUO Landet uten Oslo","2.03 Plast","Forbrenning","I alt","2024","Mengd (tonn)",1108.0
"EAKUO Landet uten Oslo","2.03 Plast","Forbrenning","I alt","2025","Mengd (tonn)",1222.0
"EAKUO Landet uten Oslo","2.03 Plast","Forbrenning","Henteordning","2015","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Forbrenning","Henteordning","2016","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Forbrenning","Henteordning","2017","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Forbrenning","Henteordning","2018","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Forbrenning","Henteordning","2019","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Forbrenning","Henteordning","2020","Mengd (tonn)",2482.0
"EAKUO Landet uten Oslo","2.03 Plast","Forbrenning","Henteordning","2021","Mengd (tonn)",4734.0
"EAKUO Landet uten Oslo","2.03 Plast","Forbrenning","Henteordning","2022","Mengd (tonn)",2455.0
"EAKUO Landet uten Oslo","2.03 Plast","Forbrenning","Henteordning","2023","Mengd (tonn)",123.0
"EAKUO Landet uten Oslo","2.03 Plast","Forbrenning","Henteordning","2024","Mengd (tonn)",397.0
"EAKUO Landet uten Oslo","2.03 Plast","Forbrenning","Henteordning","2025","Mengd (tonn)",49.0
"EAKUO Landet uten Oslo","2.03 Plast","Forbrenning","Gjenvinningsstasjon","2015","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Forbrenning","Gjenvinningsstasjon","2016","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Forbrenning","Gjenvinningsstasjon","2017","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Forbrenning","Gjenvinningsstasjon","2018","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Forbrenning","Gjenvinningsstasjon","2019","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Forbrenning","Gjenvinningsstasjon","2020","Mengd (tonn)",2157.0
"EAKUO Landet uten Oslo","2.03 Plast","Forbrenning","Gjenvinningsstasjon","2021","Mengd (tonn)",1148.0
"EAKUO Landet uten Oslo","2.03 Plast","Forbrenning","Gjenvinningsstasjon","2022","Mengd (tonn)",961.0
"EAKUO Landet uten Oslo","2.03 Plast","Forbrenning","Gjenvinningsstasjon","2023","Mengd (tonn)",724.0
"EAKUO Landet uten Oslo","2.03 Plast","Forbrenning","Gjenvinningsstasjon","2024","Mengd (tonn)",711.0
"EAKUO Landet uten Oslo","2.03 Plast","Forbrenning","Gjenvinningsstasjon","2025","Mengd (tonn)",1173.0
"EAKUO Landet uten Oslo","2.03 Plast","Deponi","I alt","2015","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Deponi","I alt","2016","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Deponi","I alt","2017","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Deponi","I alt","2018","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Deponi","I alt","2019","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Deponi","I alt","2020","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Deponi","I alt","2021","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Deponi","I alt","2022","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Deponi","I alt","2023","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Deponi","I alt","2024","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Deponi","I alt","2025","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Deponi","Henteordning","2015","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Deponi","Henteordning","2016","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Deponi","Henteordning","2017","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Deponi","Henteordning","2018","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Deponi","Henteordning","2019","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Deponi","Henteordning","2020","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Deponi","Henteordning","2021","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Deponi","Henteordning","2022","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Deponi","Henteordning","2023","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Deponi","Henteordning","2024","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Deponi","Henteordning","2025","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Deponi","Gjenvinningsstasjon","2015","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Deponi","Gjenvinningsstasjon","2016","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Deponi","Gjenvinningsstasjon","2017","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Deponi","Gjenvinningsstasjon","2018","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Deponi","Gjenvinningsstasjon","2019","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Deponi","Gjenvinningsstasjon","2020","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Deponi","Gjenvinningsstasjon","2021","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Deponi","Gjenvinningsstasjon","2022","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Deponi","Gjenvinningsstasjon","2023","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Deponi","Gjenvinningsstasjon","2024","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Deponi","Gjenvinningsstasjon","2025","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Biogassproduksjon","I alt","2015","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Biogassproduksjon","I alt","2016","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Biogassproduksjon","I alt","2017","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Biogassproduksjon","I alt","2018","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Biogassproduksjon","I alt","2019","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Biogassproduksjon","I alt","2020","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Biogassproduksjon","I alt","2021","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Biogassproduksjon","I alt","2022","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Biogassproduksjon","I alt","2023","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Biogassproduksjon","I alt","2024","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Biogassproduksjon","I alt","2025","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Biogassproduksjon","Henteordning","2015","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Biogassproduksjon","Henteordning","2016","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Biogassproduksjon","Henteordning","2017","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Biogassproduksjon","Henteordning","2018","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Biogassproduksjon","Henteordning","2019","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Biogassproduksjon","Henteordning","2020","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Biogassproduksjon","Henteordning","2021","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Biogassproduksjon","Henteordning","2022","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Biogassproduksjon","Henteordning","2023","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Biogassproduksjon","Henteordning","2024","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Biogassproduksjon","Henteordning","2025","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Biogassproduksjon","Gjenvinningsstasjon","2015","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Biogassproduksjon","Gjenvinningsstasjon","2016","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Biogassproduksjon","Gjenvinningsstasjon","2017","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Biogassproduksjon","Gjenvinningsstasjon","2018","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Biogassproduksjon","Gjenvinningsstasjon","2019","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Biogassproduksjon","Gjenvinningsstasjon","2020","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Biogassproduksjon","Gjenvinningsstasjon","2021","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Biogassproduksjon","Gjenvinningsstasjon","2022","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Biogassproduksjon","Gjenvinningsstasjon","2023","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Biogassproduksjon","Gjenvinningsstasjon","2024","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Biogassproduksjon","Gjenvinningsstasjon","2025","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Kompostering","I alt","2015","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Kompostering","I alt","2016","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Kompostering","I alt","2017","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Kompostering","I alt","2018","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Kompostering","I alt","2019","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Kompostering","I alt","2020","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Kompostering","I alt","2021","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Kompostering","I alt","2022","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Kompostering","I alt","2023","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Kompostering","I alt","2024","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Kompostering","I alt","2025","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Kompostering","Henteordning","2015","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Kompostering","Henteordning","2016","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Kompostering","Henteordning","2017","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Kompostering","Henteordning","2018","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Kompostering","Henteordning","2019","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Kompostering","Henteordning","2020","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Kompostering","Henteordning","2021","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Kompostering","Henteordning","2022","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Kompostering","Henteordning","2023","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Kompostering","Henteordning","2024","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Kompostering","Henteordning","2025","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Kompostering","Gjenvinningsstasjon","2015","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Kompostering","Gjenvinningsstasjon","2016","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Kompostering","Gjenvinningsstasjon","2017","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Kompostering","Gjenvinningsstasjon","2018","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Kompostering","Gjenvinningsstasjon","2019","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Kompostering","Gjenvinningsstasjon","2020","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Kompostering","Gjenvinningsstasjon","2021","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Kompostering","Gjenvinningsstasjon","2022","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Kompostering","Gjenvinningsstasjon","2023","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Kompostering","Gjenvinningsstasjon","2024","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Kompostering","Gjenvinningsstasjon","2025","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Annet","I alt","2015","Mengd (tonn)",54.0
"EAKUO Landet uten Oslo","2.03 Plast","Annet","I alt","2016","Mengd (tonn)",80.3
"EAKUO Landet uten Oslo","2.03 Plast","Annet","I alt","2017","Mengd (tonn)",46.3
"EAKUO Landet uten Oslo","2.03 Plast","Annet","I alt","2018","Mengd (tonn)",33.4
"EAKUO Landet uten Oslo","2.03 Plast","Annet","I alt","2019","Mengd (tonn)",723.1
"EAKUO Landet uten Oslo","2.03 Plast","Annet","I alt","2020","Mengd (tonn)",156.0
"EAKUO Landet uten Oslo","2.03 Plast","Annet","I alt","2021","Mengd (tonn)",72.0
"EAKUO Landet uten Oslo","2.03 Plast","Annet","I alt","2022","Mengd (tonn)",130.0
"EAKUO Landet uten Oslo","2.03 Plast","Annet","I alt","2023","Mengd (tonn)",24.0
"EAKUO Landet uten Oslo","2.03 Plast","Annet","I alt","2024","Mengd (tonn)",31.0
"EAKUO Landet uten Oslo","2.03 Plast","Annet","I alt","2025","Mengd (tonn)",6.0
"EAKUO Landet uten Oslo","2.03 Plast","Annet","Henteordning","2015","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Annet","Henteordning","2016","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Annet","Henteordning","2017","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Annet","Henteordning","2018","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Annet","Henteordning","2019","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Annet","Henteordning","2020","Mengd (tonn)",54.0
"EAKUO Landet uten Oslo","2.03 Plast","Annet","Henteordning","2021","Mengd (tonn)",72.0
"EAKUO Landet uten Oslo","2.03 Plast","Annet","Henteordning","2022","Mengd (tonn)",112.0
"EAKUO Landet uten Oslo","2.03 Plast","Annet","Henteordning","2023","Mengd (tonn)",0.0
"EAKUO Landet uten Oslo","2.03 Plast","Annet","Henteordning","2024","Mengd (tonn)",6.0
"EAKUO Landet uten Oslo","2.03 Plast","Annet","Henteordning","2025","Mengd (tonn)",6.0
"EAKUO Landet uten Oslo","2.03 Plast","Annet","Gjenvinningsstasjon","2015","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Annet","Gjenvinningsstasjon","2016","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Annet","Gjenvinningsstasjon","2017","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Annet","Gjenvinningsstasjon","2018","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Annet","Gjenvinningsstasjon","2019","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.03 Plast","Annet","Gjenvinningsstasjon","2020","Mengd (tonn)",102.0
"EAKUO Landet uten Oslo","2.03 Plast","Annet","Gjenvinningsstasjon","2021","Mengd (tonn)",0.0
"EAKUO Landet uten Oslo","2.03 Plast","Annet","Gjenvinningsstasjon","2022","Mengd (tonn)",18.0
"EAKUO Landet uten Oslo","2.03 Plast","Annet","Gjenvinningsstasjon","2023","Mengd (tonn)",24.0
"EAKUO Landet uten Oslo","2.03 Plast","Annet","Gjenvinningsstasjon","2024","Mengd (tonn)",25.0
"EAKUO Landet uten Oslo","2.03 Plast","Annet","Gjenvinningsstasjon","2025","Mengd (tonn)",0.0
"EAKUO Landet uten Oslo","2.04 Metaller","Ialt","I alt","2015","Mengd (tonn)",78757.6
"EAKUO Landet uten Oslo","2.04 Metaller","Ialt","I alt","2016","Mengd (tonn)",83705.0
"EAKUO Landet uten Oslo","2.04 Metaller","Ialt","I alt","2017","Mengd (tonn)",85355.7
"EAKUO Landet uten Oslo","2.04 Metaller","Ialt","I alt","2018","Mengd (tonn)",89820.3
"EAKUO Landet uten Oslo","2.04 Metaller","Ialt","I alt","2019","Mengd (tonn)",94381.6
"EAKUO Landet uten Oslo","2.04 Metaller","Ialt","I alt","2020","Mengd (tonn)",104491.0
"EAKUO Landet uten Oslo","2.04 Metaller","Ialt","I alt","2021","Mengd (tonn)",95281.0
"EAKUO Landet uten Oslo","2.04 Metaller","Ialt","I alt","2022","Mengd (tonn)",83783.0
"EAKUO Landet uten Oslo","2.04 Metaller","Ialt","I alt","2023","Mengd (tonn)",81348.0
"EAKUO Landet uten Oslo","2.04 Metaller","Ialt","I alt","2024","Mengd (tonn)",87595.0
"EAKUO Landet uten Oslo","2.04 Metaller","Ialt","I alt","2025","Mengd (tonn)",80618.0
"EAKUO Landet uten Oslo","2.04 Metaller","Ialt","Henteordning","2015","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.04 Metaller","Ialt","Henteordning","2016","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.04 Metaller","Ialt","Henteordning","2017","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.04 Metaller","Ialt","Henteordning","2018","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.04 Metaller","Ialt","Henteordning","2019","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.04 Metaller","Ialt","Henteordning","2020","Mengd (tonn)",11830.0
"EAKUO Landet uten Oslo","2.04 Metaller","Ialt","Henteordning","2021","Mengd (tonn)",11183.0
"EAKUO Landet uten Oslo","2.04 Metaller","Ialt","Henteordning","2022","Mengd (tonn)",10259.0
"EAKUO Landet uten Oslo","2.04 Metaller","Ialt","Henteordning","2023","Mengd (tonn)",7710.0
"EAKUO Landet uten Oslo","2.04 Metaller","Ialt","Henteordning","2024","Mengd (tonn)",8167.0
"EAKUO Landet uten Oslo","2.04 Metaller","Ialt","Henteordning","2025","Mengd (tonn)",5377.0
"EAKUO Landet uten Oslo","2.04 Metaller","Ialt","Gjenvinningsstasjon","2015","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.04 Metaller","Ialt","Gjenvinningsstasjon","2016","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.04 Metaller","Ialt","Gjenvinningsstasjon","2017","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.04 Metaller","Ialt","Gjenvinningsstasjon","2018","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.04 Metaller","Ialt","Gjenvinningsstasjon","2019","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.04 Metaller","Ialt","Gjenvinningsstasjon","2020","Mengd (tonn)",92661.0
"EAKUO Landet uten Oslo","2.04 Metaller","Ialt","Gjenvinningsstasjon","2021","Mengd (tonn)",84098.0
"EAKUO Landet uten Oslo","2.04 Metaller","Ialt","Gjenvinningsstasjon","2022","Mengd (tonn)",73524.0
"EAKUO Landet uten Oslo","2.04 Metaller","Ialt","Gjenvinningsstasjon","2023","Mengd (tonn)",73638.0
"EAKUO Landet uten Oslo","2.04 Metaller","Ialt","Gjenvinningsstasjon","2024","Mengd (tonn)",79428.0
"EAKUO Landet uten Oslo","2.04 Metaller","Ialt","Gjenvinningsstasjon","2025","Mengd (tonn)",75241.0
"EAKUO Landet uten Oslo","2.04 Metaller","Materialgjenvinning","I alt","2015","Mengd (tonn)",78696.0
"EAKUO Landet uten Oslo","2.04 Metaller","Materialgjenvinning","I alt","2016","Mengd (tonn)",83344.9
"EAKUO Landet uten Oslo","2.04 Metaller","Materialgjenvinning","I alt","2017","Mengd (tonn)",84978.3
"EAKUO Landet uten Oslo","2.04 Metaller","Materialgjenvinning","I alt","2018","Mengd (tonn)",89777.0
"EAKUO Landet uten Oslo","2.04 Metaller","Materialgjenvinning","I alt","2019","Mengd (tonn)",94320.7
"EAKUO Landet uten Oslo","2.04 Metaller","Materialgjenvinning","I alt","2020","Mengd (tonn)",104120.0
"EAKUO Landet uten Oslo","2.04 Metaller","Materialgjenvinning","I alt","2021","Mengd (tonn)",95271.0
"EAKUO Landet uten Oslo","2.04 Metaller","Materialgjenvinning","I alt","2022","Mengd (tonn)",83719.0
"EAKUO Landet uten Oslo","2.04 Metaller","Materialgjenvinning","I alt","2023","Mengd (tonn)",81348.0
"EAKUO Landet uten Oslo","2.04 Metaller","Materialgjenvinning","I alt","2024","Mengd (tonn)",87595.0
"EAKUO Landet uten Oslo","2.04 Metaller","Materialgjenvinning","I alt","2025","Mengd (tonn)",80606.0
"EAKUO Landet uten Oslo","2.04 Metaller","Materialgjenvinning","Henteordning","2015","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.04 Metaller","Materialgjenvinning","Henteordning","2016","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.04 Metaller","Materialgjenvinning","Henteordning","2017","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.04 Metaller","Materialgjenvinning","Henteordning","2018","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.04 Metaller","Materialgjenvinning","Henteordning","2019","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.04 Metaller","Materialgjenvinning","Henteordning","2020","Mengd (tonn)",11823.0
"EAKUO Landet uten Oslo","2.04 Metaller","Materialgjenvinning","Henteordning","2021","Mengd (tonn)",11175.0
"EAKUO Landet uten Oslo","2.04 Metaller","Materialgjenvinning","Henteordning","2022","Mengd (tonn)",10197.0
"EAKUO Landet uten Oslo","2.04 Metaller","Materialgjenvinning","Henteordning","2023","Mengd (tonn)",7710.0
"EAKUO Landet uten Oslo","2.04 Metaller","Materialgjenvinning","Henteordning","2024","Mengd (tonn)",8167.0
"EAKUO Landet uten Oslo","2.04 Metaller","Materialgjenvinning","Henteordning","2025","Mengd (tonn)",5377.0
"EAKUO Landet uten Oslo","2.04 Metaller","Materialgjenvinning","Gjenvinningsstasjon","2015","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.04 Metaller","Materialgjenvinning","Gjenvinningsstasjon","2016","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.04 Metaller","Materialgjenvinning","Gjenvinningsstasjon","2017","Mengd (tonn)",.
"EAKUO Landet uten Oslo","2.04 Metaller","Materialgjenvinning","Gjenvinningsstasjon","2018","Mengd (tonn)",.
