theme,series_family,series_id,country,source_name,dataset_or_table_id,period,frequency,flow,metric,unit,value,coverage,comparability,notes
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2016-05,monthly,imports,Trade value,SEK thousand,100196882.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2016-06,monthly,exports,Trade value,SEK thousand,103330056.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2016-06,monthly,imports,Trade value,SEK thousand,103651974.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2016-07,monthly,exports,Trade value,SEK thousand,85960986.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2016-07,monthly,imports,Trade value,SEK thousand,85837361.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2016-08,monthly,exports,Trade value,SEK thousand,88365315.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2016-08,monthly,imports,Trade value,SEK thousand,98948353.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2016-09,monthly,exports,Trade value,SEK thousand,108101603.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2016-09,monthly,imports,Trade value,SEK thousand,105400553.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2016-10,monthly,exports,Trade value,SEK thousand,103728564.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2016-10,monthly,imports,Trade value,SEK thousand,107143729.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2016-11,monthly,exports,Trade value,SEK thousand,112929922.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2016-11,monthly,imports,Trade value,SEK thousand,115088696.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2016-12,monthly,exports,Trade value,SEK thousand,109093422.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2016-12,monthly,imports,Trade value,SEK thousand,110548690.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2017-01,monthly,exports,Trade value,SEK thousand,103077025.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2017-01,monthly,imports,Trade value,SEK thousand,102260918.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2017-02,monthly,exports,Trade value,SEK thousand,100494719.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2017-02,monthly,imports,Trade value,SEK thousand,101931937.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2017-03,monthly,exports,Trade value,SEK thousand,119100680.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2017-03,monthly,imports,Trade value,SEK thousand,119669679.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2017-04,monthly,exports,Trade value,SEK thousand,98884539.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2017-04,monthly,imports,Trade value,SEK thousand,102724233.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2017-05,monthly,exports,Trade value,SEK thousand,115146899.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2017-05,monthly,imports,Trade value,SEK thousand,114156820.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2017-06,monthly,exports,Trade value,SEK thousand,115387612.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2017-06,monthly,imports,Trade value,SEK thousand,109972299.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2017-07,monthly,exports,Trade value,SEK thousand,93580990.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2017-07,monthly,imports,Trade value,SEK thousand,95612640.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2017-08,monthly,exports,Trade value,SEK thousand,99027709.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2017-08,monthly,imports,Trade value,SEK thousand,106081055.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2017-09,monthly,exports,Trade value,SEK thousand,112663440.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2017-09,monthly,imports,Trade value,SEK thousand,110294892.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2017-10,monthly,exports,Trade value,SEK thousand,116550385.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2017-10,monthly,imports,Trade value,SEK thousand,117961376.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2017-11,monthly,exports,Trade value,SEK thousand,121740515.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2017-11,monthly,imports,Trade value,SEK thousand,121785760.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2017-12,monthly,exports,Trade value,SEK thousand,109169924.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2017-12,monthly,imports,Trade value,SEK thousand,113178827.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2018-01,monthly,exports,Trade value,SEK thousand,115211656.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2018-01,monthly,imports,Trade value,SEK thousand,118788122.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2018-02,monthly,exports,Trade value,SEK thousand,108342492.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2018-02,monthly,imports,Trade value,SEK thousand,111112644.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2018-03,monthly,exports,Trade value,SEK thousand,122367823.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2018-03,monthly,imports,Trade value,SEK thousand,121059224.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2018-04,monthly,exports,Trade value,SEK thousand,116863887.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2018-04,monthly,imports,Trade value,SEK thousand,124000479.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2018-05,monthly,exports,Trade value,SEK thousand,124410217.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2018-05,monthly,imports,Trade value,SEK thousand,131159165.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2018-06,monthly,exports,Trade value,SEK thousand,126061039.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2018-06,monthly,imports,Trade value,SEK thousand,125981264.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2018-07,monthly,exports,Trade value,SEK thousand,108547518.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2018-07,monthly,imports,Trade value,SEK thousand,109907240.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2018-08,monthly,exports,Trade value,SEK thousand,112871446.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2018-08,monthly,imports,Trade value,SEK thousand,121407903.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2018-09,monthly,exports,Trade value,SEK thousand,123308734.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2018-09,monthly,imports,Trade value,SEK thousand,121496139.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2018-10,monthly,exports,Trade value,SEK thousand,135880767.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2018-10,monthly,imports,Trade value,SEK thousand,144911119.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2018-11,monthly,exports,Trade value,SEK thousand,137681234.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2018-11,monthly,imports,Trade value,SEK thousand,135155022.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2018-12,monthly,exports,Trade value,SEK thousand,110239027.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2018-12,monthly,imports,Trade value,SEK thousand,117351998.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2019-01,monthly,exports,Trade value,SEK thousand,125705868.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2019-01,monthly,imports,Trade value,SEK thousand,124825252.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2019-02,monthly,exports,Trade value,SEK thousand,122020303.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2019-02,monthly,imports,Trade value,SEK thousand,117638069.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2019-03,monthly,exports,Trade value,SEK thousand,133122934.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2019-03,monthly,imports,Trade value,SEK thousand,128298337.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2019-04,monthly,exports,Trade value,SEK thousand,128396825.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2019-04,monthly,imports,Trade value,SEK thousand,128745979.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2019-05,monthly,exports,Trade value,SEK thousand,136557443.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2019-05,monthly,imports,Trade value,SEK thousand,130948526.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2019-06,monthly,exports,Trade value,SEK thousand,122456188.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2019-06,monthly,imports,Trade value,SEK thousand,120865156.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2019-07,monthly,exports,Trade value,SEK thousand,122982623.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2019-07,monthly,imports,Trade value,SEK thousand,116453842.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2019-08,monthly,exports,Trade value,SEK thousand,113603381.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2019-08,monthly,imports,Trade value,SEK thousand,119135920.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2019-09,monthly,exports,Trade value,SEK thousand,128139125.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2019-09,monthly,imports,Trade value,SEK thousand,127062287.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2019-10,monthly,exports,Trade value,SEK thousand,136969931.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2019-10,monthly,imports,Trade value,SEK thousand,140872511.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2019-11,monthly,exports,Trade value,SEK thousand,131488909.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2019-11,monthly,imports,Trade value,SEK thousand,128915711.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2019-12,monthly,exports,Trade value,SEK thousand,116919688.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2019-12,monthly,imports,Trade value,SEK thousand,119761936.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2020-01,monthly,exports,Trade value,SEK thousand,131272283.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2020-01,monthly,imports,Trade value,SEK thousand,120331222.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2020-02,monthly,exports,Trade value,SEK thousand,127639362.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2020-02,monthly,imports,Trade value,SEK thousand,114755119.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2020-03,monthly,exports,Trade value,SEK thousand,131095316.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2020-03,monthly,imports,Trade value,SEK thousand,125563851.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2020-04,monthly,exports,Trade value,SEK thousand,106305680.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2020-04,monthly,imports,Trade value,SEK thousand,100987263.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2020-05,monthly,exports,Trade value,SEK thousand,102283486.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2020-05,monthly,imports,Trade value,SEK thousand,101523104.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2020-06,monthly,exports,Trade value,SEK thousand,119627137.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2020-06,monthly,imports,Trade value,SEK thousand,115040503.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_exports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2020-07,monthly,exports,Trade value,SEK thousand,103820012.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
trade,total_goods_trade_monthly,se_total_goods_imports,SE,SCB imports and exports CN monthly,ImpExpKNTotMan,2020-07,monthly,imports,Trade value,SEK thousand,100668699.000,all goods,monthly total-goods trade proxy,Summed from all top-level 2-digit CN chapters because the ready metadata set has no single total-goods code.
