theme,series_family,series_id,country,source_name,dataset_or_table_id,period,frequency,flow,metric,unit,value,coverage,comparability,notes
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2015-05,monthly,imports,Trade value,1000 EUR,417682.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2015-05,monthly,exports,Trade value,1000 EUR,130797.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2015-06,monthly,imports,Trade value,1000 EUR,415644.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2015-06,monthly,exports,Trade value,1000 EUR,142487.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2015-07,monthly,imports,Trade value,1000 EUR,407875.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2015-07,monthly,exports,Trade value,1000 EUR,121476.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2015-08,monthly,imports,Trade value,1000 EUR,385776.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2015-08,monthly,exports,Trade value,1000 EUR,114732.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2015-09,monthly,imports,Trade value,1000 EUR,417553.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2015-09,monthly,exports,Trade value,1000 EUR,120726.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2015-10,monthly,imports,Trade value,1000 EUR,427894.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2015-10,monthly,exports,Trade value,1000 EUR,128488.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2015-11,monthly,imports,Trade value,1000 EUR,423534.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2015-11,monthly,exports,Trade value,1000 EUR,126518.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2015-12,monthly,imports,Trade value,1000 EUR,477242.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2015-12,monthly,exports,Trade value,1000 EUR,121179.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2016-01,monthly,imports,Trade value,1000 EUR,361252.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2016-01,monthly,exports,Trade value,1000 EUR,105252.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2016-02,monthly,imports,Trade value,1000 EUR,389179.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2016-02,monthly,exports,Trade value,1000 EUR,118360.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2016-03,monthly,imports,Trade value,1000 EUR,430916.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2016-03,monthly,exports,Trade value,1000 EUR,122430.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2016-04,monthly,imports,Trade value,1000 EUR,448761.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2016-04,monthly,exports,Trade value,1000 EUR,128296.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2016-05,monthly,imports,Trade value,1000 EUR,442294.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2016-05,monthly,exports,Trade value,1000 EUR,127776.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2016-06,monthly,imports,Trade value,1000 EUR,412834.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2016-06,monthly,exports,Trade value,1000 EUR,129647.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2016-07,monthly,imports,Trade value,1000 EUR,392020.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2016-07,monthly,exports,Trade value,1000 EUR,122730.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2016-08,monthly,imports,Trade value,1000 EUR,414703.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2016-08,monthly,exports,Trade value,1000 EUR,129945.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2016-09,monthly,imports,Trade value,1000 EUR,417674.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2016-09,monthly,exports,Trade value,1000 EUR,126109.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2016-10,monthly,imports,Trade value,1000 EUR,407672.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2016-10,monthly,exports,Trade value,1000 EUR,129860.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2016-11,monthly,imports,Trade value,1000 EUR,449600.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2016-11,monthly,exports,Trade value,1000 EUR,132790.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2016-12,monthly,imports,Trade value,1000 EUR,451377.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2016-12,monthly,exports,Trade value,1000 EUR,124898.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2017-01,monthly,imports,Trade value,1000 EUR,395078.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2017-01,monthly,exports,Trade value,1000 EUR,128069.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2017-02,monthly,imports,Trade value,1000 EUR,394567.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2017-02,monthly,exports,Trade value,1000 EUR,125648.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2017-03,monthly,imports,Trade value,1000 EUR,478096.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2017-03,monthly,exports,Trade value,1000 EUR,155349.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2017-04,monthly,imports,Trade value,1000 EUR,415731.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2017-04,monthly,exports,Trade value,1000 EUR,139209.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2017-05,monthly,imports,Trade value,1000 EUR,474474.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2017-05,monthly,exports,Trade value,1000 EUR,141736.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2017-06,monthly,imports,Trade value,1000 EUR,480462.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2017-06,monthly,exports,Trade value,1000 EUR,142969.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2017-07,monthly,imports,Trade value,1000 EUR,407267.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2017-07,monthly,exports,Trade value,1000 EUR,129762.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2017-08,monthly,imports,Trade value,1000 EUR,454815.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2017-08,monthly,exports,Trade value,1000 EUR,142924.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2017-09,monthly,imports,Trade value,1000 EUR,428451.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2017-09,monthly,exports,Trade value,1000 EUR,138469.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2017-10,monthly,imports,Trade value,1000 EUR,466902.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2017-10,monthly,exports,Trade value,1000 EUR,148582.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2017-11,monthly,imports,Trade value,1000 EUR,461534.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2017-11,monthly,exports,Trade value,1000 EUR,142446.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2017-12,monthly,imports,Trade value,1000 EUR,471980.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2017-12,monthly,exports,Trade value,1000 EUR,123017.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-01,monthly,imports,Trade value,1000 EUR,418863.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-01,monthly,exports,Trade value,1000 EUR,117089.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-02,monthly,imports,Trade value,1000 EUR,399768.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-02,monthly,exports,Trade value,1000 EUR,125163.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-03,monthly,imports,Trade value,1000 EUR,441497.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-03,monthly,exports,Trade value,1000 EUR,133916.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-04,monthly,imports,Trade value,1000 EUR,448644.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-04,monthly,exports,Trade value,1000 EUR,133927.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-05,monthly,imports,Trade value,1000 EUR,467234.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-05,monthly,exports,Trade value,1000 EUR,138445.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-06,monthly,imports,Trade value,1000 EUR,484849.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-06,monthly,exports,Trade value,1000 EUR,135214.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-07,monthly,imports,Trade value,1000 EUR,419412.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-07,monthly,exports,Trade value,1000 EUR,129299.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-08,monthly,imports,Trade value,1000 EUR,450457.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-08,monthly,exports,Trade value,1000 EUR,133895.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-09,monthly,imports,Trade value,1000 EUR,418780.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-09,monthly,exports,Trade value,1000 EUR,126452.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-10,monthly,imports,Trade value,1000 EUR,484760.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-10,monthly,exports,Trade value,1000 EUR,139582.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-11,monthly,imports,Trade value,1000 EUR,491036.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-11,monthly,exports,Trade value,1000 EUR,154382.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-12,monthly,imports,Trade value,1000 EUR,434451.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-12,monthly,exports,Trade value,1000 EUR,128724.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-01,monthly,imports,Trade value,1000 EUR,421831.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-01,monthly,exports,Trade value,1000 EUR,148583.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-02,monthly,imports,Trade value,1000 EUR,406791.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-02,monthly,exports,Trade value,1000 EUR,141046.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-03,monthly,imports,Trade value,1000 EUR,447803.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-03,monthly,exports,Trade value,1000 EUR,151553.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-04,monthly,imports,Trade value,1000 EUR,458826.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-04,monthly,exports,Trade value,1000 EUR,146917.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-05,monthly,imports,Trade value,1000 EUR,517794.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-05,monthly,exports,Trade value,1000 EUR,160085.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-06,monthly,imports,Trade value,1000 EUR,418242.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-06,monthly,exports,Trade value,1000 EUR,142509.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-07,monthly,imports,Trade value,1000 EUR,450895.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-07,monthly,exports,Trade value,1000 EUR,146009.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-08,monthly,imports,Trade value,1000 EUR,438096.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-08,monthly,exports,Trade value,1000 EUR,143422.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-09,monthly,imports,Trade value,1000 EUR,425997.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-09,monthly,exports,Trade value,1000 EUR,150117.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-10,monthly,imports,Trade value,1000 EUR,474703.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-10,monthly,exports,Trade value,1000 EUR,154984.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-11,monthly,imports,Trade value,1000 EUR,457672.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-11,monthly,exports,Trade value,1000 EUR,174947.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-12,monthly,imports,Trade value,1000 EUR,449648.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-12,monthly,exports,Trade value,1000 EUR,140526.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2020-01,monthly,imports,Trade value,1000 EUR,436491.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2020-01,monthly,exports,Trade value,1000 EUR,146858.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_imports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2020-02,monthly,imports,Trade value,1000 EUR,414510.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
trade,agri_food_trade_monthly,fi_agri_food_exports,FI,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2020-02,monthly,exports,Trade value,1000 EUR,148466.000,agri-food total,monthly agri-food trade,"Luke product group 000, all countries together."
