theme,series_family,series_id,country,source_name,dataset_or_table_id,period,frequency,flow,metric,unit,value,coverage,comparability,notes
prices,food_hicp_monthly,hicp_food_dk,DK,Eurostat HICP monthly,prc_hicp_midx,2020-01,monthly,,HICP food and non-alcoholic beverages,index (2015=100),104.100,food and non-alcoholic beverages,cross-country comparable panel,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,food_hicp_monthly,hicp_food_dk,DK,Eurostat HICP monthly,prc_hicp_midx,2020-02,monthly,,HICP food and non-alcoholic beverages,index (2015=100),104.900,food and non-alcoholic beverages,cross-country comparable panel,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,food_hicp_monthly,hicp_food_dk,DK,Eurostat HICP monthly,prc_hicp_midx,2020-03,monthly,,HICP food and non-alcoholic beverages,index (2015=100),105.300,food and non-alcoholic beverages,cross-country comparable panel,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,food_hicp_monthly,hicp_food_dk,DK,Eurostat HICP monthly,prc_hicp_midx,2020-04,monthly,,HICP food and non-alcoholic beverages,index (2015=100),105.100,food and non-alcoholic beverages,cross-country comparable panel,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,food_hicp_monthly,hicp_food_dk,DK,Eurostat HICP monthly,prc_hicp_midx,2020-05,monthly,,HICP food and non-alcoholic beverages,index (2015=100),105.400,food and non-alcoholic beverages,cross-country comparable panel,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,food_hicp_monthly,hicp_food_dk,DK,Eurostat HICP monthly,prc_hicp_midx,2020-06,monthly,,HICP food and non-alcoholic beverages,index (2015=100),105.800,food and non-alcoholic beverages,cross-country comparable panel,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,food_hicp_monthly,hicp_food_dk,DK,Eurostat HICP monthly,prc_hicp_midx,2020-07,monthly,,HICP food and non-alcoholic beverages,index (2015=100),106.600,food and non-alcoholic beverages,cross-country comparable panel,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,food_hicp_monthly,hicp_food_dk,DK,Eurostat HICP monthly,prc_hicp_midx,2020-08,monthly,,HICP food and non-alcoholic beverages,index (2015=100),105.500,food and non-alcoholic beverages,cross-country comparable panel,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,food_hicp_monthly,hicp_food_dk,DK,Eurostat HICP monthly,prc_hicp_midx,2020-09,monthly,,HICP food and non-alcoholic beverages,index (2015=100),104.500,food and non-alcoholic beverages,cross-country comparable panel,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,food_hicp_monthly,hicp_food_dk,DK,Eurostat HICP monthly,prc_hicp_midx,2020-10,monthly,,HICP food and non-alcoholic beverages,index (2015=100),104.800,food and non-alcoholic beverages,cross-country comparable panel,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
prices,food_hicp_monthly,hicp_food_dk,DK,Eurostat HICP monthly,prc_hicp_midx,2020-11,monthly,,HICP food and non-alcoholic beverages,index (2015=100),104.900,food and non-alcoholic beverages,cross-country comparable panel,"Eurostat COICOP CP01, used as the first comparable Nordic food-price backbone."
