"record_id","hs_code","ssb_varekoder","product_label_no","export_tonnes_2024","export_value_1000_nok","product_scope","energy_mapping_status","g3_action","notes"
"G3-NO-HS-PRODUCT-025-2024","03049991","03049991_2022","Fiskekjøtt, også opphakket, av stillehavslaks, atlanterhavslaks og donaulaks, fryst, unntatt fileter og surimi, i.e.n. (2022-) (M1=kg,  M2=nei)","17696.559","869677","fillet_or_fish_meat","needs_energy_mapping","map product form and species to Matvaretabellen","SSB table 08801 export all countries summed across Land for 2024; threshold >=1000 tonnes"
"G3-NO-HS-PRODUCT-026-2024","03056200","03056200_1988","Torsk, saltet/i saltlake, men ikke tørket eller røykt (1988-) (M1=kg,  M2=nei)","17669.066","1785379","processed_preserved_fish","needs_energy_mapping","map processed-product energy and rehydration/yield","SSB table 08801 export all countries summed across Land for 2024; threshold >=1000 tonnes"
"G3-NO-HS-PRODUCT-027-2024","03035101","03035101_2017","Nordsjøsild, fryst, ikke spiselige biprodukter (2017-) (M1=kg,  M2=nei)","17350.935","320787","whole_or_gutted_fish_shellfish","needs_yield_mapping","map species and edible share","SSB table 08801 export all countries summed across Land for 2024; threshold >=1000 tonnes"
"G3-NO-HS-PRODUCT-028-2024","03024901","03024901_2020","Lodde (Mallotus villosus), fersk eller kjølt, ikke spiselige biprodukter (2020-) (M1=kg,  M2=nei)","16615.229","120803","whole_or_gutted_fish_shellfish","needs_yield_mapping","map species and edible share","SSB table 08801 export all countries summed across Land for 2024; threshold >=1000 tonnes"
"G3-NO-HS-PRODUCT-029-2024","03061601","03061601_2012","Kaldtvannsreker, rå, fryste (2012-) (M1=kg,  M2=nei)","15203.298","332540","whole_or_gutted_fish_shellfish","needs_yield_mapping","map species and edible share","SSB table 08801 export all countries summed across Land for 2024; threshold >=1000 tonnes"
"G3-NO-HS-PRODUCT-030-2024","03035402","03035402_2019","Makrell (Scomber scombrus, Scomber australasicus, Scomber japonicus), vekt 600 gram eller derover, fryst, ikke spiselige biprodukter (2019-) (M1=kg,  M2=nei)","14196.447","402909","whole_or_gutted_fish_shellfish","needs_yield_mapping","map species and edible share","SSB table 08801 export all countries summed across Land for 2024; threshold >=1000 tonnes"
"G3-NO-HS-PRODUCT-031-2024","03025200","03025200_2017","Hyse (Melanogrammus aeglefinus), fersk eller kjølt, ikke spiselige biprodukter (2017-) (M1=kg,  M2=nei)","14114.316","334968","whole_or_gutted_fish_shellfish","needs_yield_mapping","map species and edible share","SSB table 08801 export all countries summed across Land for 2024; threshold >=1000 tonnes"
"G3-NO-HS-PRODUCT-032-2024","03025121","03025121_2013","Atlanterhavstorsk (Gadus morhua), unntatt spiselige biprodukter, oppdrettet, fersk eller kjølt (2013-) (M1=kg,  M2=nei)","11934.711","711575","whole_or_gutted_fish_shellfish","needs_yield_mapping","map species and edible share","SSB table 08801 export all countries summed across Land for 2024; threshold >=1000 tonnes"
"G3-NO-HS-PRODUCT-033-2024","03038904","03038904_2017","Vassild (Argentina silus), fryst, ikke spiselige biprodukter (2017-) (M1=kg,  M2=nei)","11605.432","137756","whole_or_gutted_fish_shellfish","needs_yield_mapping","map species and edible share","SSB table 08801 export all countries summed across Land for 2024; threshold >=1000 tonnes"
"G3-NO-HS-PRODUCT-034-2024","03033101","03033101_2017","Blåkveite (Reinhardtius hippoglossoides), fryst, ikke spiselige biprodukter (2017-) (M1=kg,  M2=nei)","11479.512","769862","whole_or_gutted_fish_shellfish","needs_yield_mapping","map species and edible share","SSB table 08801 export all countries summed across Land for 2024; threshold >=1000 tonnes"
"G3-NO-HS-PRODUCT-035-2024","03049921","03049921_2022","Sildelapper (butterflies) av nordsjøsild, fryste (2022-) (M1=kg,  M2=nei)","10212.154","211854","whole_or_gutted_fish_shellfish","needs_yield_mapping","map species and edible share","SSB table 08801 export all countries summed across Land for 2024; threshold >=1000 tonnes"
"G3-NO-HS-PRODUCT-036-2024","03025600","03025600_2017","Kolmule (Micromesistius poutassou, Micromesistius australis), fersk eller kjølt, ikke spiselige biprodukter (2017-) (M1=kg,  M2=nei)","9875.060","37331","whole_or_gutted_fish_shellfish","needs_yield_mapping","map species and edible share","SSB table 08801 export all countries summed across Land for 2024; threshold >=1000 tonnes"
"G3-NO-HS-PRODUCT-037-2024","16041206","16041206_1988","Eddikbehandlet sild, unnt småsild, hel el i stykker, tilberedt el konservert, ikke opphakket (1988-) (M1=kg,  M2=nei)","9696.229","239632","prepared_seafood","needs_energy_mapping","map to prepared-product energy factor","SSB table 08801 export all countries summed across Land for 2024; threshold >=1000 tonnes"
"G3-NO-HS-PRODUCT-038-2024","03061602","03061602_2012","Kaldtvannsreker, kokte, med skall, ikke videre bearbeidd, fryste (2012-) (M1=kg,  M2=nei)","9159.304","398632","whole_or_gutted_fish_shellfish","needs_yield_mapping","map species and edible share","SSB table 08801 export all countries summed across Land for 2024; threshold >=1000 tonnes"
"G3-NO-HS-PRODUCT-039-2024","03057200","03057200_2012","Fiskehoder, -haler og svømmeblærer, tørket, saltet el i saltlake, røkt el varmrøkt (2012-) (M1=kg,  M2=nei)","7728.542","206376","edible_byproduct_or_roe","needs_energy_mapping","review edible yield and energy factor","SSB table 08801 export all countries summed across Land for 2024; threshold >=1000 tonnes"
"G3-NO-HS-PRODUCT-040-2024","03061402","03061402_2015","Snøkrabber (Chionoecetes opilio), fryste (2015-) (M1=kg,  M2=nei)","6420.660","723561","whole_or_gutted_fish_shellfish","needs_yield_mapping","map species and edible share","SSB table 08801 export all countries summed across Land for 2024; threshold >=1000 tonnes"
"G3-NO-HS-PRODUCT-041-2024","03048621","03048621_2019","Fileter av nordsjøsild, uten skinn, fryst (2019-) (M1=kg,  M2=nei)","5745.659","141472","fillet_or_fish_meat","needs_energy_mapping","map product form and species to Matvaretabellen","SSB table 08801 export all countries summed across Land for 2024; threshold >=1000 tonnes"
"G3-NO-HS-PRODUCT-042-2024","03024101","03024101_2017","Nordsjøsild, fersk eller kjølt, ikke spiselige biprodukter (2017-) (M1=kg,  M2=nei)","5551.608","58046","whole_or_gutted_fish_shellfish","needs_yield_mapping","map species and edible share","SSB table 08801 export all countries summed across Land for 2024; threshold >=1000 tonnes"
"G3-NO-HS-PRODUCT-043-2024","03044200","03044200_2012","Fileter av ørret, fersk el kjølt (2012-) (M1=kg,  M2=nei)","5501.985","823035","fillet_or_fish_meat","needs_energy_mapping","map product form and species to Matvaretabellen","SSB table 08801 export all countries summed across Land for 2024; threshold >=1000 tonnes"
"G3-NO-HS-PRODUCT-044-2024","03053910","03053910_2012","Fileter av sild, saltede eller i saltlake (2012-) (M1=kg,  M2=nei)","5254.551","120162","fillet_or_fish_meat","needs_energy_mapping","map product form and species to Matvaretabellen","SSB table 08801 export all countries summed across Land for 2024; threshold >=1000 tonnes"
"G3-NO-HS-PRODUCT-045-2024","03039102","03039102_2017","Lever, rogn og melke av lodde, fryst (2017-) (M1=kg,  M2=nei)","4700.441","227281","edible_byproduct_or_roe","needs_energy_mapping","review edible yield and energy factor","SSB table 08801 export all countries summed across Land for 2024; threshold >=1000 tonnes"
"G3-NO-HS-PRODUCT-046-2024","03025122","03025122_2015","Skrei (Gadus morhua), unntatt spiselige biprodukter, ikke oppdrettet, fersk eller kjølt (2015-) (M1=kg,  M2=nei)","4662.417","317173","whole_or_gutted_fish_shellfish","needs_yield_mapping","map species and edible share","SSB table 08801 export all countries summed across Land for 2024; threshold >=1000 tonnes"
"G3-NO-HS-PRODUCT-047-2024","03024400","03024400_2017","Makrell (Scomber scombrus, Scomber australasicus, Scomber japonicus), fersk eller kjølt, ikke spiselige biprodukter (2017-) (M1=kg,  M2=nei)","4625.342","108535","whole_or_gutted_fish_shellfish","needs_yield_mapping","map species and edible share","SSB table 08801 export all countries summed across Land for 2024; threshold >=1000 tonnes"
"G3-NO-HS-PRODUCT-048-2024","03039908","03039908_2020","Spiselige biprodukter av fisk, fryst, unntatt av laks, torsk, kveite, lever, rogn, melke og haifinner (2020-) (M1=kg,  M2=nei)","4492.930","54209","edible_byproduct_or_roe","needs_energy_mapping","review edible yield and energy factor","SSB table 08801 export all countries summed across Land for 2024; threshold >=1000 tonnes"
"G3-NO-HS-PRODUCT-049-2024","03031411","03031411_2012","Ørret, oppdrettet, med hode, fryst (2012-) (M1=kg,  M2=nei)","4202.397","321666","whole_or_gutted_fish_shellfish","needs_yield_mapping","map species and edible share","SSB table 08801 export all countries summed across Land for 2024; threshold >=1000 tonnes"
