country_code,country_name,municipality_code,municipality_name,population,area_km2,method,total_stores,parent_hhi_store_count_proxy,top_parent,top_parent_store_share_pct,stores_per_10000_population,unknown_parent_store_count,parent_counts,assigned_country_store_points,unassigned_country_store_points,data_quality
se,Sverige,2180,Gävle,16280,7939,store_count_proxy,46,2561,Unknown,34.8,28.3,16,Unknown:16|ICA Gruppen:12|Coop Sverige:11|Axfood:4|Lidl:2|Bergendahls:1,5049,0,ok
se,Sverige,2181,Sandviken,9220,14244,store_count_proxy,25,3216,Unknown,48,27.1,12,Unknown:12|ICA Gruppen:6|Coop Sverige:4|Axfood:2|Lidl:1,5049,0,ok
se,Sverige,2182,Söderhamn,3950,4990,store_count_proxy,15,2178,ICA Gruppen,26.7,38,4,ICA Gruppen:4|Unknown:4|Axfood:3|Coop Sverige:2|Lidl:2,5049,0,ok
se,Sverige,2183,Bollnäs,4870,9391,store_count_proxy,12,2639,Unknown,33.3,24.6,4,Unknown:4|ICA Gruppen:4|Coop Sverige:2|Lidl:1|Axfood:1,5049,0,ok
se,Sverige,2184,Hudiksvall,8790,9536,store_count_proxy,18,2901,ICA Gruppen,44.4,20.5,4,ICA Gruppen:8|Unknown:4|Axfood:3|Coop Sverige:2|Lidl:1,5049,0,ok
se,Sverige,2260,Ånge,14880,5463,store_count_proxy,7,3469,Coop Sverige,42.9,4.7,2,Coop Sverige:3|Unknown:2|ICA Gruppen:2,5049,0,ok
se,Sverige,2262,Timrå,6410,4979,store_count_proxy,11,3058,Unknown,45.5,17.2,5,Unknown:5|ICA Gruppen:3|Coop Sverige:1|Axfood:1|Lidl:1,5049,0,ok
se,Sverige,2280,Härnösand,59230,8140,store_count_proxy,13,2544,Unknown,38.5,2.2,5,Unknown:5|Coop Sverige:3|Axfood:2|ICA Gruppen:2|Lidl:1,5049,0,ok
se,Sverige,2281,Sundsvall,77840,5116,store_count_proxy,56,4075,Unknown,58.9,7.2,33,Unknown:33|ICA Gruppen:12|Coop Sverige:5|Axfood:4|Lidl:2,5049,0,ok
se,Sverige,2282,Kramfors,7470,2543,store_count_proxy,16,3672,Unknown,50,21.4,8,Unknown:8|ICA Gruppen:5|Coop Sverige:2|Axfood:1,5049,0,ok
se,Sverige,2283,Sollefteå,9460,3405,store_count_proxy,13,3728,ICA Gruppen,53.8,13.7,3,ICA Gruppen:7|Unknown:3|Coop Sverige:2|Lidl:1,5049,0,ok
se,Sverige,2284,Örnsköldsvik,26610,4301,store_count_proxy,34,2924,Unknown,41.2,12.8,14,Unknown:14|ICA Gruppen:10|Coop Sverige:5|Axfood:4|Lidl:1,5049,0,ok
se,Sverige,2303,Ragunda,3250,4389,store_count_proxy,5,4400,ICA Gruppen,60,15.4,1,ICA Gruppen:3|Coop Sverige:1|Unknown:1,5049,0,ok
se,Sverige,2305,Bräcke,2640,4299,store_count_proxy,5,6800,ICA Gruppen,80,18.9,0,ICA Gruppen:4|Coop Sverige:1,5049,0,ok
se,Sverige,2309,Krokom,15280,5041,store_count_proxy,10,4200,ICA Gruppen,50,6.5,4,ICA Gruppen:5|Unknown:4|Axfood:1,5049,0,ok
se,Sverige,2313,Strömsund,8180,8069,store_count_proxy,11,6860,ICA Gruppen,81.8,13.4,1,ICA Gruppen:9|Coop Sverige:1|Unknown:1,5049,0,ok
se,Sverige,2321,Åre,4580,6308,store_count_proxy,18,4506,ICA Gruppen,61.1,39.3,4,ICA Gruppen:11|Unknown:4|Coop Sverige:3,5049,0,ok
se,Sverige,2326,Berg,1930,3221,store_count_proxy,7,4286,ICA Gruppen,57.1,36.3,1,ICA Gruppen:4|Axfood:2|Unknown:1,5049,0,ok
se,Sverige,2361,Härjedalen,3700,6296,store_count_proxy,20,4200,Unknown,50,54.1,10,Unknown:10|ICA Gruppen:8|Coop Sverige:2,5049,0,ok
se,Sverige,2380,Östersund,19830,12197,store_count_proxy,26,3669,ICA Gruppen,53.8,13.1,5,ICA Gruppen:14|Coop Sverige:5|Unknown:5|Axfood:1|Lidl:1,5049,0,ok
se,Sverige,2401,Nordmaling,5040,2510,store_count_proxy,4,3750,ICA Gruppen,50,7.9,1,ICA Gruppen:2|Unknown:1|Coop Sverige:1,5049,0,ok
se,Sverige,2403,Bjurholm,2280,3088,store_count_proxy,4,6250,ICA Gruppen,75,17.5,0,ICA Gruppen:3|Coop Sverige:1,5049,0,ok
se,Sverige,2404,Vindeln,8260,5076,store_count_proxy,7,3061,ICA Gruppen,42.9,8.5,1,ICA Gruppen:3|Axfood:2|Unknown:1|Coop Sverige:1,5049,0,ok
se,Sverige,2409,Robertsfors,2970,3424,store_count_proxy,4,5000,Coop Sverige,50,13.5,0,Coop Sverige:2|ICA Gruppen:2,5049,0,ok
se,Sverige,2417,Norsjö,6750,5506,store_count_proxy,5,5200,Unknown,60,7.4,3,Unknown:3|ICA Gruppen:2,5049,0,ok
se,Sverige,2418,Malå,7170,3136,store_count_proxy,2,5000,Coop Sverige,50,2.8,0,Coop Sverige:1|ICA Gruppen:1,5049,0,ok
se,Sverige,2421,Storuman,3830,6293,store_count_proxy,6,3889,Coop Sverige,50,15.7,1,Coop Sverige:3|ICA Gruppen:2|Unknown:1,5049,0,ok
se,Sverige,2422,Sorsele,2610,3658,store_count_proxy,5,3600,ICA Gruppen,40,19.2,2,ICA Gruppen:2|Unknown:2|Coop Sverige:1,5049,0,ok
se,Sverige,2425,Dorotea,7470,3127,store_count_proxy,7,5102,ICA Gruppen,57.1,9.4,3,ICA Gruppen:4|Unknown:3,5049,0,ok
se,Sverige,2460,Vännäs,3400,5143,store_count_proxy,3,5556,Coop Sverige,66.7,8.8,0,Coop Sverige:2|ICA Gruppen:1,5049,0,ok
se,Sverige,2462,Vilhelmina,5680,8263,store_count_proxy,9,3333,Unknown,44.4,15.8,4,Unknown:4|Coop Sverige:3|Axfood:1|ICA Gruppen:1,5049,0,ok
se,Sverige,2463,Åsele,6460,2697,store_count_proxy,4,2500,Axfood,25,6.2,1,Axfood:1|Unknown:1|Coop Sverige:1|ICA Gruppen:1,5049,0,ok
se,Sverige,2480,Umeå,78549,19447,store_count_proxy,59,2956,Unknown,35.6,7.5,21,Unknown:21|ICA Gruppen:21|Coop Sverige:11|Axfood:5|Lidl:1,5049,0,ok
se,Sverige,2481,Lycksele,4430,4725,store_count_proxy,8,3438,ICA Gruppen,50,18.1,2,ICA Gruppen:4|Unknown:2|Coop Sverige:1|Axfood:1,5049,0,ok
se,Sverige,2482,Skellefteå,5850,3161,store_count_proxy,29,2556,ICA Gruppen,31,49.6,6,ICA Gruppen:9|Coop Sverige:9|Unknown:6|Axfood:4|Lidl:1,5049,0,ok
se,Sverige,2505,Arvidsjaur,2710,3430,store_count_proxy,5,3600,ICA Gruppen,40,18.5,2,ICA Gruppen:2|Unknown:2|Coop Sverige:1,5049,0,ok
se,Sverige,2506,Arjeplog,2560,3310,store_count_proxy,6,3889,Unknown,50,23.4,3,Unknown:3|ICA Gruppen:2|Coop Sverige:1,5049,0,ok
se,Sverige,2510,Jokkmokk,6740,3242,store_count_proxy,9,5062,Unknown,66.7,13.4,6,Unknown:6|Coop Sverige:2|ICA Gruppen:1,5049,0,ok
se,Sverige,2513,Överkalix,3690,3064,store_count_proxy,3,3333,Unknown,33.3,8.1,1,Unknown:1|Coop Sverige:1|ICA Gruppen:1,5049,0,ok
se,Sverige,2514,Kalix,3440,2831,store_count_proxy,11,3223,ICA Gruppen,45.5,32,3,ICA Gruppen:5|Unknown:3|Coop Sverige:2|Axfood:1,5049,0,ok
se,Sverige,2518,Övertorneå,2930,2943,store_count_proxy,6,3889,Unknown,50,20.5,3,Unknown:3|ICA Gruppen:2|Coop Sverige:1,5049,0,ok
se,Sverige,2521,Pajala,8400,5139,store_count_proxy,11,3554,ICA Gruppen,45.5,13.1,4,ICA Gruppen:5|Unknown:4|Axfood:1|Coop Sverige:1,5049,0,ok
se,Sverige,2523,Gällivare,18620,5171,store_count_proxy,10,3000,Unknown,40,5.4,4,Unknown:4|Coop Sverige:3|ICA Gruppen:2|Axfood:1,5049,0,ok
se,Sverige,2560,Älvsbyn,3790,3139,store_count_proxy,4,2500,Axfood,25,10.6,1,Axfood:1|Coop Sverige:1|Unknown:1|ICA Gruppen:1,5049,0,ok
se,Sverige,2580,Luleå,45570,5513,store_count_proxy,27,2730,ICA Gruppen,33.3,5.9,7,ICA Gruppen:9|Coop Sverige:8|Unknown:7|Axfood:2|Lidl:1,5049,0,ok
se,Sverige,2581,Piteå,9510,7071,store_count_proxy,29,3532,ICA Gruppen,48.3,30.5,6,ICA Gruppen:14|Coop Sverige:8|Unknown:6|Axfood:1,5049,0,ok
se,Sverige,2582,Boden,4200,3152,store_count_proxy,11,2562,Coop Sverige,36.4,26.2,2,Coop Sverige:4|ICA Gruppen:3|Unknown:2|Axfood:1|Lidl:1,5049,0,ok
se,Sverige,2583,Haparanda,10930,6612,store_count_proxy,8,4688,Unknown,62.5,7.3,5,Unknown:5|ICA Gruppen:2|Coop Sverige:1,5049,0,ok
se,Sverige,2584,Kiruna,32900,15477,store_count_proxy,25,3120,Unknown,44,7.6,11,Unknown:11|Coop Sverige:7|ICA Gruppen:4|Axfood:3,5049,0,ok
dk,Danmark,0101,København,653674,88,store_count_proxy,505,3261,Unknown,50.7,7.7,256,Unknown:256|Salling Group:106|Coop Danmark:66|Dagrofa:30|Reitangruppen:27|Lidl:20,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0147,Frederiksberg,104410,9,store_count_proxy,60,2572,Unknown,40,5.7,24,Unknown:24|Salling Group:15|Coop Danmark:8|Dagrofa:6|Reitangruppen:4|Lidl:3,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0151,Ballerup,49640,34,store_count_proxy,29,2319,Unknown,31,5.8,9,Unknown:9|Salling Group:9|Reitangruppen:4|Dagrofa:3|Lidl:2|Coop Danmark:2,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0153,Brøndby,35450,20,store_count_proxy,25,3088,Unknown,48,7.1,12,Unknown:12|Salling Group:4|Coop Danmark:4|Reitangruppen:4|Lidl:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0155,Dragør,14240,18,store_count_proxy,8,4063,Unknown,50,5.6,4,Unknown:4|Salling Group:3|Coop Danmark:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0157,Gentofte,75750,26,store_count_proxy,35,2310,Coop Danmark,28.6,4.6,8,Coop Danmark:10|Salling Group:9|Unknown:8|Dagrofa:6|Reitangruppen:1|Lidl:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0159,Gladsaxe,69980,25,store_count_proxy,34,2301,Unknown,35.3,4.9,12,Unknown:12|Salling Group:8|Coop Danmark:6|Dagrofa:3|Reitangruppen:3|Lidl:2,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0161,Glostrup,23270,13,store_count_proxy,17,1903,Salling Group,23.5,7.3,4,Salling Group:4|Unknown:4|Dagrofa:3|Reitangruppen:3|Coop Danmark:2|Lidl:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0163,Herlev,28710,12,store_count_proxy,24,4340,Unknown,58.3,8.4,14,Unknown:14|Salling Group:7|Coop Danmark:2|Lidl:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0165,Albertslund,28130,23,store_count_proxy,20,3550,Unknown,55,7.1,11,Unknown:11|Coop Danmark:3|Salling Group:3|Reitangruppen:1|Dagrofa:1|Lidl:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0167,Hvidovre,53890,22,store_count_proxy,29,2224,Unknown,34.5,5.4,10,Unknown:10|Salling Group:7|Coop Danmark:4|Lidl:3|Reitangruppen:3|Dagrofa:2,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0169,Høje-Taastrup,50870,78,store_count_proxy,25,2672,Unknown,40,4.9,10,Unknown:10|Coop Danmark:6|Salling Group:5|Reitangruppen:2|Lidl:1|Dagrofa:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0173,Lyngby-Taarbæk,56210,39,store_count_proxy,36,2608,Unknown,33.3,6.4,12,Unknown:12|Salling Group:11|Coop Danmark:8|Dagrofa:2|Lidl:2|Reitangruppen:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0175,Rødovre,40230,12,store_count_proxy,22,2190,Salling Group,31.8,5.5,4,Salling Group:7|Unknown:4|Coop Danmark:4|Dagrofa:4|Reitangruppen:3,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0183,Ishøj,23440,26,store_count_proxy,13,2544,Salling Group,30.8,5.5,4,Salling Group:4|Unknown:4|Dagrofa:3|Reitangruppen:1|Lidl:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0185,Tårnby,43740,65,store_count_proxy,49,3878,Unknown,59.2,11.2,29,Unknown:29|Salling Group:6|Coop Danmark:5|Dagrofa:4|Lidl:3|Reitangruppen:2,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0187,Vallensbæk,16770,9,store_count_proxy,11,2893,Unknown,45.5,6.6,5,Unknown:5|Coop Danmark:2|Salling Group:2|Reitangruppen:1|Lidl:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0190,Furesø,41650,57,store_count_proxy,17,2042,Coop Danmark,23.5,4.1,3,Coop Danmark:4|Salling Group:4|Reitangruppen:4|Unknown:3|Dagrofa:1|Lidl:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0201,Allerød,26200,68,store_count_proxy,11,2231,Salling Group,36.4,4.2,1,Salling Group:4|Coop Danmark:2|Reitangruppen:2|Dagrofa:1|Unknown:1|Lidl:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0210,Fredensborg,41530,113,store_count_proxy,13,3018,Salling Group,46.2,3.1,1,Salling Group:6|Coop Danmark:3|Reitangruppen:2|Unknown:1|Lidl:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0217,Helsingør,63930,121,store_count_proxy,32,2148,Unknown,28.1,5,9,Unknown:9|Coop Danmark:8|Salling Group:7|Dagrofa:4|Reitangruppen:3|Lidl:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0219,Hillerød,53510,215,store_count_proxy,29,2224,Salling Group,31,5.4,8,Salling Group:9|Unknown:8|Coop Danmark:4|Reitangruppen:4|Lidl:3|Dagrofa:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0223,Hørsholm,25310,31,store_count_proxy,10,2600,Salling Group,40,4,2,Salling Group:4|Dagrofa:2|Unknown:2|Reitangruppen:1|Coop Danmark:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0230,Rudersdal,57050,73,store_count_proxy,26,2189,Salling Group,26.9,4.6,4,Salling Group:7|Coop Danmark:7|Dagrofa:5|Unknown:4|Reitangruppen:3,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0240,Egedal,44960,125,store_count_proxy,20,3000,Unknown,45,4.4,9,Unknown:9|Salling Group:5|Coop Danmark:3|Reitangruppen:2|Dagrofa:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0250,Frederikssund,46150,249,store_count_proxy,33,2433,Coop Danmark,33.3,7.2,9,Coop Danmark:11|Unknown:9|Salling Group:7|Dagrofa:3|Reitangruppen:2|Lidl:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0253,Greve,50380,60,store_count_proxy,28,2245,Salling Group,32.1,5.6,8,Salling Group:9|Unknown:8|Dagrofa:3|Lidl:3|Coop Danmark:3|Reitangruppen:2,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0259,Køge,62170,256,store_count_proxy,36,2562,Unknown,30.6,5.8,11,Unknown:11|Coop Danmark:10|Salling Group:10|Reitangruppen:3|Lidl:1|Dagrofa:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0260,Halsnæs,31670,122,store_count_proxy,17,2249,Salling Group,29.4,5.4,2,Salling Group:5|Coop Danmark:5|Dagrofa:3|Unknown:2|Lidl:1|Reitangruppen:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0265,Roskilde,89170,212,store_count_proxy,48,2005,Unknown,29.2,5.4,14,Unknown:14|Coop Danmark:11|Salling Group:8|Dagrofa:6|Reitangruppen:6|Lidl:3,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0269,Solrød,23430,40,store_count_proxy,10,2000,Salling Group,30,4.3,2,Salling Group:3|Unknown:2|Coop Danmark:2|Dagrofa:1|Lidl:1|Reitangruppen:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0270,Gribskov,41850,279,store_count_proxy,26,2278,Salling Group,34.6,6.2,6,Salling Group:9|Unknown:6|Coop Danmark:4|Reitangruppen:4|Dagrofa:2|Lidl:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0306,Odsherred,33040,355,store_count_proxy,28,2704,Coop Danmark,39.3,8.5,8,Coop Danmark:11|Unknown:8|Reitangruppen:4|Salling Group:3|Lidl:1|Dagrofa:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0316,Holbæk,72390,579,store_count_proxy,46,2287,Coop Danmark,30.4,6.4,11,Coop Danmark:14|Salling Group:11|Unknown:11|Reitangruppen:6|Dagrofa:3|Lidl:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0320,Faxe,37100,405,store_count_proxy,21,2063,Coop Danmark,28.6,5.7,5,Coop Danmark:6|Unknown:5|Salling Group:4|Reitangruppen:3|Dagrofa:2|Lidl:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0326,Kalundborg,49820,604,store_count_proxy,34,2751,Coop Danmark,38.2,6.8,11,Coop Danmark:13|Unknown:11|Reitangruppen:3|Dagrofa:3|Salling Group:3|Lidl:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0329,Ringsted,35140,295,store_count_proxy,19,2244,Coop Danmark,31.6,5.4,3,Coop Danmark:6|Salling Group:4|Reitangruppen:4|Unknown:3|Lidl:2,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0330,Slagelse,79320,567,store_count_proxy,54,1845,Salling Group,24.1,6.8,12,Salling Group:13|Unknown:12|Coop Danmark:9|Dagrofa:8|Reitangruppen:8|Lidl:4,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0336,Stevns,23130,250,store_count_proxy,13,2308,Unknown,30.8,5.6,4,Unknown:4|Dagrofa:3|Coop Danmark:3|Salling Group:2|Reitangruppen:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0340,Sorø,30260,310,store_count_proxy,18,2160,Coop Danmark,27.8,5.9,5,Coop Danmark:5|Unknown:5|Salling Group:3|Reitangruppen:3|Dagrofa:1|Lidl:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0350,Lejre,28340,239,store_count_proxy,16,2188,Unknown,31.3,5.6,5,Unknown:5|Salling Group:3|Reitangruppen:3|Coop Danmark:3|Dagrofa:2,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0360,Lolland,41960,892,store_count_proxy,38,2382,Unknown,39.5,9.1,15,Unknown:15|Coop Danmark:7|Dagrofa:6|Reitangruppen:4|Salling Group:3|Lidl:3,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0370,Næstved,84600,684,store_count_proxy,45,1951,Salling Group,24.4,5.3,9,Salling Group:11|Coop Danmark:10|Unknown:9|Reitangruppen:8|Dagrofa:5|Lidl:2,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0376,Guldborgsund,60210,907,store_count_proxy,49,1945,Unknown,24.5,8.1,12,Unknown:12|Coop Danmark:11|Dagrofa:9|Salling Group:9|Reitangruppen:6|Lidl:2,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0390,Vordingborg,46730,621,store_count_proxy,34,2024,Coop Danmark,29.4,7.3,8,Coop Danmark:10|Unknown:8|Reitangruppen:5|Salling Group:5|Dagrofa:4|Lidl:2,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0400,Bornholm,39270,588,store_count_proxy,37,2520,Coop Danmark,37.8,9.4,10,Coop Danmark:14|Unknown:10|Dagrofa:5|Salling Group:4|Reitangruppen:2|Lidl:2,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0410,Middelfart,39160,300,store_count_proxy,26,2633,Coop Danmark,38.5,6.6,5,Coop Danmark:10|Reitangruppen:6|Unknown:5|Salling Group:4|Lidl:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0420,Assens,41520,512,store_count_proxy,29,2081,Unknown,27.6,7,8,Unknown:8|Coop Danmark:6|Dagrofa:5|Salling Group:5|Reitangruppen:5,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0430,Faaborg-Midtfyn,51920,634,store_count_proxy,34,2215,Coop Danmark,32.4,6.5,7,Coop Danmark:11|Dagrofa:8|Unknown:7|Salling Group:3|Reitangruppen:3|Lidl:2,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0440,Kerteminde,24050,207,store_count_proxy,17,2111,Unknown,29.4,7.1,5,Unknown:5|Dagrofa:3|Coop Danmark:3|Salling Group:3|Reitangruppen:3,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0450,Nyborg,36410,277,store_count_proxy,24,2153,Unknown,33.3,6.6,8,Unknown:8|Salling Group:5|Coop Danmark:4|Dagrofa:3|Reitangruppen:3|Lidl:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0461,Odense,205978,304,store_count_proxy,125,2305,Unknown,35.2,6.1,44,Unknown:44|Salling Group:29|Coop Danmark:20|Reitangruppen:18|Dagrofa:8|Lidl:6,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0479,Svendborg,59040,416,store_count_proxy,44,2273,Unknown,29.5,7.5,13,Unknown:13|Coop Danmark:13|Dagrofa:7|Salling Group:6|Reitangruppen:4|Lidl:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0480,Nordfyns,30130,451,store_count_proxy,18,2099,Coop Danmark,33.3,6,2,Coop Danmark:6|Dagrofa:3|Salling Group:3|Reitangruppen:3|Unknown:2|Lidl:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0482,Langeland,12240,284,store_count_proxy,14,2857,Unknown,35.7,11.4,5,Unknown:5|Coop Danmark:5|Dagrofa:2|Salling Group:1|Reitangruppen:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0492,Ærø,6040,91,store_count_proxy,5,3600,Unknown,40,8.3,2,Unknown:2|Coop Danmark:2|Salling Group:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0510,Haderslev,57520,814,store_count_proxy,36,2176,Unknown,33.3,6.3,12,Unknown:12|Dagrofa:8|Reitangruppen:6|Salling Group:5|Coop Danmark:3|Lidl:2,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0530,Billund,26910,536,store_count_proxy,20,2150,Coop Danmark,30,7.4,5,Coop Danmark:6|Unknown:5|Dagrofa:4|Reitangruppen:2|Salling Group:2|Lidl:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0540,Sønderborg,74050,497,store_count_proxy,43,2331,Coop Danmark,34.9,5.8,10,Coop Danmark:15|Unknown:10|Salling Group:8|Reitangruppen:5|Dagrofa:4|Lidl:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0550,Tønder,37220,1284,store_count_proxy,28,2857,Coop Danmark,42.9,7.5,6,Coop Danmark:12|Dagrofa:6|Unknown:6|Salling Group:2|Reitangruppen:2,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0561,Esbjerg,116032,742,store_count_proxy,82,1975,Unknown,28,7.1,23,Unknown:23|Coop Danmark:17|Salling Group:15|Dagrofa:13|Reitangruppen:10|Lidl:4,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0563,Fanø,3430,56,store_count_proxy,4,3750,Dagrofa,50,11.7,1,Dagrofa:2|Unknown:1|Coop Danmark:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0573,Varde,50950,1240,store_count_proxy,46,2514,Coop Danmark,37,9,12,Coop Danmark:17|Unknown:12|Dagrofa:8|Salling Group:5|Reitangruppen:3|Lidl:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0575,Vejen,43320,814,store_count_proxy,31,2487,Unknown,32.3,7.2,10,Unknown:10|Coop Danmark:10|Dagrofa:5|Salling Group:3|Reitangruppen:2|Lidl:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0580,Aabenraa,60170,940,store_count_proxy,35,2245,Unknown,34.3,5.8,12,Unknown:12|Coop Danmark:8|Reitangruppen:5|Salling Group:5|Dagrofa:4|Lidl:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0607,Fredericia,52130,135,store_count_proxy,27,1907,Unknown,25.9,5.2,7,Unknown:7|Salling Group:6|Coop Danmark:5|Dagrofa:4|Reitangruppen:3|Lidl:2,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0615,Horsens,92910,520,store_count_proxy,57,2065,Coop Danmark,26.3,6.1,14,Coop Danmark:15|Unknown:14|Salling Group:12|Reitangruppen:9|Dagrofa:4|Lidl:3,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0621,Kolding,94280,604,store_count_proxy,55,2013,Unknown,27.3,5.8,15,Unknown:15|Coop Danmark:13|Salling Group:10|Reitangruppen:9|Dagrofa:5|Lidl:3,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0630,Vejle,118970,1068,store_count_proxy,73,2257,Coop Danmark,30.1,6.1,21,Coop Danmark:22|Unknown:21|Salling Group:12|Reitangruppen:10|Dagrofa:5|Lidl:3,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0657,Herning,91350,1323,store_count_proxy,54,1982,Unknown,25.9,5.9,14,Unknown:14|Dagrofa:11|Coop Danmark:11|Reitangruppen:10|Salling Group:6|Lidl:2,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0661,Holstebro,59250,793,store_count_proxy,35,2131,Unknown,34.3,5.9,12,Unknown:12|Coop Danmark:6|Reitangruppen:6|Dagrofa:5|Salling Group:4|Lidl:2,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0665,Lemvig,19730,1075,store_count_proxy,22,3306,Unknown,50,11.2,11,Unknown:11|Dagrofa:5|Coop Danmark:3|Reitangruppen:2|Salling Group:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0671,Struer,21260,246,store_count_proxy,17,2457,Unknown,35.3,8,6,Unknown:6|Dagrofa:5|Coop Danmark:2|Reitangruppen:2|Salling Group:1|Lidl:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0706,Syddjurs,43530,693,store_count_proxy,34,2491,Coop Danmark,38.2,7.8,6,Coop Danmark:13|Dagrofa:7|Unknown:6|Salling Group:5|Reitangruppen:3,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0707,Norddjurs,37220,724,store_count_proxy,37,2535,Coop Danmark,35.1,9.9,11,Coop Danmark:13|Unknown:11|Dagrofa:6|Reitangruppen:4|Salling Group:2|Lidl:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0710,Favrskov,49440,543,store_count_proxy,19,2410,Coop Danmark,31.6,3.8,5,Coop Danmark:6|Unknown:5|Salling Group:4|Reitangruppen:3|Dagrofa:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0727,Odder,23780,225,store_count_proxy,14,2449,Unknown,35.7,5.9,5,Unknown:5|Coop Danmark:4|Salling Group:2|Reitangruppen:1|Lidl:1|Dagrofa:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0730,Randers,99590,748,store_count_proxy,54,2051,Unknown,24.1,5.4,13,Unknown:13|Coop Danmark:12|Salling Group:12|Reitangruppen:11|Dagrofa:4|Lidl:2,3855,14,ok_with_14_unassigned_store_points
