country_code,country_name,municipality_code,municipality_name,population,area_km2,method,total_stores,parent_hhi_store_count_proxy,top_parent,top_parent_store_share_pct,stores_per_10000_population,unknown_parent_store_count,parent_counts,assigned_country_store_points,unassigned_country_store_points,data_quality
dk,Danmark,0740,Silkeborg,95890,854,store_count_proxy,61,2314,Unknown,34.4,6.4,21,Unknown:21|Coop Danmark:16|Reitangruppen:9|Dagrofa:7|Salling Group:5|Lidl:3,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0741,Samsø,3700,114,store_count_proxy,6,3889,Coop Danmark,50,16.2,2,Coop Danmark:3|Unknown:2|Salling Group:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0746,Skanderborg,62490,416,store_count_proxy,36,2500,Coop Danmark,36.1,5.8,10,Coop Danmark:13|Unknown:10|Salling Group:6|Dagrofa:3|Reitangruppen:3|Lidl:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0751,Aarhus,352751,468,store_count_proxy,191,2203,Unknown,31.9,5.4,61,Unknown:61|Salling Group:45|Coop Danmark:35|Reitangruppen:29|Dagrofa:12|Lidl:9,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0756,Ikast-Brande,41640,737,store_count_proxy,25,1840,Coop Danmark,24,6,4,Coop Danmark:6|Dagrofa:5|Reitangruppen:5|Unknown:4|Salling Group:3|Lidl:2,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0760,Ringkøbing-Skjern,57260,1489,store_count_proxy,52,2345,Unknown,34.6,9.1,18,Unknown:18|Coop Danmark:12|Dagrofa:11|Salling Group:5|Reitangruppen:4|Lidl:2,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0766,Hedensted,47200,551,store_count_proxy,29,2200,Unknown,27.6,6.1,8,Unknown:8|Coop Danmark:8|Dagrofa:6|Salling Group:4|Reitangruppen:2|Lidl:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0773,Morsø,20160,366,store_count_proxy,20,2950,Unknown,45,9.9,9,Unknown:9|Dagrofa:5|Coop Danmark:3|Reitangruppen:1|Lidl:1|Salling Group:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0779,Skive,46470,687,store_count_proxy,35,2392,Coop Danmark,34.3,7.5,9,Coop Danmark:12|Unknown:9|Dagrofa:7|Reitangruppen:3|Salling Group:3|Lidl:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0787,Thisted,44130,1073,store_count_proxy,43,2461,Dagrofa,37.2,9.7,11,Dagrofa:16|Unknown:11|Coop Danmark:7|Reitangruppen:4|Salling Group:3|Lidl:2,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0791,Viborg,100320,1409,store_count_proxy,65,2052,Unknown,27.7,6.5,18,Unknown:18|Dagrofa:15|Coop Danmark:14|Reitangruppen:8|Salling Group:7|Lidl:3,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0810,Brønderslev,36450,633,store_count_proxy,22,1942,Coop Danmark,22.7,6,5,Coop Danmark:5|Unknown:5|Dagrofa:5|Salling Group:3|Reitangruppen:3|Lidl:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0813,Frederikshavn,60720,649,store_count_proxy,49,2012,Unknown,30.6,8.1,15,Unknown:15|Coop Danmark:10|Dagrofa:8|Salling Group:7|Reitangruppen:6|Lidl:3,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0820,Vesthimmerlands,36870,769,store_count_proxy,29,2342,Unknown,31,7.9,9,Unknown:9|Coop Danmark:9|Reitangruppen:4|Dagrofa:3|Salling Group:3|Lidl:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0825,Læsø,1780,114,store_count_proxy,3,5556,Coop Danmark,66.7,16.9,0,Coop Danmark:2|Dagrofa:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0840,Rebild,30790,623,store_count_proxy,20,2450,Unknown,35,6.5,7,Unknown:7|Dagrofa:5|Coop Danmark:4|Salling Group:2|Reitangruppen:2,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0846,Mariagerfjord,43310,724,store_count_proxy,26,1953,Coop Danmark,26.9,6,3,Coop Danmark:7|Dagrofa:6|Salling Group:5|Unknown:3|Reitangruppen:3|Lidl:2,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0849,Jammerbugt,38730,864,store_count_proxy,36,2238,Unknown,27.8,9.3,10,Unknown:10|Dagrofa:10|Coop Danmark:8|Reitangruppen:4|Salling Group:3|Lidl:1,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0851,Aalborg,217075,1137,store_count_proxy,145,2188,Unknown,33.8,6.7,49,Unknown:49|Coop Danmark:31|Salling Group:23|Reitangruppen:19|Dagrofa:18|Lidl:5,3855,14,ok_with_14_unassigned_store_points
dk,Danmark,0860,Hjørring,65010,930,store_count_proxy,53,2310,Unknown,32.1,8.2,17,Unknown:17|Coop Danmark:15|Dagrofa:9|Salling Group:5|Reitangruppen:5|Lidl:2,3855,14,ok_with_14_unassigned_store_points
fi,Finland,005,Alajärvi,9680,1047,store_count_proxy,9,2346,Unknown,33.3,9.3,3,Unknown:3|Kesko:2|S-Group:2|Lidl:1|Tokmanni Group:1,1703,1157,weak_geometry_coverage
fi,Finland,009,Alavieska,2520,141,store_count_proxy,1,10000,S-Group,100,4,0,S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,010,Alavus,11470,899,store_count_proxy,7,3469,Unknown,42.9,6.1,3,Unknown:3|S-Group:2|Kesko:2,1703,1157,weak_geometry_coverage
fi,Finland,016,Asikkala,7800,565,store_count_proxy,3,5556,Kesko,66.7,3.8,0,Kesko:2|S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,018,Askola,5210,213,store_count_proxy,2,10000,S-Group,100,3.8,0,S-Group:2,1703,1157,weak_geometry_coverage
fi,Finland,019,Aura,4100,95,store_count_proxy,2,5000,Kesko,50,4.9,0,Kesko:1|S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,020,Akaa,16640,293,store_count_proxy,6,2778,S-Group,33.3,3.6,1,S-Group:2|Kesko:2|Unknown:1|Lidl:1,1703,1157,weak_geometry_coverage
fi,Finland,035,Brändö,460,108,store_count_proxy,0,,,,0,0,,1703,1157,weak_geometry_coverage
fi,Finland,043,Eckerö,970,108,store_count_proxy,0,,,,0,0,,1703,1157,weak_geometry_coverage
fi,Finland,046,Enonkoski,1340,328,store_count_proxy,1,10000,S-Group,100,7.5,0,S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,047,Enontekiö,1870,8391,store_count_proxy,4,5000,Kesko,50,21.4,2,Kesko:2|Unknown:2,1703,1157,weak_geometry_coverage
fi,Finland,049,Espoo,299013,312,store_count_proxy,0,,,,0,0,,1703,1157,weak_geometry_coverage
fi,Finland,050,Eura,11720,610,store_count_proxy,6,5556,Kesko,66.7,5.1,0,Kesko:4|S-Group:2,1703,1157,weak_geometry_coverage
fi,Finland,051,Eurajoki,9100,362,store_count_proxy,0,,,,0,0,,1703,1157,weak_geometry_coverage
fi,Finland,052,Evijärvi,2370,353,store_count_proxy,1,10000,S-Group,100,4.2,0,S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,060,Finström,2560,123,store_count_proxy,0,,,,0,0,,1703,1157,weak_geometry_coverage
fi,Finland,061,Forssa,17150,249,store_count_proxy,8,2813,S-Group,37.5,4.7,2,S-Group:3|Unknown:2|Kesko:2|Lidl:1,1703,1157,weak_geometry_coverage
fi,Finland,062,Föglö,540,135,store_count_proxy,0,,,,0,0,,1703,1157,weak_geometry_coverage
fi,Finland,065,Geta,490,84,store_count_proxy,0,,,,0,0,,1703,1157,weak_geometry_coverage
fi,Finland,069,Haapajärvi,6730,557,store_count_proxy,4,2500,Unknown,25,5.9,1,Unknown:1|Tokmanni Group:1|Kesko:1|S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,071,Haapavesi,6440,1048,store_count_proxy,3,3333,Kesko,33.3,4.7,0,Kesko:1|S-Group:1|Tokmanni Group:1,1703,1157,weak_geometry_coverage
fi,Finland,072,Hailuoto,1010,199,store_count_proxy,2,5000,Kesko,50,19.8,0,Kesko:1|S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,074,Halsua,1120,422,store_count_proxy,1,10000,Kesko,100,8.9,0,Kesko:1,1703,1157,weak_geometry_coverage
fi,Finland,075,Hamina,20250,609,store_count_proxy,0,,,,0,0,,1703,1157,weak_geometry_coverage
fi,Finland,076,Hammarland,1570,138,store_count_proxy,0,,,,0,0,,1703,1157,weak_geometry_coverage
fi,Finland,077,Hankasalmi,4970,464,store_count_proxy,3,3333,Kesko,33.3,6,1,Kesko:1|Unknown:1|S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,078,Hanko,8340,117,store_count_proxy,0,,,,0,0,,1703,1157,weak_geometry_coverage
fi,Finland,079,Harjavalta,6810,127,store_count_proxy,3,3333,Kesko,33.3,4.4,0,Kesko:1|Lidl:1|S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,081,Hartola,2840,586,store_count_proxy,5,6800,Unknown,80,17.6,4,Unknown:4|S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,082,Hattula,10050,353,store_count_proxy,3,3333,S-Group,33.3,3,1,S-Group:1|Unknown:1|Kesko:1,1703,1157,weak_geometry_coverage
fi,Finland,086,Hausjärvi,8960,366,store_count_proxy,3,5556,S-Group,66.7,3.3,0,S-Group:2|Kesko:1,1703,1157,weak_geometry_coverage
fi,Finland,090,Heinävesi,3220,1280,store_count_proxy,3,5556,Kesko,66.7,9.3,0,Kesko:2|S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,091,Helsinki,658864,214,store_count_proxy,0,,,,0,0,,1703,1157,weak_geometry_coverage
fi,Finland,092,Vantaa,243244,238,store_count_proxy,104,2807,Kesko,33.7,4.3,27,Kesko:35|S-Group:31|Unknown:27|Lidl:11,1703,1157,weak_geometry_coverage
fi,Finland,097,Hirvensalmi,2130,463,store_count_proxy,1,10000,S-Group,100,4.7,0,S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,098,Hollola,24640,143,store_count_proxy,8,2813,Unknown,37.5,3.2,3,Unknown:3|Kesko:2|S-Group:2|Lidl:1,1703,1157,weak_geometry_coverage
fi,Finland,099,Honkajoki,1560,337,store_count_proxy,2,10000,Unknown,100,12.8,2,Unknown:2,1703,1157,weak_geometry_coverage
fi,Finland,102,Huittinen,9850,510,store_count_proxy,7,3061,Unknown,42.9,7.1,3,Unknown:3|Kesko:2|S-Group:1|Lidl:1,1703,1157,weak_geometry_coverage
fi,Finland,103,Humppila,2260,181,store_count_proxy,1,10000,S-Group,100,4.4,0,S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,105,Hyrynsalmi,2160,1326,store_count_proxy,2,5000,Kesko,50,9.3,0,Kesko:1|S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,106,Hyvinkää,47070,323,store_count_proxy,15,4489,Kesko,60,3.2,0,Kesko:9|S-Group:4|Lidl:2,1703,1157,weak_geometry_coverage
fi,Finland,108,Hämeenkyrö,10490,463,store_count_proxy,4,5000,S-Group,50,3.8,0,S-Group:2|Kesko:2,1703,1157,weak_geometry_coverage
fi,Finland,109,Hämeenlinna,68011,1786,store_count_proxy,38,2895,Unknown,31.6,5.6,12,Unknown:12|Kesko:12|S-Group:11|Lidl:3,1703,1157,weak_geometry_coverage
fi,Finland,111,Heinola,18460,684,store_count_proxy,13,3018,S-Group,38.5,7,4,S-Group:5|Unknown:4|Kesko:3|Lidl:1,1703,1157,weak_geometry_coverage
fi,Finland,139,Ii,10090,1553,store_count_proxy,0,,,,0,0,,1703,1157,weak_geometry_coverage
fi,Finland,140,Iisalmi,21080,763,store_count_proxy,9,2346,Kesko,33.3,4.3,1,Kesko:3|Lidl:2|S-Group:2|Tokmanni Group:1|Unknown:1,1703,1157,weak_geometry_coverage
fi,Finland,142,Iitti,6420,454,store_count_proxy,8,5938,Unknown,75,12.5,6,Unknown:6|Kesko:1|S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,143,Ikaalinen,6830,754,store_count_proxy,4,3750,Kesko,50,5.9,0,Kesko:2|Lidl:1|S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,145,Ilmajoki,11870,577,store_count_proxy,4,3750,S-Group,50,3.4,1,S-Group:2|Kesko:1|Unknown:1,1703,1157,weak_geometry_coverage
fi,Finland,146,Ilomantsi,4880,2849,store_count_proxy,3,3333,Kesko,33.3,6.1,1,Kesko:1|Unknown:1|S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,148,Inari,7300,17334,store_count_proxy,10,3800,Kesko,50,13.7,3,Kesko:5|Unknown:3|S-Group:2,1703,1157,weak_geometry_coverage
fi,Finland,149,Inkoo,5570,348,store_count_proxy,0,,,,0,0,,1703,1157,weak_geometry_coverage
fi,Finland,151,Isojoki,2000,363,store_count_proxy,1,10000,Kesko,100,5,0,Kesko:1,1703,1157,weak_geometry_coverage
fi,Finland,152,Isokyrö,4530,357,store_count_proxy,1,10000,S-Group,100,2.2,0,S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,153,Imatra,26060,191,store_count_proxy,18,2901,Kesko,38.9,6.9,5,Kesko:7|Unknown:5|S-Group:4|Lidl:2,1703,1157,weak_geometry_coverage
fi,Finland,164,Jalasjärvi,7170,507,store_count_proxy,4,2500,S-Group,25,5.6,1,S-Group:1|Unknown:1|Tokmanni Group:1|Kesko:1,1703,1157,weak_geometry_coverage
fi,Finland,165,Janakkala,16230,582,store_count_proxy,7,3061,Kesko,42.9,4.3,1,Kesko:3|S-Group:2|Unknown:1|Lidl:1,1703,1157,weak_geometry_coverage
fi,Finland,167,Joensuu,78430,2382,store_count_proxy,45,3669,S-Group,48.9,5.7,5,S-Group:22|Kesko:15|Unknown:5|Lidl:3,1703,1157,weak_geometry_coverage
fi,Finland,169,Jokioinen,5480,181,store_count_proxy,1,10000,S-Group,100,1.8,0,S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,170,Jomala,5260,142,store_count_proxy,0,,,,0,0,,1703,1157,weak_geometry_coverage
fi,Finland,171,Joroinen,4790,599,store_count_proxy,2,5000,Unknown,50,4.2,1,Unknown:1|S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,172,Joutsa,4150,827,store_count_proxy,4,3750,Unknown,50,9.6,2,Unknown:2|S-Group:1|Kesko:1,1703,1157,weak_geometry_coverage
fi,Finland,174,Juankoski,4360,846,store_count_proxy,2,5000,Unknown,50,4.6,1,Unknown:1|S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,176,Juuka,4500,1846,store_count_proxy,2,5000,S-Group,50,4.4,0,S-Group:1|Kesko:1,1703,1157,weak_geometry_coverage
fi,Finland,177,Juupajoki,1830,261,store_count_proxy,1,10000,S-Group,100,5.5,0,S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,178,Juva,5590,1112,store_count_proxy,5,4400,Unknown,60,8.9,3,Unknown:3|S-Group:1|Kesko:1,1703,1157,weak_geometry_coverage
fi,Finland,179,Jyväskylä,145602,1171,store_count_proxy,62,3148,Kesko,45.2,4.3,12,Kesko:28|S-Group:16|Unknown:12|Lidl:5|Minimani:1,1703,1157,weak_geometry_coverage
fi,Finland,181,Jämijärvi,1810,285,store_count_proxy,2,5000,Unknown,50,11,1,Unknown:1|Kesko:1,1703,1157,weak_geometry_coverage
fi,Finland,182,Jämsä,20530,1624,store_count_proxy,12,3056,Kesko,41.7,5.8,3,Kesko:5|Unknown:3|S-Group:3|Lidl:1,1703,1157,weak_geometry_coverage
fi,Finland,186,Järvenpää,44870,38,store_count_proxy,16,4297,Kesko,56.3,3.6,0,Kesko:9|S-Group:5|Lidl:2,1703,1157,weak_geometry_coverage
fi,Finland,202,Kaarina,34390,154,store_count_proxy,0,,,,0,0,,1703,1157,weak_geometry_coverage
fi,Finland,204,Kaavi,2810,717,store_count_proxy,2,5000,S-Group,50,7.1,0,S-Group:1|Kesko:1,1703,1157,weak_geometry_coverage
fi,Finland,205,Kajaani,35820,2264,store_count_proxy,16,3984,S-Group,50,4.5,1,S-Group:8|Kesko:6|Unknown:1|Lidl:1,1703,1157,weak_geometry_coverage
fi,Finland,208,Kalajoki,12540,840,store_count_proxy,0,,,,0,0,,1703,1157,weak_geometry_coverage
fi,Finland,211,Kangasala,32480,870,store_count_proxy,12,3472,Kesko,50,3.7,2,Kesko:6|S-Group:3|Unknown:2|Lidl:1,1703,1157,weak_geometry_coverage
fi,Finland,213,Kangasniemi,5200,1132,store_count_proxy,2,5000,Kesko,50,3.8,0,Kesko:1|S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,214,Kankaanpää,10950,573,store_count_proxy,5,2000,Unknown,20,4.6,1,Unknown:1|Lidl:1|Kesko:1|Tokmanni Group:1|S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,216,Kannonkoski,1330,365,store_count_proxy,2,5000,S-Group,50,15,0,S-Group:1|Kesko:1,1703,1157,weak_geometry_coverage
fi,Finland,217,Kannus,5350,461,store_count_proxy,5,4400,Unknown,60,9.3,3,Unknown:3|S-Group:1|Tokmanni Group:1,1703,1157,weak_geometry_coverage
fi,Finland,218,Karijoki,1260,190,store_count_proxy,1,10000,S-Group,100,7.9,0,S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,224,Karkkila,8960,243,store_count_proxy,5,3600,Kesko,40,5.6,0,Kesko:2|S-Group:2|Lidl:1,1703,1157,weak_geometry_coverage
fi,Finland,226,Karstula,3940,891,store_count_proxy,2,5000,Unknown,50,5.1,1,Unknown:1|S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,230,Karvia,2290,299,store_count_proxy,3,3333,Kesko,33.3,13.1,1,Kesko:1|S-Group:1|Unknown:1,1703,1157,weak_geometry_coverage
fi,Finland,231,Kaskinen,1160,10,store_count_proxy,0,,,,0,0,,1703,1157,weak_geometry_coverage
fi,Finland,232,Kauhajoki,12790,1299,store_count_proxy,5,2000,S-Group,20,3.9,1,S-Group:1|Kesko:1|Unknown:1|Tokmanni Group:1|Lidl:1,1703,1157,weak_geometry_coverage
fi,Finland,233,Kauhava,15970,1312,store_count_proxy,12,2361,S-Group,33.3,7.5,3,S-Group:4|Unknown:3|Kesko:2|Tokmanni Group:2|Lidl:1,1703,1157,weak_geometry_coverage
fi,Finland,235,Kauniainen,10320,6,store_count_proxy,4,6250,S-Group,75,3.9,0,S-Group:3|Kesko:1,1703,1157,weak_geometry_coverage
fi,Finland,236,Kaustinen,4150,384,store_count_proxy,3,3333,S-Group,33.3,7.2,0,S-Group:1|Kesko:1|Tokmanni Group:1,1703,1157,weak_geometry_coverage
fi,Finland,239,Keitele,2190,586,store_count_proxy,1,10000,S-Group,100,4.6,0,S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,240,Kemi,20810,95,store_count_proxy,0,,,,0,0,,1703,1157,weak_geometry_coverage
fi,Finland,241,Keminmaa,7870,644,store_count_proxy,5,4400,Kesko,60,6.4,1,Kesko:3|Unknown:1|S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,244,Kempele,18240,73,store_count_proxy,5,3600,S-Group,40,2.7,0,S-Group:2|Kesko:2|Lidl:1,1703,1157,weak_geometry_coverage
fi,Finland,245,Kerava,37640,31,store_count_proxy,18,3025,S-Group,33.3,4.8,5,S-Group:6|Kesko:6|Unknown:5|Lidl:1,1703,1157,weak_geometry_coverage
fi,Finland,249,Keuruu,9330,1260,store_count_proxy,7,3061,Unknown,42.9,7.5,3,Unknown:3|S-Group:2|Kesko:1|Lidl:1,1703,1157,weak_geometry_coverage
fi,Finland,250,Kihniö,1820,470,store_count_proxy,1,10000,Kesko,100,5.5,0,Kesko:1,1703,1157,weak_geometry_coverage
fi,Finland,256,Kinnula,1470,466,store_count_proxy,2,5000,Kesko,50,13.6,0,Kesko:1|S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,257,Kirkkonummi,40760,366,store_count_proxy,0,,,,0,0,,1703,1157,weak_geometry_coverage
fi,Finland,260,Kitee,9810,1157,store_count_proxy,4,5000,Kesko,50,4.1,0,Kesko:2|S-Group:2,1703,1157,weak_geometry_coverage
fi,Finland,261,Kittilä,6680,8263,store_count_proxy,5,3600,S-Group,40,7.5,1,S-Group:2|Kesko:2|Unknown:1,1703,1157,weak_geometry_coverage
fi,Finland,263,Kiuruvesi,7640,1302,store_count_proxy,5,4400,Unknown,60,6.5,3,Unknown:3|S-Group:1|Kesko:1,1703,1157,weak_geometry_coverage
fi,Finland,265,Kivijärvi,1100,537,store_count_proxy,1,10000,Unknown,100,9.1,1,Unknown:1,1703,1157,weak_geometry_coverage
fi,Finland,271,Kokemäki,7180,482,store_count_proxy,4,2500,Unknown,25,5.6,1,Unknown:1|Lidl:1|Kesko:1|S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,272,Kokkola,48380,2073,store_count_proxy,0,,,,0,0,,1703,1157,weak_geometry_coverage
fi,Finland,273,Kolari,3720,2617,store_count_proxy,5,4400,Kesko,60,13.4,1,Kesko:3|S-Group:1|Unknown:1,1703,1157,weak_geometry_coverage
fi,Finland,275,Konnevesi,2690,475,store_count_proxy,2,5000,S-Group,50,7.4,0,S-Group:1|Kesko:1,1703,1157,weak_geometry_coverage
fi,Finland,276,Kontiolahti,15120,628,store_count_proxy,4,3750,S-Group,50,2.6,1,S-Group:2|Unknown:1|Kesko:1,1703,1157,weak_geometry_coverage
fi,Finland,280,Korsnäs,1740,225,store_count_proxy,0,,,,0,0,,1703,1157,weak_geometry_coverage
fi,Finland,283,Hämeenkoski,2000,178,store_count_proxy,2,5000,S-Group,50,10,1,S-Group:1|Unknown:1,1703,1157,weak_geometry_coverage
fi,Finland,284,Koski Tl,2280,196,store_count_proxy,2,5000,S-Group,50,8.8,0,S-Group:1|Kesko:1,1703,1157,weak_geometry_coverage
fi,Finland,285,Kotka,51230,271,store_count_proxy,0,,,,0,0,,1703,1157,weak_geometry_coverage
fi,Finland,286,Kouvola,81760,2558,store_count_proxy,48,3151,S-Group,43.8,5.9,10,S-Group:21|Kesko:13|Unknown:10|Lidl:4,1703,1157,weak_geometry_coverage
fi,Finland,287,Kristiinankaupunki,6420,854,store_count_proxy,0,,,,0,0,,1703,1157,weak_geometry_coverage
fi,Finland,288,Kruunupyy,6520,716,store_count_proxy,0,,,,0,0,,1703,1157,weak_geometry_coverage
fi,Finland,290,Kuhmo,7890,5458,store_count_proxy,4,5000,Kesko,50,5.1,0,Kesko:2|S-Group:2,1703,1157,weak_geometry_coverage
fi,Finland,291,Kuhmoinen,2160,644,store_count_proxy,2,5000,S-Group,50,9.3,0,S-Group:1|Kesko:1,1703,1157,weak_geometry_coverage
fi,Finland,295,Kumlinge,310,99,store_count_proxy,0,,,,0,0,,1703,1157,weak_geometry_coverage
fi,Finland,297,Kuopio,122784,1597,store_count_proxy,55,3369,Kesko,41.8,4.5,9,Kesko:23|S-Group:20|Unknown:9|Lidl:3,1703,1157,weak_geometry_coverage
fi,Finland,300,Kuortane,3530,461,store_count_proxy,2,5000,Kesko,50,5.7,0,Kesko:1|S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,301,Kurikka,20580,951,store_count_proxy,8,2813,Kesko,37.5,3.9,2,Kesko:3|S-Group:2|Unknown:2|Tokmanni Group:1,1703,1157,weak_geometry_coverage
fi,Finland,304,Kustavi,860,175,store_count_proxy,0,,,,0,0,,1703,1157,weak_geometry_coverage
fi,Finland,305,Kuusamo,14700,5809,store_count_proxy,10,4200,Kesko,50,6.8,0,Kesko:5|S-Group:4|Lidl:1,1703,1157,weak_geometry_coverage
fi,Finland,309,Outokumpu,6740,250,store_count_proxy,4,3750,Kesko,50,5.9,1,Kesko:2|S-Group:1|Unknown:1,1703,1157,weak_geometry_coverage
fi,Finland,312,Kyyjärvi,1280,449,store_count_proxy,1,10000,S-Group,100,7.8,0,S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,316,Kärkölä,4300,226,store_count_proxy,1,10000,S-Group,100,2.3,0,S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,317,Kärsämäki,2440,605,store_count_proxy,2,5000,Kesko,50,8.2,0,Kesko:1|S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,318,Kökar,230,54,store_count_proxy,0,,,,0,0,,1703,1157,weak_geometry_coverage
fi,Finland,319,Köyliö,2600,203,store_count_proxy,1,10000,S-Group,100,3.8,0,S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,320,Kemijärvi,7340,3932,store_count_proxy,6,2778,Unknown,33.3,8.2,2,Unknown:2|Kesko:2|Lidl:1|S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,322,Kemiönsaari,6790,573,store_count_proxy,0,,,,0,0,,1703,1157,weak_geometry_coverage
fi,Finland,398,Lahti,120651,135,store_count_proxy,40,3313,S-Group,42.5,3.3,6,S-Group:17|Kesko:14|Unknown:6|Lidl:3,1703,1157,weak_geometry_coverage
fi,Finland,399,Laihia,8000,399,store_count_proxy,4,2500,Unknown,25,5,1,Unknown:1|Kesko:1|S-Group:1|Tokmanni Group:1,1703,1157,weak_geometry_coverage
fi,Finland,400,Laitila,8530,332,store_count_proxy,3,3333,S-Group,33.3,3.5,1,S-Group:1|Unknown:1|Kesko:1,1703,1157,weak_geometry_coverage
fi,Finland,402,Lapinlahti,9180,644,store_count_proxy,3,5556,S-Group,66.7,3.3,0,S-Group:2|Kesko:1,1703,1157,weak_geometry_coverage
fi,Finland,403,Lappajärvi,2840,367,store_count_proxy,2,5000,S-Group,50,7,1,S-Group:1|Unknown:1,1703,1157,weak_geometry_coverage
fi,Finland,405,Lappeenranta,73750,1722,store_count_proxy,36,3349,Kesko,44.4,4.9,5,Kesko:16|S-Group:12|Unknown:5|Lidl:3,1703,1157,weak_geometry_coverage
fi,Finland,407,Lapinjärvi,2650,352,store_count_proxy,2,5000,Unknown,50,7.5,1,Unknown:1|S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,408,Lapua,14320,741,store_count_proxy,10,2600,Unknown,40,7,4,Unknown:4|Kesko:2|S-Group:2|Tokmanni Group:1|Lidl:1,1703,1157,weak_geometry_coverage
fi,Finland,410,Laukaa,19120,646,store_count_proxy,6,3889,Kesko,50,3.1,0,Kesko:3|S-Group:2|Lidl:1,1703,1157,weak_geometry_coverage
fi,Finland,413,Lavia,1720,348,store_count_proxy,1,10000,S-Group,100,5.8,0,S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,416,Lemi,3230,231,store_count_proxy,2,5000,S-Group,50,6.2,0,S-Group:1|Kesko:1,1703,1157,weak_geometry_coverage
fi,Finland,417,Lemland,2020,113,store_count_proxy,0,,,,0,0,,1703,1157,weak_geometry_coverage
fi,Finland,418,Lempäälä,24010,112,store_count_proxy,12,2361,Kesko,33.3,5,2,Kesko:4|S-Group:3|Unknown:2|Lidl:2|Minimani:1,1703,1157,weak_geometry_coverage
fi,Finland,420,Leppävirta,9770,1298,store_count_proxy,5,2800,Kesko,40,5.1,1,Kesko:2|Unknown:1|Lidl:1|S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,421,Lestijärvi,700,474,store_count_proxy,1,10000,S-Group,100,14.3,0,S-Group:1,1703,1157,weak_geometry_coverage
fi,Finland,422,Lieksa,10650,4069,store_count_proxy,7,3061,Kesko,42.9,6.6,1,Kesko:3|S-Group:2|Unknown:1|Lidl:1,1703,1157,weak_geometry_coverage
fi,Finland,423,Lieto,20590,153,store_count_proxy,5,4400,Kesko,60,2.4,0,Kesko:3|S-Group:1|Lidl:1,1703,1157,weak_geometry_coverage
