fartoy_id;antall_sedler;antall_linjer;rundvekt_kg;fangstverdi_kr;siste_landingsdato;topp3_arter_rundvekt
1986002514;78;400;19361.2;337579.0;2025-12-10;Sei (8 018 kg) | Nordøstarktisk torsk (7 014 kg) | Breiflabb (1 459 kg)
1986002651;21;156;62187.8;0.0;2025-12-31;Nordøstarktisk torsk (48 004 kg) | Sei (6 664 kg) | Nordøstarktisk hyse (5 029 kg)
1986002723;12;57;11724.4;1279985.0;2025-07-22;Nordøstarktisk torsk (10 092 kg) | Kongekrabbe  hann- (1 438 kg) | Sei (118 kg)
1986002776;41;209;14800.4;167761.0;2025-12-20;Nordøstarktisk torsk (5 761 kg) | Sei (5 692 kg) | Nordøstarktisk hyse (1 764 kg)
1986002987;26;71;9715128.0;46984235.0;2025-09-26;Kolmule (6 325 990 kg) | Makrell (1 180 577 kg) | Nordsjøsild (1 119 474 kg)
1986003195;12;27;1282.6;362659.0;2025-12-04;Grønngylt (1 045 kg) | Hummer (170 kg) | Berggylt (66 kg)
1986003290;7;10;59439.0;0.0;2025-12-29;Makrell (59 439 kg)
1986003490;26;66;1640.6;167791.0;2025-12-29;Sjøkreps (1 400 kg) | Brosme (230 kg) | Taskekrabbe (9 kg)
1986003515;5;8;75382.0;1020372.0;2025-09-01;Nordsjøsild (40 820 kg) | Makrell (34 562 kg)
1986003635;68;529;36541.6;222733.0;2025-12-18;Sei (23 207 kg) | Lysing (6 241 kg) | Hyse (2 171 kg)
1986004043;91;586;129583.9;3330561.0;2025-12-12;Nordøstarktisk torsk (52 015 kg) | Nordøstarktisk hyse (48 358 kg) | Rødspette (25 379 kg)
1986004154;8;17;2552.2;95810.0;2025-09-16;Breiflabb (2 360 kg) | Kveite (140 kg) | Sjøkreps (47 kg)
1986004300;31;108;6915.5;191313.0;2025-07-23;Sei (3 530 kg) | Torsk (3 067 kg) | Lange (102 kg)
1986004436;94;480;1142523.5;28911439.0;2025-11-28;Nordøstarktisk torsk (416 195 kg) | Nordøstarktisk hyse (367 620 kg) | Blåsteinbit (133 538 kg)
1986004494;64;143;1358.4;202641.0;2025-12-28;Sjøkreps (1 345 kg) | Hummer (13 kg)
1986004644;19;84;10128.8;434718.0;2025-09-02;Nordøstarktisk torsk (8 625 kg) | Kongekrabbe  hann- (1 440 kg) | Kongekrabbe  hunn- (61 kg)
1986004721;13;32;3642.7;63360.0;2025-12-17;Sei (2 237 kg) | Nordøstarktisk torsk (1 199 kg) | Hummer (201 kg)
1986004733;31;95;105405.3;2742735.0;2025-09-11;Makrell (41 732 kg) | Nordøstarktisk torsk (41 520 kg) | Sei (22 069 kg)
1986004819;60;348;160536.9;3246222.0;2025-11-25;Norsk vårgytende sild (71 851 kg) | Nordøstarktisk torsk (48 698 kg) | Breiflabb (32 330 kg)
1986004988;23;176;61492.9;2878739.0;2025-12-08;Nordøstarktisk torsk (41 064 kg) | Blåkveite (10 759 kg) | Sei (3 904 kg)
1986005214;10;79;34633.2;632179.0;2025-03-28;Norsk vårgytende sild (26 224 kg) | Nordøstarktisk torsk (8 001 kg) | Nordøstarktisk hyse (265 kg)
1986005644;32;153;27765.2;1232636.0;2025-12-12;Nordøstarktisk torsk (14 268 kg) | Kveite (4 047 kg) | Sei (3 420 kg)
1986005688;26;216;147666.8;4221728.0;2025-07-15;Norsk vårgytende sild (73 306 kg) | Nordøstarktisk torsk (56 327 kg) | Blåkveite (12 343 kg)
1986006036;6;23;32466.3;1635095.0;2025-04-15;Nordøstarktisk torsk (32 466 kg)
1986006096;208;284;50683.0;3984870.0;2025-11-06;Dypvannsreke (50 683 kg)
1986006172;41;104;6401.3;53611.0;2025-12-08;Kveite (3 999 kg) | Nordøstarktisk torsk (1 358 kg) | Breiflabb (823 kg)
1986006404;50;330;12729.8;278412.0;2025-12-16;Nordøstarktisk torsk (7 186 kg) | Sei (1 508 kg) | Breiflabb (1 259 kg)
1986006453;14;47;7522.7;235416.0;2025-11-03;Nordøstarktisk torsk (5 483 kg) | Sei (1 389 kg) | Uer (vanlig) (495 kg)
1986007073;80;634;26924.8;1288329.0;2025-12-09;Nordøstarktisk torsk (13 556 kg) | Sei (6 939 kg) | Kongekrabbe  hann- (1 465 kg)
1986007228;1;10;3081.1;154532.0;2025-03-17;Nordøstarktisk torsk (2 988 kg) | Sei (47 kg) | Lange (27 kg)
1986007291;87;867;174686.6;3630291.0;2025-12-08;Sei (65 356 kg) | Nordøstarktisk torsk (40 084 kg) | Breiflabb (21 358 kg)
1986007294;28;134;30063.0;1016746.0;2025-08-12;Nordøstarktisk torsk (21 002 kg) | Sei (8 986 kg) | Kveite (59 kg)
1986007457;10;52;13687.3;1252812.0;2025-05-11;Nordøstarktisk torsk (11 805 kg) | Kongekrabbe  hann- (1 442 kg) | Nordøstarktisk hyse (164 kg)
1986007914;54;423;109948.7;3443093.0;2025-11-28;Nordøstarktisk torsk (51 992 kg) | Sei (38 599 kg) | Blåkveite (11 343 kg)
1986008139;31;209;55007.0;2859021.0;2025-11-11;Nordøstarktisk torsk (41 000 kg) | Blåkveite (10 478 kg) | Sei (1 221 kg)
1986008320;7;49;4121.4;781501.0;2025-04-13;Nordøstarktisk torsk (2 566 kg) | Kongekrabbe  hann- (1 446 kg) | Kongekrabbe  hunn- (60 kg)
1986008568;262;262;33465.0;1906740.0;2025-12-22;Dypvannsreke (33 465 kg)
1986008872;1;6;474.4;0.0;2025-12-17;Nordøstarktisk torsk (425 kg) | Sei (39 kg) | Breiflabb (6 kg)
1986009138;13;119;71844.6;3637581.0;2025-05-28;Nordøstarktisk torsk (58 316 kg) | Blåkveite (11 178 kg) | Nordøstarktisk hyse (1 102 kg)
1986009201;24;191;52266.7;926458.0;2025-05-12;Sei (33 455 kg) | Nordøstarktisk hyse (6 992 kg) | Lange (6 220 kg)
1986009291;20;147;40669.7;550956.0;2025-08-26;Makrell (17 000 kg) | Nordsjøsild (11 862 kg) | Nordøstarktisk torsk (10 906 kg)
1986009314;55;110;8756.1;336168.0;2025-08-03;Taskekrabbe (6 444 kg) | Taskekrabbe  han- (2 053 kg) | Taskekrabbe  hun- (194 kg)
1986009404;8;26;1305.2;241863.0;2025-12-22;Sjøkreps (945 kg) | Breiflabb (360 kg)
1986009688;38;213;31733.2;1249821.0;2025-04-04;Nordøstarktisk torsk (21 154 kg) | Sei (7 924 kg) | Lyr (1 542 kg)
1986009772;24;163;8716.5;268763.0;2025-10-14;Nordøstarktisk torsk (5 602 kg) | Sei (2 034 kg) | Nordøstarktisk hyse (567 kg)
1986009848;28;106;9685.1;0.0;2025-12-17;Breiflabb (8 451 kg) | Kveite (987 kg) | Nordøstarktisk torsk (78 kg)
1986009906;54;344;68742.3;1666035.0;2025-12-12;Nordøstarktisk torsk (35 731 kg) | Sei (23 271 kg) | Blåkveite (6 018 kg)
1986009961;1;3;41.0;2478.0;2025-05-14;Kveite (33 kg) | Nordøstarktisk torsk (8 kg)
1986010228;28;91;4634.5;123807.0;2025-12-16;Nordøstarktisk torsk (3 365 kg) | Breiflabb (1 009 kg) | Kveite (142 kg)
1986010344;33;201;8617.7;237247.0;2025-10-23;Nordøstarktisk torsk (6 170 kg) | Nordøstarktisk hyse (1 264 kg) | Sei (1 049 kg)
1986010496;44;240;30614.1;1701815.0;2026-01-01;Nordøstarktisk torsk (13 040 kg) | Blåkveite (9 776 kg) | Nordøstarktisk hyse (4 815 kg)
1986010587;18;103;26402.0;1273132.0;2025-06-08;Nordøstarktisk torsk (11 805 kg) | Blåkveite (9 666 kg) | Rognkjeks (hun) (1 888 kg)
1986010645;133;1006;369768.5;8047196.0;2025-12-01;Sei (142 429 kg) | Nordøstarktisk torsk (64 439 kg) | Lange (64 344 kg)
1986010772;25;209;52773.4;2423910.0;2025-12-05;Nordøstarktisk torsk (44 981 kg) | Kveite (4 016 kg) | Breiflabb (2 778 kg)
1986010992;37;88;23553.1;1109733.0;2025-12-19;Nordøstarktisk torsk (21 464 kg) | Nordøstarktisk hyse (877 kg) | Kveite (822 kg)
1986011029;32;82;9966.0;732664.0;2025-11-21;Nordøstarktisk torsk (7 902 kg) | Dypvannsreke (2 064 kg)
1986011079;12;81;14507.9;1381164.0;2025-10-23;Nordøstarktisk torsk (12 699 kg) | Kongekrabbe  hann- (1 438 kg) | Nordøstarktisk hyse (193 kg)
1986011083;19;66;11454.0;761424.0;2025-08-27;Nordøstarktisk torsk (9 943 kg) | Kongekrabbe  hann- (1 435 kg) | Kongekrabbe  hunn- (55 kg)
1986011205;21;131;36756.6;1834542.0;2025-11-19;Nordøstarktisk torsk (36 368 kg) | Kveite (209 kg) | Sei (58 kg)
1986011342;116;147;14658.8;256975.0;2025-12-14;Dypvannsreke (14 659 kg)
1986011433;14;80;13039.9;543100.0;2025-09-10;Nordøstarktisk torsk (11 617 kg) | Kongekrabbe  hann- (746 kg) | Sei (336 kg)
1986011501;24;143;15644.1;1256833.0;2025-12-17;Nordøstarktisk torsk (13 152 kg) | Kongekrabbe  hann- (1 437 kg) | Kveite (715 kg)
1986011586;15;36;8831.5;313450.0;2025-12-19;Nordøstarktisk torsk (6 830 kg) | Kveite (1 875 kg) | Breiflabb (76 kg)
1986011759;55;292;16171.3;451618.0;2025-11-21;Sei (7 365 kg) | Nordøstarktisk torsk (6 276 kg) | Nordøstarktisk hyse (1 902 kg)
1986011916;6;18;9599.9;157880.0;2025-12-16;Nordøstarktisk torsk (7 885 kg) | Sei (801 kg) | Nordøstarktisk hyse (505 kg)
1986011921;2;13;4447.0;230746.0;2025-03-31;Nordøstarktisk torsk (4 395 kg) | Nordøstarktisk hyse (45 kg) | Lange (7 kg)
1986012198;92;677;235769.4;5562367.0;2025-12-07;Nordøstarktisk torsk (97 194 kg) | Sei (93 651 kg) | Breiflabb (16 747 kg)
1986012214;22;81;19319.5;810291.0;2025-06-07;Nordøstarktisk torsk (18 222 kg) | Sei (1 082 kg) | Brosme (12 kg)
1986012412;3;12;201.1;4941.0;2025-04-26;Torsk (130 kg) | Hyse (39 kg) | Lyr (14 kg)
1986012562;53;438;36205.0;549886.0;2025-12-18;Nordøstarktisk hyse (17 776 kg) | Nordøstarktisk torsk (12 033 kg) | Sei (2 637 kg)
1986012651;69;719;18588.8;294200.0;2025-12-05;Dypvannsreke (12 570 kg) | Sei (1 943 kg) | Torsk (1 228 kg)
1986012788;162;703;48367.2;4066184.0;2025-12-27;Dypvannsreke (46 148 kg) | Sjøkreps (1 212 kg) | Torsk (371 kg)
1987000138;15;154;93308.7;2360765.0;2025-12-04;Nordøstarktisk torsk (41 824 kg) | Nordøstarktisk hyse (36 582 kg) | Blåkveite (10 104 kg)
1987000383;38;224;21106.1;485732.0;2025-11-21;Nordøstarktisk torsk (8 038 kg) | Sei (3 864 kg) | Nordøstarktisk hyse (3 455 kg)
1987000439;34;214;20857.7;1214320.0;2025-12-18;Nordøstarktisk torsk (13 512 kg) | Nordøstarktisk hyse (3 171 kg) | Brosme (2 118 kg)
1987000494;20;142;26318.6;1703076.0;2025-09-01;Nordøstarktisk torsk (23 710 kg) | Kongekrabbe  hann- (1 436 kg) | Rødspette (491 kg)
1987000511;8;21;5162.0;221014.0;2025-09-15;Nordøstarktisk torsk (4 978 kg) | Sei (184 kg)
1987000556;63;592;69694.9;829926.0;2025-12-13;Lyr (17 289 kg) | Sei (16 417 kg) | Nordøstarktisk torsk (11 732 kg)
1987000597;26;245;899145.0;18621525.0;2025-05-29;Norsk vårgytende sild (616 903 kg) | Nordøstarktisk torsk (186 894 kg) | Sei (70 301 kg)
1987000616;85;102;11849.0;551160.0;2025-12-29;Taskekrabbe (5 676 kg) | Kongsnegl (Kongesnegl) (3 504 kg) | Sjøkreps (2 669 kg)
1987000700;7;52;11727.2;605700.0;2025-04-24;Nordøstarktisk torsk (11 472 kg) | Sei (113 kg) | Nordøstarktisk hyse (56 kg)
1987000897;103;235;24471.8;2417047.0;2025-12-22;Sjøkreps (12 646 kg) | Nordøstarktisk torsk (11 134 kg) | Sei (450 kg)
1987001161;35;348;33356.6;1036029.0;2025-12-10;Blåkveite (9 788 kg) | Nordøstarktisk hyse (9 237 kg) | Nordøstarktisk torsk (6 896 kg)
1987001262;102;1642;67856.7;2784194.0;2025-12-29;Dypvannsreke (47 312 kg) | Sei (5 317 kg) | Torsk (3 997 kg)
1987001307;29;159;47361.2;1096218.0;2025-12-19;Rognkjeks (hun) (21 135 kg) | Nordøstarktisk torsk (18 536 kg) | Kveite (3 338 kg)
1987001327;26;141;13390.6;470128.0;2025-11-12;Nordøstarktisk torsk (8 805 kg) | Nordøstarktisk hyse (2 135 kg) | Kongekrabbe  hann- (1 439 kg)
1987001531;16;85;11437.1;390459.0;2025-12-05;Nordøstarktisk torsk (9 472 kg) | Kongekrabbe  hann- (1 429 kg) | Brosme (201 kg)
1987001603;29;103;12865.2;592804.0;2025-04-28;Nordøstarktisk torsk (12 402 kg) | Nordøstarktisk hyse (230 kg) | Sei (92 kg)
1987001877;13;61;11532.5;1054977.0;2025-05-30;Nordøstarktisk torsk (10 028 kg) | Kongekrabbe  hann- (1 440 kg) | Kongekrabbe  hunn- (61 kg)
1987001953;7;29;8456.0;722044.0;2025-08-06;Nordøstarktisk torsk (6 954 kg) | Kongekrabbe  hann- (1 429 kg) | Kongekrabbe  hunn- (68 kg)
1987002541;19;148;9379.5;348006.0;2025-10-23;Nordøstarktisk torsk (3 699 kg) | Brosme (2 295 kg) | Nordøstarktisk hyse (2 155 kg)
1987002785;49;326;46147.5;2154752.0;2025-12-12;Nordøstarktisk torsk (42 656 kg) | Kveite (1 754 kg) | Kongekrabbe  hann- (1 437 kg)
1987002788;21;60;2785.7;664833.0;2025-12-22;Kongekrabbe  hann- (1 433 kg) | Kveite (1 266 kg) | Kongekrabbe  hunn- (68 kg)
1987002793;18;71;4435.3;183903.0;2025-11-07;Nordøstarktisk torsk (3 664 kg) | Kongekrabbe  hann- (724 kg) | Kongekrabbe  hunn- (24 kg)
1987002809;7;36;3886.0;149727.0;2025-05-30;Nordøstarktisk torsk (3 316 kg) | Sei (491 kg) | Kveite (42 kg)
1987003346;13;73;21623.6;1020509.0;2025-11-10;Blåkveite (11 346 kg) | Nordøstarktisk torsk (6 424 kg) | Kongekrabbe  hann- (1 445 kg)
1987003373;17;49;4751.1;66032.0;2025-12-09;Nordøstarktisk torsk (1 790 kg) | Sei (1 631 kg) | Kongekrabbe  hann- (741 kg)
1987003574;30;102;10758.5;554707.0;2025-12-16;Nordøstarktisk torsk (9 425 kg) | Kongekrabbe  hann- (1 260 kg) | Kongekrabbe  hunn- (72 kg)
1987003761;3;3;33688.0;1010640.0;2025-05-22;Makrell (33 688 kg)
1987003812;65;166;17567.1;531572.0;2025-12-30;Torsk (7 958 kg) | Breiflabb (7 830 kg) | Annen skate og rokke (834 kg)
1987004066;1;5;904.6;21716.0;2025-03-14;Sei (666 kg) | Nordøstarktisk torsk (218 kg) | Brosme (13 kg)
1987004180;19;160;85864.9;1570958.0;2025-11-25;Norsk vårgytende sild (51 799 kg) | Nordøstarktisk torsk (32 265 kg) | Kongekrabbe  hann- (1 437 kg)
1987004264;81;713;658457.9;16192628.0;2025-12-05;Nordøstarktisk torsk (299 601 kg) | Sei (271 271 kg) | Lange (40 004 kg)
1987004391;33;200;36282.0;1145649.0;2025-12-17;Nordøstarktisk torsk (23 844 kg) | Nordøstarktisk hyse (5 132 kg) | Sei (2 718 kg)
1987004437;9;61;3348.7;70310.0;2025-11-10;Hyse (930 kg) | Torsk (917 kg) | Lyr (748 kg)
1987004567;7;72;29509.9;1458572.0;2025-03-07;Nordøstarktisk torsk (28 590 kg) | Lange (320 kg) | Sei (276 kg)
1987004725;4;15;1140.4;13570.0;2025-11-19;Sei (580 kg) | Hummer (452 kg) | Torsk (59 kg)
1987004785;66;438;31998.5;674935.0;2025-12-17;Nordøstarktisk torsk (8 084 kg) | Breiflabb (5 959 kg) | Kveite (3 941 kg)
1987004886;25;142;23236.4;1019222.0;2025-05-16;Nordøstarktisk torsk (22 714 kg) | Sei (509 kg) | Uer (vanlig) (14 kg)
1987004899;67;250;38274.8;261232.0;2025-11-11;Taskekrabbe  hun- (25 389 kg) | Taskekrabbe  han- (7 243 kg) | Nordøstarktisk torsk (3 825 kg)
1987005138;23;143;21694.9;456537.0;2025-11-12;Nordøstarktisk torsk (11 261 kg) | Nordøstarktisk hyse (7 345 kg) | Brosme (1 931 kg)
1987005358;75;303;16338.2;252378.0;2025-12-10;Taskekrabbe  hun- (7 685 kg) | Nordøstarktisk torsk (6 766 kg) | Taskekrabbe  han- (1 201 kg)
1987005370;23;194;27412.3;740032.0;2025-09-08;Nordøstarktisk torsk (9 450 kg) | Rødspette (9 245 kg) | Nordøstarktisk hyse (3 499 kg)
1987005383;7;7;116.4;11976.0;2025-12-17;Sjøkreps (60 kg) | Hummer (56 kg)
1987005530;47;326;23114.2;388981.0;2025-12-30;Sei (17 890 kg) | Lyr (3 299 kg) | Nordøstarktisk torsk (574 kg)
1987005554;36;293;21840.2;872536.0;2025-06-13;Nordøstarktisk torsk (18 995 kg) | Nordøstarktisk hyse (1 179 kg) | Brosme (582 kg)
1987005568;16;132;4483.3;165385.0;2025-11-07;Nordøstarktisk torsk (2 812 kg) | Sei (869 kg) | Nordøstarktisk hyse (581 kg)
1987005594;4;29;9868.0;200612.0;2025-09-06;Nordøstarktisk torsk (7 195 kg) | Uer (vanlig) (1 590 kg) | Vassild (539 kg)
1987005596;4;25;6829.1;355520.0;2025-04-01;Nordøstarktisk torsk (6 700 kg) | Lange (55 kg) | Kveite (36 kg)
1987005635;10;93;33952.2;697400.0;2025-04-28;Norsk vårgytende sild (23 846 kg) | Nordøstarktisk torsk (8 615 kg) | Sei (1 216 kg)
1987005793;27;158;26328.3;1182666.0;2025-04-08;Nordøstarktisk torsk (21 504 kg) | Sei (4 145 kg) | Lange (245 kg)
1987005957;2;23;5663.8;219226.0;2025-02-01;Nordøstarktisk torsk (4 115 kg) | Nordøstarktisk hyse (1 029 kg) | Sei (467 kg)
1987005995;14;111;53127.0;2940371.0;2025-11-16;Nordøstarktisk torsk (42 396 kg) | Blåkveite (10 002 kg) | Kveite (242 kg)
1987006124;298;1015;45771.6;380586.0;2025-12-31;Taskekrabbe (27 603 kg) | Taskekrabbe  hun- (6 149 kg) | Taskekrabbe  han- (3 296 kg)
1987006234;23;106;13951.8;1382262.0;2025-07-23;Nordøstarktisk torsk (11 579 kg) | Kongekrabbe  hann- (1 435 kg) | Sei (797 kg)
1987006236;22;200;58634.3;2343131.0;2025-12-17;Nordøstarktisk torsk (36 426 kg) | Sei (9 352 kg) | Blåkveite (9 283 kg)
1987006261;60;535;106087.5;4753814.0;2025-11-11;Nordøstarktisk torsk (76 724 kg) | Blåkveite (11 750 kg) | Breiflabb (10 702 kg)
1987006275;13;72;6807.5;239934.0;2025-12-19;Nordøstarktisk torsk (4 986 kg) | Kveite (1 135 kg) | Breiflabb (279 kg)
1987006428;96;359;168220.9;798751.0;2025-11-25;Taskekrabbe  hun- (116 552 kg) | Taskekrabbe  han- (36 323 kg) | Nordøstarktisk torsk (11 503 kg)
1987006492;11;86;58659.3;2528825.0;2025-09-19;Nordøstarktisk torsk (52 658 kg) | Kveite (4 082 kg) | Brosme (1 275 kg)
1987006518;17;121;54806.0;3085853.0;2025-11-06;Nordøstarktisk torsk (42 555 kg) | Blåkveite (9 596 kg) | Kongekrabbe  hann- (1 432 kg)
1987006529;53;195;58380.6;1787426.0;2025-10-21;Sei (29 006 kg) | Nordøstarktisk torsk (25 756 kg) | Brosme (2 254 kg)
1987006609;3;3;1001.2;22000.0;2025-12-08;Nordøstarktisk torsk (519 kg) | Kveite (482 kg)
1987006634;39;184;16579.1;322910.0;2025-12-10;Nordøstarktisk torsk (8 293 kg) | Sei (4 157 kg) | Kveite (3 471 kg)
1987006649;50;220;21057.5;1039947.0;2025-12-16;Nordøstarktisk torsk (13 269 kg) | Nordøstarktisk hyse (3 823 kg) | Brosme (1 785 kg)
1987006657;34;120;4393.4;85564.0;2025-12-17;Sei (1 767 kg) | Makrell (823 kg) | Torsk (765 kg)
1987006705;101;327;48952.0;1204258.0;2025-12-19;Sei (31 942 kg) | Nordøstarktisk torsk (16 711 kg) | Kveite (154 kg)
1987007000;7;36;73000.1;2426425.0;2025-11-26;Nordøstarktisk torsk (49 245 kg) | Makrell (23 573 kg) | Lyr (167 kg)
1987007030;9;60;24262.5;1134658.0;2025-03-12;Nordøstarktisk torsk (24 262 kg)
1987007045;44;269;23821.5;554072.0;2025-12-12;Sei (8 830 kg) | Nordøstarktisk torsk (8 054 kg) | Kveite (4 045 kg)
1987007175;20;117;24482.5;1084736.0;2025-03-10;Nordøstarktisk torsk (22 596 kg) | Sei (1 846 kg) | Brosme (30 kg)
1987007593;15;113;48462.2;673483.0;2025-12-10;Nordøstarktisk torsk (25 248 kg) | Norsk vårgytende sild (20 778 kg) | Rødspette (1 804 kg)
1987007841;15;39;10610.0;435816.0;2025-11-01;Nordøstarktisk torsk (9 212 kg) | Sei (1 378 kg) | Brosme (12 kg)
1987007919;73;385;56282.4;526098.0;2025-12-05;Taskekrabbe  hun- (25 950 kg) | Taskekrabbe  han- (8 855 kg) | Sei (8 504 kg)
1987008038;11;37;2059.1;282141.0;2025-09-04;Nordøstarktisk torsk (1 323 kg) | Kongekrabbe  hann- (703 kg) | Sei (30 kg)
1987008149;11;132;8791.2;0.0;2025-12-22;Nordøstarktisk torsk (3 575 kg) | Brosme (2 458 kg) | Nordøstarktisk hyse (2 453 kg)
1987008175;28;93;12025.3;847177.0;2025-11-03;Nordøstarktisk torsk (10 407 kg) | Kongekrabbe  hann- (1 460 kg) | Rødspette (102 kg)
1987008738;23;137;15723.1;1312158.0;2025-12-07;Nordøstarktisk torsk (13 935 kg) | Kongekrabbe  hann- (1 474 kg) | Kveite (247 kg)
1987009204;12;47;210694.8;1960921.0;2025-11-11;Norsk vårgytende sild (124 060 kg) | Makrell (42 954 kg) | Hestmakrell (34 858 kg)
1987009264;65;271;26279.7;533651.0;2025-12-09;Nordøstarktisk torsk (6 720 kg) | Taskekrabbe  han- (5 080 kg) | Sei (5 006 kg)
1987009406;11;116;48871.3;2529055.0;2025-04-02;Nordøstarktisk torsk (47 269 kg) | Sei (1 071 kg) | Lange (315 kg)
1987009411;54;296;28750.9;456446.0;2025-12-04;Sei (17 452 kg) | Nordøstarktisk torsk (8 378 kg) | Nordøstarktisk hyse (1 492 kg)
1987009425;44;288;59838.7;1347354.0;2025-10-02;Nordøstarktisk torsk (24 060 kg) | Makrell (22 209 kg) | Pigghå (6 068 kg)
1987009493;19;129;20842.6;1012228.0;2025-09-26;Nordøstarktisk torsk (19 986 kg) | Breiflabb (525 kg) | Lange (158 kg)
1987009720;9;44;11445.4;523238.0;2025-03-27;Nordøstarktisk torsk (10 984 kg) | Sei (213 kg) | Brosme (144 kg)
1987009728;45;109;3405.1;276182.0;2025-12-21;Sjøkreps (1 726 kg) | Kongsnegl (Kongesnegl) (1 129 kg) | Nordøstarktisk torsk (367 kg)
1987009876;14;37;4228.3;31590.0;2025-09-15;Kveite (3 999 kg) | Breiflabb (230 kg)
1987009936;68;487;22269.0;466391.0;2025-12-12;Nordøstarktisk torsk (12 052 kg) | Sei (9 013 kg) | Nordøstarktisk hyse (660 kg)
1987009960;13;44;4713.4;119837.0;2025-11-23;Sei (3 013 kg) | Nordøstarktisk torsk (1 598 kg) | Uer (vanlig) (99 kg)
1987010050;20;133;22529.1;1124821.0;2025-11-11;Nordøstarktisk torsk (21 420 kg) | Sei (382 kg) | Lange (323 kg)
1987010073;18;122;48789.1;2548318.0;2025-03-31;Nordøstarktisk torsk (48 476 kg) | Lange (97 kg) | Nordøstarktisk hyse (73 kg)
1987010195;28;161;27966.4;1145444.0;2025-12-02;Nordøstarktisk torsk (23 180 kg) | Kveite (3 870 kg) | Brosme (372 kg)
1987010397;111;222;77820.6;4019146.0;2025-07-17;Nordøstarktisk torsk (41 408 kg) | Dypvannsreke (35 726 kg) | Nordøstarktisk hyse (409 kg)
1987010498;14;58;25916.4;1111991.0;2025-12-12;Nordøstarktisk torsk (21 232 kg) | Kveite (3 826 kg) | Breiflabb (734 kg)
1987010567;9;53;4212.8;148546.0;2025-06-26;Nordøstarktisk torsk (3 143 kg) | Sei (944 kg) | Kveite (89 kg)
1987010654;32;224;41536.8;1285102.0;2025-12-09;Nordøstarktisk torsk (26 564 kg) | Nordøstarktisk hyse (8 793 kg) | Brosme (3 113 kg)
1987010741;34;153;14385.2;552606.0;2025-11-01;Nordøstarktisk torsk (10 378 kg) | Kveite (2 787 kg) | Brosme (811 kg)
1987010793;28;132;23926.2;1367432.0;2025-06-13;Nordøstarktisk torsk (10 971 kg) | Blåkveite (9 942 kg) | Sei (1 448 kg)
1987010984;60;202;16905.5;483017.0;2025-12-12;Nordøstarktisk torsk (8 652 kg) | Kveite (3 999 kg) | Sei (2 791 kg)
1987011070;99;467;11959.7;225745.0;2025-12-26;Breiflabb (4 869 kg) | Torsk (1 885 kg) | Hyse (1 340 kg)
1987011223;49;299;46600.4;792487.0;2025-12-12;Nordøstarktisk hyse (13 428 kg) | Sei (11 262 kg) | Nordøstarktisk torsk (8 132 kg)
1987011257;15;132;14805.9;479978.0;2025-11-27;Nordøstarktisk torsk (13 974 kg) | Sei (558 kg) | Kveite (171 kg)
1987011336;10;91;23408.0;1195437.0;2025-04-07;Nordøstarktisk torsk (22 874 kg) | Nordøstarktisk hyse (213 kg) | Sei (194 kg)
1987011362;38;373;58094.6;1881198.0;2025-12-16;Nordøstarktisk torsk (34 743 kg) | Nordøstarktisk hyse (13 303 kg) | Lange (5 155 kg)
1987011379;11;66;28691.1;1489898.0;2025-04-28;Nordøstarktisk torsk (28 112 kg) | Sei (309 kg) | Kveite (115 kg)
1987011486;40;167;9180.9;157623.0;2025-12-18;Nordøstarktisk torsk (3 400 kg) | Breiflabb (2 632 kg) | Kveite (1 869 kg)
1987011783;95;1016;961235.0;20786183.0;2025-12-16;Sei (364 489 kg) | Nordøstarktisk torsk (292 226 kg) | Lange (91 678 kg)
1987011870;34;85;7896.5;295750.0;2025-09-17;Nordøstarktisk torsk (6 808 kg) | Sei (1 032 kg) | Lange (37 kg)
1987012189;39;172;23684.3;609076.0;2025-12-11;Blåkveite (9 782 kg) | Nordøstarktisk torsk (8 149 kg) | Kveite (4 009 kg)
1987012236;3;11;2851.3;0.0;2025-12-18;Kveite (2 763 kg) | Breiflabb (62 kg) | Nordøstarktisk torsk (26 kg)
1987012456;136;161;2561.9;316612.0;2025-12-21;Sjøkreps (1 702 kg) | Taskekrabbe (853 kg) | Trollkrabbe (7 kg)
1987012805;74;2555;371507.2;9822999.0;2025-12-18;Sei (128 081 kg) | Breiflabb (62 169 kg) | Dypvannsreke (52 420 kg)
1987012820;54;302;26840.9;526706.0;2025-12-18;Nordøstarktisk torsk (16 646 kg) | Rødspette (3 285 kg) | Sei (2 401 kg)
1987012830;51;214;9140.1;408179.0;2025-09-26;Nordøstarktisk torsk (7 142 kg) | Makrell (1 440 kg) | Lange (321 kg)
1987012982;7;44;7425.4;351378.0;2025-03-13;Nordøstarktisk torsk (6 999 kg) | Brosme (167 kg) | Nordøstarktisk hyse (131 kg)
1988000927;57;145;4559.6;260400.0;2025-12-15;Sei (1 701 kg) | Rognkjeks (hun) (813 kg) | Breiflabb (592 kg)
1988001077;63;312;55502.1;1322690.0;2025-12-17;Nordøstarktisk torsk (42 500 kg) | Nordøstarktisk hyse (10 189 kg) | Kongekrabbe  hann- (1 480 kg)
1988001489;25;114;24720.1;1071435.0;2025-12-17;Nordøstarktisk torsk (17 858 kg) | Kveite (4 072 kg) | Kongekrabbe  hann- (1 446 kg)
