year,reporter,reporter_label,partner,partner_label,product,product_label,flow,value_eur,quantity_100kg,quantity_kg,quantity_tonnes,source_url
2022,DE,Germany (incl. German Democratic Republic 'DD' from 1991),SE,Sweden,1802,"Cocoa shells, husks, skins and other cocoa waste",EXPORT,8,0.72,72,0.072,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2022,DE,Germany (incl. German Democratic Republic 'DD' from 1991),SE,Sweden,1803,"Cocoa paste, whether or not defatted",EXPORT,1591725,4819.70,481970,481.970,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2022,DE,Germany (incl. German Democratic Republic 'DD' from 1991),SE,Sweden,1804,"Cocoa butter, fat and oil",EXPORT,4475402,9869.71,986971,986.971,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2022,DE,Germany (incl. German Democratic Republic 'DD' from 1991),SE,Sweden,1805,"Cocoa powder, not containing added sugar or other sweetening matter",EXPORT,4428329,14433.00,1443300,1443.300,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2022,DE,Germany (incl. German Democratic Republic 'DD' from 1991),SE,Sweden,1806,Chocolate and other food preparations containing cocoa,EXPORT,118021936,206774.30,20677430,20677.430,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2022,DE,Germany (incl. German Democratic Republic 'DD' from 1991),DK,Denmark,1801,"Cocoa beans, whole or broken, raw or roasted",EXPORT,82825,161.63,16163,16.163,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2022,DE,Germany (incl. German Democratic Republic 'DD' from 1991),DK,Denmark,1802,"Cocoa shells, husks, skins and other cocoa waste",EXPORT,117516,5809.00,580900,580.900,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2022,DE,Germany (incl. German Democratic Republic 'DD' from 1991),DK,Denmark,1803,"Cocoa paste, whether or not defatted",EXPORT,2209749,6622.80,662280,662.280,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2022,DE,Germany (incl. German Democratic Republic 'DD' from 1991),DK,Denmark,1804,"Cocoa butter, fat and oil",EXPORT,4253627,9416.24,941624,941.624,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2022,DE,Germany (incl. German Democratic Republic 'DD' from 1991),DK,Denmark,1805,"Cocoa powder, not containing added sugar or other sweetening matter",EXPORT,1880042,5130.64,513064,513.064,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2022,DE,Germany (incl. German Democratic Republic 'DD' from 1991),DK,Denmark,1806,Chocolate and other food preparations containing cocoa,EXPORT,109242874,166942.47,16694247,16694.247,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2022,DE,Germany (incl. German Democratic Republic 'DD' from 1991),FI,Finland,1801,"Cocoa beans, whole or broken, raw or roasted",EXPORT,36715,48.64,4864,4.864,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2022,DE,Germany (incl. German Democratic Republic 'DD' from 1991),FI,Finland,1803,"Cocoa paste, whether or not defatted",EXPORT,3118434,9116.60,911660,911.660,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2022,DE,Germany (incl. German Democratic Republic 'DD' from 1991),FI,Finland,1804,"Cocoa butter, fat and oil",EXPORT,12987355,28616.29,2861629,2861.629,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2022,DE,Germany (incl. German Democratic Republic 'DD' from 1991),FI,Finland,1805,"Cocoa powder, not containing added sugar or other sweetening matter",EXPORT,376881,955.46,95546,95.546,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2022,DE,Germany (incl. German Democratic Republic 'DD' from 1991),FI,Finland,1806,Chocolate and other food preparations containing cocoa,EXPORT,28167949,48427.51,4842751,4842.751,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2023,NL,Netherlands,NO,Norway (incl. Svalbard and Jan Mayen 'SJ' -> 1994 and again from 1997),1801,"Cocoa beans, whole or broken, raw or roasted",EXPORT,96257,149.88,14988,14.988,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2023,NL,Netherlands,NO,Norway (incl. Svalbard and Jan Mayen 'SJ' -> 1994 and again from 1997),1802,"Cocoa shells, husks, skins and other cocoa waste",EXPORT,525,0.50,50,0.050,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2023,NL,Netherlands,NO,Norway (incl. Svalbard and Jan Mayen 'SJ' -> 1994 and again from 1997),1803,"Cocoa paste, whether or not defatted",EXPORT,4463009,11016.42,1101642,1101.642,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2023,NL,Netherlands,NO,Norway (incl. Svalbard and Jan Mayen 'SJ' -> 1994 and again from 1997),1804,"Cocoa butter, fat and oil",EXPORT,21677382,40688.71,4068871,4068.871,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2023,NL,Netherlands,NO,Norway (incl. Svalbard and Jan Mayen 'SJ' -> 1994 and again from 1997),1805,"Cocoa powder, not containing added sugar or other sweetening matter",EXPORT,4695397,14173.67,1417367,1417.367,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2023,NL,Netherlands,NO,Norway (incl. Svalbard and Jan Mayen 'SJ' -> 1994 and again from 1997),1806,Chocolate and other food preparations containing cocoa,EXPORT,21471382,26467.57,2646757,2646.757,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2023,NL,Netherlands,SE,Sweden,1801,"Cocoa beans, whole or broken, raw or roasted",EXPORT,144408,319.71,31971,31.971,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2023,NL,Netherlands,SE,Sweden,1802,"Cocoa shells, husks, skins and other cocoa waste",EXPORT,1350,28.04,2804,2.804,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2023,NL,Netherlands,SE,Sweden,1803,"Cocoa paste, whether or not defatted",EXPORT,916644,2140.64,214064,214.064,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2023,NL,Netherlands,SE,Sweden,1804,"Cocoa butter, fat and oil",EXPORT,39572849,69130.18,6913018,6913.018,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2023,NL,Netherlands,SE,Sweden,1805,"Cocoa powder, not containing added sugar or other sweetening matter",EXPORT,11027027,36882.78,3688278,3688.278,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2023,NL,Netherlands,SE,Sweden,1806,Chocolate and other food preparations containing cocoa,EXPORT,53968691,86021.08,8602108,8602.108,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2023,NL,Netherlands,DK,Denmark,1801,"Cocoa beans, whole or broken, raw or roasted",EXPORT,91728,213.38,21338,21.338,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2023,NL,Netherlands,DK,Denmark,1802,"Cocoa shells, husks, skins and other cocoa waste",EXPORT,193,2.90,290,0.290,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2023,NL,Netherlands,DK,Denmark,1803,"Cocoa paste, whether or not defatted",EXPORT,82245,164.02,16402,16.402,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2023,NL,Netherlands,DK,Denmark,1804,"Cocoa butter, fat and oil",EXPORT,1033040,1819.38,181938,181.938,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2023,NL,Netherlands,DK,Denmark,1805,"Cocoa powder, not containing added sugar or other sweetening matter",EXPORT,4219760,13596.40,1359640,1359.640,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2023,NL,Netherlands,DK,Denmark,1806,Chocolate and other food preparations containing cocoa,EXPORT,53182476,85931.37,8593137,8593.137,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2023,NL,Netherlands,FI,Finland,1801,"Cocoa beans, whole or broken, raw or roasted",EXPORT,33838,78.10,7810,7.810,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2023,NL,Netherlands,FI,Finland,1802,"Cocoa shells, husks, skins and other cocoa waste",EXPORT,93,1.45,145,0.145,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2023,NL,Netherlands,FI,Finland,1803,"Cocoa paste, whether or not defatted",EXPORT,9764144,23951.92,2395192,2395.192,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2023,NL,Netherlands,FI,Finland,1804,"Cocoa butter, fat and oil",EXPORT,7872781,14359.91,1435991,1435.991,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2023,NL,Netherlands,FI,Finland,1805,"Cocoa powder, not containing added sugar or other sweetening matter",EXPORT,2036519,6234.52,623452,623.452,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2023,NL,Netherlands,FI,Finland,1806,Chocolate and other food preparations containing cocoa,EXPORT,12497035,22945.18,2294518,2294.518,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2023,BE,Belgium (incl. Luxembourg 'LU' -> 1998),NO,Norway (incl. Svalbard and Jan Mayen 'SJ' -> 1994 and again from 1997),1801,"Cocoa beans, whole or broken, raw or roasted",EXPORT,55873,69.50,6950,6.950,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2023,BE,Belgium (incl. Luxembourg 'LU' -> 1998),NO,Norway (incl. Svalbard and Jan Mayen 'SJ' -> 1994 and again from 1997),1803,"Cocoa paste, whether or not defatted",EXPORT,10309302,25169.94,2516994,2516.994,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2023,BE,Belgium (incl. Luxembourg 'LU' -> 1998),NO,Norway (incl. Svalbard and Jan Mayen 'SJ' -> 1994 and again from 1997),1804,"Cocoa butter, fat and oil",EXPORT,14402,13.93,1393,1.393,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2023,BE,Belgium (incl. Luxembourg 'LU' -> 1998),NO,Norway (incl. Svalbard and Jan Mayen 'SJ' -> 1994 and again from 1997),1805,"Cocoa powder, not containing added sugar or other sweetening matter",EXPORT,21746,20.89,2089,2.089,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2023,BE,Belgium (incl. Luxembourg 'LU' -> 1998),NO,Norway (incl. Svalbard and Jan Mayen 'SJ' -> 1994 and again from 1997),1806,Chocolate and other food preparations containing cocoa,EXPORT,20497232,43045.55,4304555,4304.555,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2023,BE,Belgium (incl. Luxembourg 'LU' -> 1998),SE,Sweden,1801,"Cocoa beans, whole or broken, raw or roasted",EXPORT,31257,34.40,3440,3.440,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2023,BE,Belgium (incl. Luxembourg 'LU' -> 1998),SE,Sweden,1803,"Cocoa paste, whether or not defatted",EXPORT,12799459,32168.99,3216899,3216.899,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2023,BE,Belgium (incl. Luxembourg 'LU' -> 1998),SE,Sweden,1804,"Cocoa butter, fat and oil",EXPORT,171755,261.26,26126,26.126,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2023,BE,Belgium (incl. Luxembourg 'LU' -> 1998),SE,Sweden,1805,"Cocoa powder, not containing added sugar or other sweetening matter",EXPORT,127886,236.75,23675,23.675,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2023,BE,Belgium (incl. Luxembourg 'LU' -> 1998),SE,Sweden,1806,Chocolate and other food preparations containing cocoa,EXPORT,32336472,52518.06,5251806,5251.806,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
2023,BE,Belgium (incl. Luxembourg 'LU' -> 1998),DK,Denmark,1801,"Cocoa beans, whole or broken, raw or roasted",EXPORT,113196,136.31,13631,13.631,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/ds-045409?format=JSON&lang=en&freq=A&flow=2&reporter=NL&reporter=BE&reporter=DE&partner=NO&partner=SE&partner=DK&partner=FI&product=1801&product=1802&product=1803&product=1804&product=1805&product=1806&time=2022&time=2023&time=2024&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG
