code,description,classification,year,country,flow,indicator,kg,product_key,url,error
230400,Soybean oilcake/meal CN6,Classification of Products CN6,2024,AA All countries together,Imports by countries of origin,V3 Quantity kg,124421787,"230400 (2002--.) Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of soya-bean oil",https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=230400&Year=2024&Country=AA&Flow=1&Indicators=V3,
230400,Soybean oilcake/meal CN6,Classification of Products CN6,2025,AA All countries together,Imports by countries of origin,V3 Quantity kg,127608382,"230400 (2002--.) Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of soya-bean oil",https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=230400&Year=2025&Country=AA&Flow=1&Indicators=V3,
230641,Rape/colza oilcake low erucic acid,Classification of Products CN6,2015,AA All countries together,Imports by countries of origin,V3 Quantity kg,256014138,230641 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=230641&Year=2015&Country=AA&Flow=1&Indicators=V3,
230641,Rape/colza oilcake low erucic acid,Classification of Products CN6,2016,AA All countries together,Imports by countries of origin,V3 Quantity kg,306472920,230641 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=230641&Year=2016&Country=AA&Flow=1&Indicators=V3,
230641,Rape/colza oilcake low erucic acid,Classification of Products CN6,2017,AA All countries together,Imports by countries of origin,V3 Quantity kg,288654171,230641 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=230641&Year=2017&Country=AA&Flow=1&Indicators=V3,
230641,Rape/colza oilcake low erucic acid,Classification of Products CN6,2018,AA All countries together,Imports by countries of origin,V3 Quantity kg,264576257,230641 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=230641&Year=2018&Country=AA&Flow=1&Indicators=V3,
230641,Rape/colza oilcake low erucic acid,Classification of Products CN6,2019,AA All countries together,Imports by countries of origin,V3 Quantity kg,269569530,230641 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=230641&Year=2019&Country=AA&Flow=1&Indicators=V3,
230641,Rape/colza oilcake low erucic acid,Classification of Products CN6,2020,AA All countries together,Imports by countries of origin,V3 Quantity kg,257445049,230641 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=230641&Year=2020&Country=AA&Flow=1&Indicators=V3,
230641,Rape/colza oilcake low erucic acid,Classification of Products CN6,2021,AA All countries together,Imports by countries of origin,V3 Quantity kg,254991154,230641 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=230641&Year=2021&Country=AA&Flow=1&Indicators=V3,
230641,Rape/colza oilcake low erucic acid,Classification of Products CN6,2022,AA All countries together,Imports by countries of origin,V3 Quantity kg,214112472,230641 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=230641&Year=2022&Country=AA&Flow=1&Indicators=V3,
230641,Rape/colza oilcake low erucic acid,Classification of Products CN6,2023,AA All countries together,Imports by countries of origin,V3 Quantity kg,217552724,230641 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=230641&Year=2023&Country=AA&Flow=1&Indicators=V3,
230641,Rape/colza oilcake low erucic acid,Classification of Products CN6,2024,AA All countries together,Imports by countries of origin,V3 Quantity kg,216302676,230641 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=230641&Year=2024&Country=AA&Flow=1&Indicators=V3,
230641,Rape/colza oilcake low erucic acid,Classification of Products CN6,2025,AA All countries together,Imports by countries of origin,V3 Quantity kg,199217593,230641 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=230641&Year=2025&Country=AA&Flow=1&Indicators=V3,
230649,Rape/colza oilcake other,Classification of Products CN6,2015,AA All countries together,Imports by countries of origin,V3 Quantity kg,28046591,230649 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=230649&Year=2015&Country=AA&Flow=1&Indicators=V3,
230649,Rape/colza oilcake other,Classification of Products CN6,2016,AA All countries together,Imports by countries of origin,V3 Quantity kg,18515882,230649 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=230649&Year=2016&Country=AA&Flow=1&Indicators=V3,
230649,Rape/colza oilcake other,Classification of Products CN6,2017,AA All countries together,Imports by countries of origin,V3 Quantity kg,22925168,230649 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=230649&Year=2017&Country=AA&Flow=1&Indicators=V3,
230649,Rape/colza oilcake other,Classification of Products CN6,2018,AA All countries together,Imports by countries of origin,V3 Quantity kg,18344584,230649 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=230649&Year=2018&Country=AA&Flow=1&Indicators=V3,
230649,Rape/colza oilcake other,Classification of Products CN6,2019,AA All countries together,Imports by countries of origin,V3 Quantity kg,16545099,230649 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=230649&Year=2019&Country=AA&Flow=1&Indicators=V3,
230649,Rape/colza oilcake other,Classification of Products CN6,2020,AA All countries together,Imports by countries of origin,V3 Quantity kg,13668825,230649 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=230649&Year=2020&Country=AA&Flow=1&Indicators=V3,
230649,Rape/colza oilcake other,Classification of Products CN6,2021,AA All countries together,Imports by countries of origin,V3 Quantity kg,30070585,230649 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=230649&Year=2021&Country=AA&Flow=1&Indicators=V3,
230649,Rape/colza oilcake other,Classification of Products CN6,2022,AA All countries together,Imports by countries of origin,V3 Quantity kg,20590306,230649 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=230649&Year=2022&Country=AA&Flow=1&Indicators=V3,
230649,Rape/colza oilcake other,Classification of Products CN6,2023,AA All countries together,Imports by countries of origin,V3 Quantity kg,25209360,230649 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=230649&Year=2023&Country=AA&Flow=1&Indicators=V3,
230649,Rape/colza oilcake other,Classification of Products CN6,2024,AA All countries together,Imports by countries of origin,V3 Quantity kg,32324419,230649 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=230649&Year=2024&Country=AA&Flow=1&Indicators=V3,
230649,Rape/colza oilcake other,Classification of Products CN6,2025,AA All countries together,Imports by countries of origin,V3 Quantity kg,13218439,230649 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=230649&Year=2025&Country=AA&Flow=1&Indicators=V3,
1205,Rape/colza seed aggregate,Classification of Products CN,2015,AA All countries together,Imports by countries of origin,V3 Quantity kg,77081567,"1205 (2002--.) Rape or colza seeds, whether or not broken",https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN=1205&Year=2015&Country=AA&Flow=1&Indicators=V3,
1205,Rape/colza seed aggregate,Classification of Products CN,2016,AA All countries together,Imports by countries of origin,V3 Quantity kg,49017983,"1205 (2002--.) Rape or colza seeds, whether or not broken",https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN=1205&Year=2016&Country=AA&Flow=1&Indicators=V3,
1205,Rape/colza seed aggregate,Classification of Products CN,2017,AA All countries together,Imports by countries of origin,V3 Quantity kg,56217572,"1205 (2002--.) Rape or colza seeds, whether or not broken",https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN=1205&Year=2017&Country=AA&Flow=1&Indicators=V3,
1205,Rape/colza seed aggregate,Classification of Products CN,2018,AA All countries together,Imports by countries of origin,V3 Quantity kg,62585339,"1205 (2002--.) Rape or colza seeds, whether or not broken",https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN=1205&Year=2018&Country=AA&Flow=1&Indicators=V3,
1205,Rape/colza seed aggregate,Classification of Products CN,2019,AA All countries together,Imports by countries of origin,V3 Quantity kg,86296565,"1205 (2002--.) Rape or colza seeds, whether or not broken",https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN=1205&Year=2019&Country=AA&Flow=1&Indicators=V3,
1205,Rape/colza seed aggregate,Classification of Products CN,2020,AA All countries together,Imports by countries of origin,V3 Quantity kg,78949641,"1205 (2002--.) Rape or colza seeds, whether or not broken",https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN=1205&Year=2020&Country=AA&Flow=1&Indicators=V3,
1205,Rape/colza seed aggregate,Classification of Products CN,2021,AA All countries together,Imports by countries of origin,V3 Quantity kg,111372964,"1205 (2002--.) Rape or colza seeds, whether or not broken",https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN=1205&Year=2021&Country=AA&Flow=1&Indicators=V3,
1205,Rape/colza seed aggregate,Classification of Products CN,2022,AA All countries together,Imports by countries of origin,V3 Quantity kg,100880088,"1205 (2002--.) Rape or colza seeds, whether or not broken",https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN=1205&Year=2022&Country=AA&Flow=1&Indicators=V3,
1205,Rape/colza seed aggregate,Classification of Products CN,2023,AA All countries together,Imports by countries of origin,V3 Quantity kg,121434491,"1205 (2002--.) Rape or colza seeds, whether or not broken",https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN=1205&Year=2023&Country=AA&Flow=1&Indicators=V3,
1205,Rape/colza seed aggregate,Classification of Products CN,2024,AA All countries together,Imports by countries of origin,V3 Quantity kg,137108531,"1205 (2002--.) Rape or colza seeds, whether or not broken",https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN=1205&Year=2024&Country=AA&Flow=1&Indicators=V3,
1205,Rape/colza seed aggregate,Classification of Products CN,2025,AA All countries together,Imports by countries of origin,V3 Quantity kg,160699354,"1205 (2002--.) Rape or colza seeds, whether or not broken",https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN=1205&Year=2025&Country=AA&Flow=1&Indicators=V3,
120510,Rape/colza seed low erucic acid,Classification of Products CN6,2015,AA All countries together,Imports by countries of origin,V3 Quantity kg,77081555,120510 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=120510&Year=2015&Country=AA&Flow=1&Indicators=V3,
120510,Rape/colza seed low erucic acid,Classification of Products CN6,2016,AA All countries together,Imports by countries of origin,V3 Quantity kg,48999540,120510 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=120510&Year=2016&Country=AA&Flow=1&Indicators=V3,
120510,Rape/colza seed low erucic acid,Classification of Products CN6,2017,AA All countries together,Imports by countries of origin,V3 Quantity kg,56213088,120510 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=120510&Year=2017&Country=AA&Flow=1&Indicators=V3,
120510,Rape/colza seed low erucic acid,Classification of Products CN6,2018,AA All countries together,Imports by countries of origin,V3 Quantity kg,62581688,120510 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=120510&Year=2018&Country=AA&Flow=1&Indicators=V3,
120510,Rape/colza seed low erucic acid,Classification of Products CN6,2019,AA All countries together,Imports by countries of origin,V3 Quantity kg,86296563,120510 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=120510&Year=2019&Country=AA&Flow=1&Indicators=V3,
120510,Rape/colza seed low erucic acid,Classification of Products CN6,2020,AA All countries together,Imports by countries of origin,V3 Quantity kg,78949637,120510 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=120510&Year=2020&Country=AA&Flow=1&Indicators=V3,
120510,Rape/colza seed low erucic acid,Classification of Products CN6,2021,AA All countries together,Imports by countries of origin,V3 Quantity kg,108364767,120510 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=120510&Year=2021&Country=AA&Flow=1&Indicators=V3,
120510,Rape/colza seed low erucic acid,Classification of Products CN6,2022,AA All countries together,Imports by countries of origin,V3 Quantity kg,100877759,120510 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=120510&Year=2022&Country=AA&Flow=1&Indicators=V3,
120510,Rape/colza seed low erucic acid,Classification of Products CN6,2023,AA All countries together,Imports by countries of origin,V3 Quantity kg,117581373,120510 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=120510&Year=2023&Country=AA&Flow=1&Indicators=V3,
120510,Rape/colza seed low erucic acid,Classification of Products CN6,2024,AA All countries together,Imports by countries of origin,V3 Quantity kg,121086429,120510 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=120510&Year=2024&Country=AA&Flow=1&Indicators=V3,
120510,Rape/colza seed low erucic acid,Classification of Products CN6,2025,AA All countries together,Imports by countries of origin,V3 Quantity kg,69162016,120510 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=120510&Year=2025&Country=AA&Flow=1&Indicators=V3,
120590,Rape/colza seed other,Classification of Products CN6,2015,AA All countries together,Imports by countries of origin,V3 Quantity kg,12,120590 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=120590&Year=2015&Country=AA&Flow=1&Indicators=V3,
120590,Rape/colza seed other,Classification of Products CN6,2016,AA All countries together,Imports by countries of origin,V3 Quantity kg,18443,120590 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=120590&Year=2016&Country=AA&Flow=1&Indicators=V3,
120590,Rape/colza seed other,Classification of Products CN6,2017,AA All countries together,Imports by countries of origin,V3 Quantity kg,4484,120590 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=120590&Year=2017&Country=AA&Flow=1&Indicators=V3,
120590,Rape/colza seed other,Classification of Products CN6,2018,AA All countries together,Imports by countries of origin,V3 Quantity kg,3651,120590 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=120590&Year=2018&Country=AA&Flow=1&Indicators=V3,
120590,Rape/colza seed other,Classification of Products CN6,2019,AA All countries together,Imports by countries of origin,V3 Quantity kg,2,120590 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=120590&Year=2019&Country=AA&Flow=1&Indicators=V3,
120590,Rape/colza seed other,Classification of Products CN6,2020,AA All countries together,Imports by countries of origin,V3 Quantity kg,4,120590 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=120590&Year=2020&Country=AA&Flow=1&Indicators=V3,
120590,Rape/colza seed other,Classification of Products CN6,2021,AA All countries together,Imports by countries of origin,V3 Quantity kg,3008197,120590 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=120590&Year=2021&Country=AA&Flow=1&Indicators=V3,
120590,Rape/colza seed other,Classification of Products CN6,2022,AA All countries together,Imports by countries of origin,V3 Quantity kg,2329,120590 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=120590&Year=2022&Country=AA&Flow=1&Indicators=V3,
120590,Rape/colza seed other,Classification of Products CN6,2023,AA All countries together,Imports by countries of origin,V3 Quantity kg,3853118,120590 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=120590&Year=2023&Country=AA&Flow=1&Indicators=V3,
120590,Rape/colza seed other,Classification of Products CN6,2024,AA All countries together,Imports by countries of origin,V3 Quantity kg,16022102,120590 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=120590&Year=2024&Country=AA&Flow=1&Indicators=V3,
120590,Rape/colza seed other,Classification of Products CN6,2025,AA All countries together,Imports by countries of origin,V3 Quantity kg,91537338,120590 (2002--.),https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=120590&Year=2025&Country=AA&Flow=1&Indicators=V3,
071310,Peas dried shelled,Classification of Products CN6,2015,AA All countries together,Imports by countries of origin,V3 Quantity kg,802366,"071310 (2002--.) Dried, shelled peas Pisum sativum, whether or not skinned or split",https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=071310&Year=2015&Country=AA&Flow=1&Indicators=V3,
071310,Peas dried shelled,Classification of Products CN6,2016,AA All countries together,Imports by countries of origin,V3 Quantity kg,1614972,"071310 (2002--.) Dried, shelled peas Pisum sativum, whether or not skinned or split",https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=071310&Year=2016&Country=AA&Flow=1&Indicators=V3,
071310,Peas dried shelled,Classification of Products CN6,2017,AA All countries together,Imports by countries of origin,V3 Quantity kg,1145343,"071310 (2002--.) Dried, shelled peas Pisum sativum, whether or not skinned or split",https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=071310&Year=2017&Country=AA&Flow=1&Indicators=V3,
071310,Peas dried shelled,Classification of Products CN6,2018,AA All countries together,Imports by countries of origin,V3 Quantity kg,3708719,"071310 (2002--.) Dried, shelled peas Pisum sativum, whether or not skinned or split",https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=071310&Year=2018&Country=AA&Flow=1&Indicators=V3,
071310,Peas dried shelled,Classification of Products CN6,2019,AA All countries together,Imports by countries of origin,V3 Quantity kg,1518122,"071310 (2002--.) Dried, shelled peas Pisum sativum, whether or not skinned or split",https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=071310&Year=2019&Country=AA&Flow=1&Indicators=V3,
071310,Peas dried shelled,Classification of Products CN6,2020,AA All countries together,Imports by countries of origin,V3 Quantity kg,793950,"071310 (2002--.) Dried, shelled peas Pisum sativum, whether or not skinned or split",https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=071310&Year=2020&Country=AA&Flow=1&Indicators=V3,
071310,Peas dried shelled,Classification of Products CN6,2021,AA All countries together,Imports by countries of origin,V3 Quantity kg,1381131,"071310 (2002--.) Dried, shelled peas Pisum sativum, whether or not skinned or split",https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=071310&Year=2021&Country=AA&Flow=1&Indicators=V3,
071310,Peas dried shelled,Classification of Products CN6,2022,AA All countries together,Imports by countries of origin,V3 Quantity kg,2205562,"071310 (2002--.) Dried, shelled peas Pisum sativum, whether or not skinned or split",https://uljas.tulli.fi/uljas/graph/api.aspx?lang=en&atype=data&konv=json&ifile=%2FDATABASE%2F01+ULKOMAANKAUPPATILASTOT%2F01+CN%2FULJAS_CN2&Classification+of+Products+CN6=071310&Year=2022&Country=AA&Flow=1&Indicators=V3,
