target,status,operation,confidence,document_id,typed_id,existing_id,source_path,import_file_path,filename,document_title,promoted_title,review_action,title_remediation_status,current_target_links,reason_codes,reason_summary,payload_preview
Report,skip,none,low,,report-food-c51008b1601b,,Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Ynsect_ how the world leader in insects ended up in receivership — ONEI.pdf,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/18fe1d39ba-ynsect-how-the-world-leader-in-insects-ended-up-in-receivership-onei.pdf,Ynsect_ how the world leader in insects ended up in receivership — ONEI.pdf,Ynsect: how the world leader in insects ended up in receivership — ONEI,Ynsect: how the world leader in insects ended up in receivership — ONEI,skip,clear,,missing-batch-document,missing-batch-document,{}
Report,updated,update,high,cmoh2g7ek001xn60dxvb4mhpy,report-food-72a18173d812,report-food-72a18173d812,Food Research Process 20.04.26/06_Company_And_Annual_Reports/2021 Impact Report ENG.pdf,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/72a18173d8-2021-impact-report-eng.pdf,2021 Impact Report ENG.pdf,2021 Impact Report ENG,2021 Impact Report ENG,import,clear,,stable-id-match,stable-id-match,"{""id"":""report-food-72a18173d812"",""title"":""2021 Impact Report ENG"",""fullTitle"":null,""author"":null,""institution"":null,""date"":""2021"",""year"":2021,""sourceUrl"":""https://www.toogoodtogo.com/resources"",""reportCategory"":""bransje"",""country"":""global"",""keyFindings"":[],""recommendations"":[],""relevance"":""Report-oriented signals lead this recommendation: title/filename matches impact report language; review metadata proposed doc_type=annual_report; review metadata typed_layer_candidate=report."",""tags"":[""batch:food-research-process-2026-04-20"",""company-and-annual-reports"",""06_Company_And_Annual_Reports""],""doi"":null,""isbn"":null,""issn"":null,""publisher"":null,""documentId"":""cmoh2g7ek001xn60dxvb4mhpy""}"
Report,updated,update,high,cmoh2g7fs001yn60dvco2zjgn,report-food-01bdfb4dbebe,report-food-01bdfb4dbebe,Food Research Process 20.04.26/06_Company_And_Annual_Reports/2022 Impact Report ENG.pdf,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/01bdfb4dbe-2022-impact-report-eng.pdf,2022 Impact Report ENG.pdf,2022 Impact Report ENG,2022 Impact Report ENG,import,clear,,stable-id-match,stable-id-match,"{""id"":""report-food-01bdfb4dbebe"",""title"":""2022 Impact Report ENG"",""fullTitle"":null,""author"":null,""institution"":null,""date"":""2022"",""year"":2022,""sourceUrl"":""https://www.toogoodtogo.com/press/impact-report-2022"",""reportCategory"":""bransje"",""country"":""global"",""keyFindings"":[],""recommendations"":[],""relevance"":""Report-oriented signals lead this recommendation: title/filename matches impact report language; review metadata proposed doc_type=annual_report; review metadata typed_layer_candidate=report."",""tags"":[""batch:food-research-process-2026-04-20"",""company-and-annual-reports"",""06_Company_And_Annual_Reports""],""doi"":null,""isbn"":null,""issn"":null,""publisher"":null,""documentId"":""cmoh2g7fs001yn60dvco2zjgn""}"
Report,updated,update,high,cmoh2g7gf001zn60dothui82u,report-food-7b0646623b22,report-food-7b0646623b22,Food Research Process 20.04.26/06_Company_And_Annual_Reports/2023 Impact Report ENG-NA.pdf,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/7b0646623b-2023-impact-report-eng-na.pdf,2023 Impact Report ENG-NA.pdf,2023 Impact Report ENG NA,2023 Impact Report ENG NA,import,clear,,stable-id-match,stable-id-match,"{""id"":""report-food-7b0646623b22"",""title"":""2023 Impact Report ENG NA"",""fullTitle"":null,""author"":null,""institution"":null,""date"":""2023"",""year"":2023,""sourceUrl"":""https://www.toogoodtogo.com/en/impact-report-2023"",""reportCategory"":""bransje"",""country"":""global"",""keyFindings"":[],""recommendations"":[],""relevance"":""Report-oriented signals lead this recommendation: title/filename matches impact report language; review metadata proposed doc_type=annual_report; review metadata typed_layer_candidate=report."",""tags"":[""batch:food-research-process-2026-04-20"",""company-and-annual-reports"",""06_Company_And_Annual_Reports""],""doi"":null,""isbn"":null,""issn"":null,""publisher"":null,""documentId"":""cmoh2g7gf001zn60dothui82u""}"
Report,updated,update,high,cmoh2g7gy0020n60dkw3aknrq,report-food-37157a71fd2f,report-food-37157a71fd2f,Food Research Process 20.04.26/06_Company_And_Annual_Reports/2024 Environmental Footprint Report ENG.pdf,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/37157a71fd-2024-environmental-footprint-report-eng.pdf,2024 Environmental Footprint Report ENG.pdf,Environmental Footprint of the Food Saved by Too Good To Go,Environmental Footprint of the Food Saved by Too Good To Go,import,clear,,stable-id-match,stable-id-match,"{""id"":""report-food-37157a71fd2f"",""title"":""Environmental Footprint of the Food Saved by Too Good To Go"",""fullTitle"":null,""author"":null,""institution"":null,""date"":""2024"",""year"":2024,""sourceUrl"":""https://www.toogoodtogo.com/resources"",""reportCategory"":""bransje"",""country"":""global"",""keyFindings"":[],""recommendations"":[],""relevance"":""Report-oriented signals lead this recommendation: review metadata proposed doc_type=annual_report; review metadata typed_layer_candidate=report; title/filename uses report language. Caution: title-remediation weak-title flags: artifact_label."",""tags"":[""batch:food-research-process-2026-04-20"",""company-and-annual-reports"",""06_Company_And_Annual_Reports""],""doi"":null,""isbn"":null,""issn"":null,""publisher"":null,""documentId"":""cmoh2g7gy0020n60dkw3aknrq""}"
Report,updated,update,high,cmoh2g7hi0021n60dbshao8zj,report-food-4af370e4514e,report-food-4af370e4514e,Food Research Process 20.04.26/06_Company_And_Annual_Reports/2024 Impact Report - Too Good To Go - US_CA.pdf,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/4af370e451-2024-impact-report-too-good-to-go-us-ca.pdf,2024 Impact Report - Too Good To Go - US_CA.pdf,2024 Impact Report Too Good To Go US CA,2024 Impact Report Too Good To Go US CA,import,clear,,stable-id-match,stable-id-match,"{""id"":""report-food-4af370e4514e"",""title"":""2024 Impact Report Too Good To Go US CA"",""fullTitle"":null,""author"":null,""institution"":null,""date"":""2024"",""year"":2024,""sourceUrl"":""https://www.toogoodtogo.com/en-us/impact-report"",""reportCategory"":""bransje"",""country"":""global"",""keyFindings"":[],""recommendations"":[],""relevance"":""Report-oriented signals lead this recommendation: title/filename matches impact report language; review metadata proposed doc_type=annual_report; review metadata typed_layer_candidate=report."",""tags"":[""batch:food-research-process-2026-04-20"",""company-and-annual-reports"",""06_Company_And_Annual_Reports""],""doi"":null,""isbn"":null,""issn"":null,""publisher"":null,""documentId"":""cmoh2g7hi0021n60dbshao8zj""}"
Report,updated,update,high,cmoh2g7i00022n60dnqocje32,report-food-beee685b89fb,report-food-beee685b89fb,Food Research Process 20.04.26/06_Company_And_Annual_Reports/2025-Cargill-Annual-Report.pdf,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/beee685b89-2025-cargill-annual-report.pdf,2025-Cargill-Annual-Report.pdf,2025 Cargill Annual Report,2025 Cargill Annual Report,import,clear,,stable-id-match,stable-id-match,"{""id"":""report-food-beee685b89fb"",""title"":""2025 Cargill Annual Report"",""fullTitle"":null,""author"":null,""institution"":null,""date"":""2025"",""year"":2025,""sourceUrl"":""https://www.cargill.com/annual-report"",""reportCategory"":""bransje"",""country"":""us"",""keyFindings"":[],""recommendations"":[],""relevance"":""Report-oriented signals lead this recommendation: title/filename matches annual report language; review metadata proposed doc_type=annual_report; review metadata typed_layer_candidate=report."",""tags"":[""batch:food-research-process-2026-04-20"",""company-and-annual-reports"",""06_Company_And_Annual_Reports""],""doi"":null,""isbn"":null,""issn"":null,""publisher"":null,""documentId"":""cmoh2g7i00022n60dnqocje32""}"
Report,updated,update,high,cmoh2g7je0023n60dgjigvlz0,report-food-7bda968b6db6,report-food-7bda968b6db6,Food Research Process 20.04.26/06_Company_And_Annual_Reports/Annual report 2024.pdf,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/7bda968b6d-annual-report-2024.pdf,Annual report 2024.pdf,Salling Group Annual Report 2024,Salling Group Annual Report 2024,import,clear,,stable-id-match,stable-id-match,"{""id"":""report-food-7bda968b6db6"",""title"":""Salling Group Annual Report 2024"",""fullTitle"":null,""author"":null,""institution"":null,""date"":""2024"",""year"":2024,""sourceUrl"":""https://sallinggroup.com/en/publications"",""reportCategory"":""bransje"",""country"":""dk"",""keyFindings"":[],""recommendations"":[],""relevance"":""Report-oriented signals lead this recommendation: title/filename matches annual report language; review metadata proposed doc_type=annual_report; review metadata typed_layer_candidate=report. Caution: title-remediation weak-title flags: generic_short_title."",""tags"":[""batch:food-research-process-2026-04-20"",""company-and-annual-reports"",""06_Company_And_Annual_Reports""],""doi"":null,""isbn"":null,""issn"":null,""publisher"":null,""documentId"":""cmoh2g7je0023n60dgjigvlz0""}"
Report,updated,update,high,cmoh2g7k20024n60dehr89pz1,report-food-94b68068c89e,report-food-94b68068c89e,Food Research Process 20.04.26/06_Company_And_Annual_Reports/barekraft-i-asko-2024.pdf,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/94b68068c8-barekraft-i-asko-2024.pdf,barekraft-i-asko-2024.pdf,barekraft i asko 2024,barekraft i asko 2024,import,clear,,stable-id-match,stable-id-match,"{""id"":""report-food-94b68068c89e"",""title"":""barekraft i asko 2024"",""fullTitle"":null,""author"":null,""institution"":null,""date"":""2024"",""year"":2024,""sourceUrl"":""https://asko.no/globalassets/om-asko/miljo/barekraft-i-asko-2024.pdf"",""reportCategory"":""bransje"",""country"":""no"",""keyFindings"":[],""recommendations"":[],""relevance"":""Report-oriented signals lead this recommendation: review metadata proposed doc_type=annual_report; review metadata typed_layer_candidate=report; source folder is company-and-annual-reports."",""tags"":[""batch:food-research-process-2026-04-20"",""company-and-annual-reports"",""06_Company_And_Annual_Reports""],""doi"":null,""isbn"":null,""issn"":null,""publisher"":null,""documentId"":""cmoh2g7k20024n60dehr89pz1""}"
Report,updated,update,high,cmoh2g7ko0025n60dcwn1goud,report-food-408e0ce33339,report-food-408e0ce33339,Food Research Process 20.04.26/06_Company_And_Annual_Reports/Cheffelo_Arsredovisning_Hallbarhetsrapport_2025_SE.pdf,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/408e0ce333-cheffelo-arsredovisning-hallbarhetsrapport-2025-se.pdf,Cheffelo_Arsredovisning_Hallbarhetsrapport_2025_SE.pdf,Cheffelo Arsredovisning Hallbarhetsrapport 2025 SE,Cheffelo Arsredovisning Hallbarhetsrapport 2025 SE,import,clear,,stable-id-match,stable-id-match,"{""id"":""report-food-408e0ce33339"",""title"":""Cheffelo Arsredovisning Hallbarhetsrapport 2025 SE"",""fullTitle"":null,""author"":null,""institution"":null,""date"":""2025"",""year"":2025,""sourceUrl"":""https://cheffelo.com/en/report/annual-and-sustainability-report-2025"",""reportCategory"":""bransje"",""country"":""se"",""keyFindings"":[],""recommendations"":[],""relevance"":""Report-oriented signals lead this recommendation: title/filename matches arsredovisning language; review metadata proposed doc_type=annual_report; review metadata typed_layer_candidate=report."",""tags"":[""batch:food-research-process-2026-04-20"",""company-and-annual-reports"",""06_Company_And_Annual_Reports""],""doi"":null,""isbn"":null,""issn"":null,""publisher"":null,""documentId"":""cmoh2g7ko0025n60dcwn1goud""}"
Report,skip,none,high,,report-food-e9b0e909c665,,Food Research Process 20.04.26/06_Company_And_Annual_Reports/kesko-annual-report-2024.pdf,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/1d2541e18d-kesko-annual-report-2024.pdf,kesko-annual-report-2024.pdf,kesko annual report 2024,kesko annual report 2024,skip,clear,,missing-batch-document,missing-batch-document,{}
Report,updated,update,high,cmoh2g7lv0026n60dcolj78t1,report-food-d9aab84f2b53,report-food-d9aab84f2b53,Food Research Process 20.04.26/06_Company_And_Annual_Reports/Matsmart-Ars-och-hallbarhetsredovisning-2024.pdf,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/d9aab84f2b-matsmart-ars-och-hallbarhetsredovisning-2024.pdf,Matsmart-Ars-och-hallbarhetsredovisning-2024.pdf,Matsmart Ars och hallbarhetsredovisning 2024,Matsmart Ars och hallbarhetsredovisning 2024,import,clear,,stable-id-match,stable-id-match,"{""id"":""report-food-d9aab84f2b53"",""title"":""Matsmart Ars och hallbarhetsredovisning 2024"",""fullTitle"":null,""author"":null,""institution"":null,""date"":""2024"",""year"":2024,""sourceUrl"":""https://news.cision.com/matsmart/r/matsmart-group-results-2024--strong-revenue-growth-with-improved-profitability%2Cc4172996"",""reportCategory"":""bransje"",""country"":""se"",""keyFindings"":[],""recommendations"":[],""relevance"":""Report-oriented signals lead this recommendation: review metadata proposed doc_type=annual_report; review metadata typed_layer_candidate=report; source folder is company-and-annual-reports."",""tags"":[""batch:food-research-process-2026-04-20"",""company-and-annual-reports"",""06_Company_And_Annual_Reports""],""doi"":null,""isbn"":null,""issn"":null,""publisher"":null,""documentId"":""cmoh2g7lv0026n60dcolj78t1""}"
Report,skip,none,high,,report-food-ae1b899ddb49,,Food Research Process 20.04.26/06_Company_And_Annual_Reports/NCE Heidner Biocluster - Norges ledende næringsklynge innen bioøkonomi og bærekraftig matproduksjon.pdf,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/b19d796b21-nce-heidner-biocluster-norges-ledende-n-ringsklynge-innen-bio-konomi-og-b-rekraftig-matproduksjon.pdf,NCE Heidner Biocluster - Norges ledende næringsklynge innen bioøkonomi og bærekraftig matproduksjon.pdf,NCE Heidner Biocluster - Norges ledende næringsklynge innen bioøkonomi og bærekraftig matproduksjon,NCE Heidner Biocluster - Norges ledende næringsklynge innen bioøkonomi og bærekraftig matproduksjon,skip,clear,,missing-batch-document,missing-batch-document,{}
Report,updated,update,high,cmoh2g7n40027n60djsyd3nqt,report-food-efd268f5c748,report-food-efd268f5c748,Food Research Process 20.04.26/06_Company_And_Annual_Reports/ng_ars--og-barekraftsrapport-2024.pdf,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/efd268f5c7-ng-ars-og-barekraftsrapport-2024.pdf,ng_ars--og-barekraftsrapport-2024.pdf,ng ars og barekraftsrapport 2024,ng ars og barekraftsrapport 2024,import,clear,,stable-id-match,stable-id-match,"{""id"":""report-food-efd268f5c748"",""title"":""ng ars og barekraftsrapport 2024"",""fullTitle"":null,""author"":null,""institution"":null,""date"":""2024"",""year"":2024,""sourceUrl"":""https://www.norgesgruppen.no/globalassets/finansiell-informasjon/rapporter/2024/ng_ars--og-barekraftsrapport-2024.pdf"",""reportCategory"":""bransje"",""country"":""no"",""keyFindings"":[],""recommendations"":[],""relevance"":""Report-oriented signals lead this recommendation: review metadata proposed doc_type=annual_report; review metadata typed_layer_candidate=report; source folder is company-and-annual-reports."",""tags"":[""batch:food-research-process-2026-04-20"",""company-and-annual-reports"",""06_Company_And_Annual_Reports""],""doi"":null,""isbn"":null,""issn"":null,""publisher"":null,""documentId"":""cmoh2g7n40027n60djsyd3nqt""}"
Report,updated,update,high,cmoh2g7o40028n60d4tu6kv90,report-food-9aca785b0e5b,report-food-9aca785b0e5b,Food Research Process 20.04.26/06_Company_And_Annual_Reports/Reitan Retail 2025_Oppslag.pdf,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/9aca785b0e-reitan-retail-2025-oppslag.pdf,Reitan Retail 2025_Oppslag.pdf,Reitan Retail Annual- and sustainability report 2022,Reitan Retail Annual- and sustainability report 2022,import,clear,,stable-id-match,stable-id-match,"{""id"":""report-food-9aca785b0e5b"",""title"":""Reitan Retail Annual- and sustainability report 2022"",""fullTitle"":null,""author"":null,""institution"":null,""date"":""2022"",""year"":2022,""sourceUrl"":""https://www.reitanretail.no/en/about/reports"",""reportCategory"":""bransje"",""country"":""no"",""keyFindings"":[],""recommendations"":[],""relevance"":""Report-oriented signals lead this recommendation: title/filename matches sustainability report language; review metadata proposed doc_type=annual_report; review metadata typed_layer_candidate=report."",""tags"":[""batch:food-research-process-2026-04-20"",""company-and-annual-reports"",""06_Company_And_Annual_Reports""],""doi"":null,""isbn"":null,""issn"":null,""publisher"":null,""documentId"":""cmoh2g7o40028n60d4tu6kv90""}"
Report,skip,none,high,,report-food-88186aca38af,,Food Research Process 20.04.26/06_Company_And_Annual_Reports/Slik får vi sunn og bærekraftig mat _ Framtiden i våre hender.pdf,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/a923b1b00b-slik-far-vi-sunn-og-b-rekraftig-mat-framtiden-i-vare-hender.pdf,Slik får vi sunn og bærekraftig mat _ Framtiden i våre hender.pdf,Slik får vi sunn og bærekraftig mat | Framtiden i våre hender,Slik får vi sunn og bærekraftig mat,skip,clear,,missing-batch-document,missing-batch-document,{}
Report,updated,update,high,cmoh2g7se002fn60dzyftzg51,report-food-3c4874bccfb3,report-food-3c4874bccfb3,Food Research Process 20.04.26/07_Academic_Research_And_Theses/250221_icagruppen_annual_report_2024.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/3c4874bccf-250221-icagruppen-annual-report-2024.pdf,250221_icagruppen_annual_report_2024.pdf,250221 icagruppen annual report 2024,250221 icagruppen annual report 2024,import,clear,,stable-id-match,stable-id-match,"{""id"":""report-food-3c4874bccfb3"",""title"":""250221 icagruppen annual report 2024"",""fullTitle"":null,""author"":null,""institution"":null,""date"":""2024"",""year"":2024,""sourceUrl"":""https://www.icagrupp.se/en/archive/press-archive/2025/ica-gruppen-publishes-annual-report-for-2024"",""reportCategory"":""akademia"",""country"":""se"",""keyFindings"":[],""recommendations"":[],""relevance"":""Report-oriented signals lead this recommendation: title/filename matches annual report language; title/filename uses report language; review metadata proposed doc_type=report."",""tags"":[""batch:food-research-process-2026-04-20"",""academic-research"",""07_Academic_Research_And_Theses""],""doi"":null,""isbn"":null,""issn"":null,""publisher"":null,""documentId"":""cmoh2g7se002fn60dzyftzg51""}"
Report,updated,update,medium,cmoh2g7tf002hn60dfusr84ka,report-food-8feb1b6cc69d,report-food-8feb1b6cc69d,Food Research Process 20.04.26/07_Academic_Research_And_Theses/Aarsrapport-Daglegvaretilsynet-2022.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/8feb1b6cc6-aarsrapport-daglegvaretilsynet-2022.pdf,Aarsrapport-Daglegvaretilsynet-2022.pdf,Årsrapport for Daglegvaretilsynet 2022,Årsrapport for Daglegvaretilsynet 2022,import,clear,,stable-id-match,stable-id-match,"{""id"":""report-food-8feb1b6cc69d"",""title"":""Årsrapport for Daglegvaretilsynet 2022"",""fullTitle"":null,""author"":null,""institution"":null,""date"":""2022"",""year"":2022,""sourceUrl"":""https://www.dagligvaretilsynet.no/rapporter-og-strategi"",""reportCategory"":""akademia"",""country"":""no"",""keyFindings"":[],""recommendations"":[],""relevance"":""Report-oriented signals lead this recommendation: title/filename matches arsrapport language; review metadata proposed doc_type=report; review metadata typed_layer_candidate=thesis-or-report."",""tags"":[""batch:food-research-process-2026-04-20"",""academic-research"",""07_Academic_Research_And_Theses""],""doi"":null,""isbn"":null,""issn"":null,""publisher"":null,""documentId"":""cmoh2g7tf002hn60dfusr84ka""}"
Report,updated,update,medium,cmoh2g7y3002qn60db9h8xn98,report-food-8cbe26254c54,report-food-8cbe26254c54,Food Research Process 20.04.26/07_Academic_Research_And_Theses/cheffelo-publicerar-trading-update-for-q1-2026.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/8cbe26254c-cheffelo-publicerar-trading-update-for-q1-2026.pdf,cheffelo-publicerar-trading-update-for-q1-2026.pdf,cheffelo publicerar trading update for q1 2026,cheffelo publicerar trading update for q1 2026,import,clear,,stable-id-match,stable-id-match,"{""id"":""report-food-8cbe26254c54"",""title"":""cheffelo publicerar trading update for q1 2026"",""fullTitle"":null,""author"":null,""institution"":null,""date"":""2026"",""year"":2026,""sourceUrl"":""https://cheffelo.com/en/report"",""reportCategory"":""akademia"",""country"":""se"",""keyFindings"":[],""recommendations"":[],""relevance"":""Report-oriented signals lead this recommendation: title/filename matches trading update language; review metadata proposed doc_type=report; review metadata typed_layer_candidate=thesis-or-report."",""tags"":[""batch:food-research-process-2026-04-20"",""academic-research"",""07_Academic_Research_And_Theses""],""doi"":null,""isbn"":null,""issn"":null,""publisher"":null,""documentId"":""cmoh2g7y3002qn60db9h8xn98""}"
Report,updated,update,medium,cmoh2g7zj002sn60d0ur6di3v,report-food-743e935f8b60,report-food-743e935f8b60,Food Research Process 20.04.26/07_Academic_Research_And_Theses/Coop_Norge_SA_årsrapport_2024_HR_1.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/743e935f8b-coop-norge-sa-arsrapport-2024-hr-1.pdf,Coop_Norge_SA_årsrapport_2024_HR_1.pdf,Coop Norge SA årsrapport 2024 HR 1,Coop Norge SA årsrapport 2024 HR 1,import,clear,,stable-id-match,stable-id-match,"{""id"":""report-food-743e935f8b60"",""title"":""Coop Norge SA årsrapport 2024 HR 1"",""fullTitle"":null,""author"":null,""institution"":null,""date"":""2024"",""year"":2024,""sourceUrl"":""https://www.coop.no/om-coop/virksomheten/arsrapport"",""reportCategory"":""akademia"",""country"":""no"",""keyFindings"":[],""recommendations"":[],""relevance"":""Report-oriented signals lead this recommendation: title/filename matches arsrapport language; review metadata proposed doc_type=report; review metadata typed_layer_candidate=thesis-or-report."",""tags"":[""batch:food-research-process-2026-04-20"",""academic-research"",""07_Academic_Research_And_Theses""],""doi"":null,""isbn"":null,""issn"":null,""publisher"":null,""documentId"":""cmoh2g7zj002sn60d0ur6di3v""}"
Report,updated,update,medium,cmoh2g7zz002tn60dt98h5s2r,report-food-00b7bf79388a,report-food-00b7bf79388a,Food Research Process 20.04.26/07_Academic_Research_And_Theses/coop-danmark-aarsrapport-2024.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/00b7bf7938-coop-danmark-aarsrapport-2024.pdf,coop-danmark-aarsrapport-2024.pdf,coop danmark aarsrapport 2024,coop danmark aarsrapport 2024,import,clear,,stable-id-match,stable-id-match,"{""id"":""report-food-00b7bf79388a"",""title"":""coop danmark aarsrapport 2024"",""fullTitle"":null,""author"":null,""institution"":null,""date"":""2024"",""year"":2024,""sourceUrl"":""https://coop.dk/media/vvwp2bdy/coop-danmark-aarsrapport-2024.pdf"",""reportCategory"":""akademia"",""country"":""dk"",""keyFindings"":[],""recommendations"":[],""relevance"":""Report-oriented signals lead this recommendation: title/filename matches arsrapport language; review metadata proposed doc_type=report; review metadata typed_layer_candidate=thesis-or-report."",""tags"":[""batch:food-research-process-2026-04-20"",""academic-research"",""07_Academic_Research_And_Theses""],""doi"":null,""isbn"":null,""issn"":null,""publisher"":null,""documentId"":""cmoh2g7zz002tn60dt98h5s2r""}"
Report,updated,update,medium,cmoh2g88o0039n60drlolru4g,report-food-faf387818241,report-food-faf387818241,Food Research Process 20.04.26/07_Academic_Research_And_Theses/luke-luobio_51_2025.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/faf3878182-luke-luobio-51-2025.pdf,luke-luobio_51_2025.pdf,Robust Food Waste Management Method for Food Services (Romance): Final report,Robust Food Waste Management Method for Food Services (Romance): Final report,import,clear,,stable-id-match,stable-id-match,"{""id"":""report-food-faf387818241"",""title"":""Robust Food Waste Management Method for Food Services (Romance): Final report"",""fullTitle"":null,""author"":null,""institution"":null,""date"":""2025"",""year"":2025,""sourceUrl"":""http://urn.fi/URN:ISBN:978-952-419-079-4"",""reportCategory"":""akademia"",""country"":""fi"",""keyFindings"":[],""recommendations"":[],""relevance"":""Report-oriented signals lead this recommendation: title/filename uses final report language; title/filename uses report language; review metadata proposed doc_type=report. Caution: title-remediation weak-title flags: artifact_label; unapplied title-remediation suggestion exists but was not used for classification."",""tags"":[""batch:food-research-process-2026-04-20"",""academic-research"",""07_Academic_Research_And_Theses""],""doi"":null,""isbn"":null,""issn"":null,""publisher"":null,""documentId"":""cmoh2g88o0039n60drlolru4g""}"
Report,updated,update,high,cmoh2g8d9003gn60drk75qvgj,report-food-94fe5f0ca171,report-food-94fe5f0ca171,Food Research Process 20.04.26/07_Academic_Research_And_Theses/ng_arsrapport-2025-web.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/94fe5f0ca1-ng-arsrapport-2025-web.pdf,ng_arsrapport-2025-web.pdf,NorgesGruppens årsrapport 2025,NorgesGruppens årsrapport 2025,import,clear,,stable-id-match,stable-id-match,"{""id"":""report-food-94fe5f0ca171"",""title"":""NorgesGruppens årsrapport 2025"",""fullTitle"":null,""author"":null,""institution"":null,""date"":""2025"",""year"":2025,""sourceUrl"":""https://www.norgesgruppen.no/finans/finans-hjem/rapporter"",""reportCategory"":""akademia"",""country"":""no"",""keyFindings"":[],""recommendations"":[],""relevance"":""Report-oriented signals lead this recommendation: title/filename matches arsrapport language; review metadata proposed doc_type=report; review metadata typed_layer_candidate=thesis-or-report. Caution: title-remediation weak-title flags: generic_short_title, truncated_source_title; unapplied title-remediation suggestion exists but was not used for classification."",""tags"":[""batch:food-research-process-2026-04-20"",""academic-research"",""07_Academic_Research_And_Theses""],""doi"":null,""isbn"":null,""issn"":null,""publisher"":null,""documentId"":""cmoh2g8d9003gn60drk75qvgj""}"
Report,updated,update,medium,cmoh2g8vh004cn60dpn9d6o57,report-food-ff51f35c229c,report-food-ff51f35c229c,Food Research Process 20.04.26/07_Academic_Research_And_Theses/SUSFOOD STRATEGIC SCENE review report 2018-final.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/ff51f35c22-susfood-strategic-scene-review-report-2018-final.pdf,SUSFOOD STRATEGIC SCENE review report 2018-final.pdf,SUSFOOD Strategic Scene Review Report 2018,SUSFOOD Strategic Scene Review Report 2018,import,clear,,stable-id-match,stable-id-match,"{""id"":""report-food-ff51f35c229c"",""title"":""SUSFOOD Strategic Scene Review Report 2018"",""fullTitle"":null,""author"":null,""institution"":null,""date"":""2018"",""year"":2018,""sourceUrl"":""https://jukuri.luke.fi/items/a4f3e2b1-583b-4b72-8ea2-029d27debafc"",""reportCategory"":""akademia"",""country"":""eu"",""keyFindings"":[],""recommendations"":[],""relevance"":""Report-oriented signals lead this recommendation: title/filename uses report language; title/filename uses review report language; review metadata proposed doc_type=report. Caution: title-remediation weak-title flags: artifact_label; unapplied title-remediation suggestion exists but was not used for classification."",""tags"":[""batch:food-research-process-2026-04-20"",""academic-research"",""07_Academic_Research_And_Theses""],""doi"":null,""isbn"":null,""issn"":null,""publisher"":null,""documentId"":""cmoh2g8vh004cn60dpn9d6o57""}"
Report,skip,none,low,,report-food-19cf6324b6fa,,Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/importvern_til_godkjenning---sensurert-adobe.pdf,incoming/food-research-process-2026-04-20/08-food-security-agriculture-and-seafood/ef11d3b8fe-importvern-til-godkjenning-sensurert-adobe.pdf,importvern_til_godkjenning---sensurert-adobe.pdf,importvern til godkjenning sensurert adobe,Importvernets påvirkning på konsentrasjonen i leverandørleddet,skip,clear,,missing-batch-document,missing-batch-document,{}
